"","hotel_name","score","presaleprice","price","test.V2"
"53","Ballys Las VegasThe Strip"," 7.51438","NA","44","Las_Vegas_Tuesday_20170411"
"54","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81912","NA","59","Las_Vegas_Tuesday_20170411"
"55","Mgm Grand Hotel CasinoThe Strip"," 7.61388","329","106","Las_Vegas_Tuesday_20170411"
"56","Luxor Hotel And CasinoThe Strip"," 7.03205","95","65","Las_Vegas_Tuesday_20170411"
"57","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.11675","NA","30","Las_Vegas_Tuesday_20170411"
"58","The MirageThe Strip"," 8.1906","424","131","Las_Vegas_Tuesday_20170411"
"59","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.11083","NA","62","Las_Vegas_Tuesday_20170411"
"60","Wynn Las VegasThe Strip"," 9.0749","409","179","Las_Vegas_Tuesday_20170411"
"61","Monte Carlo Resort And CasinoThe Strip"," 7.01855","119","80","Las_Vegas_Tuesday_20170411"
"62","Harrahs Las VegasThe Strip"," 7.01179","NA","49","Las_Vegas_Tuesday_20170411"
"63","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01847","199","79","Las_Vegas_Tuesday_20170411"
"64","Planet Hollywood Resort And CasinoThe Strip"," 7.41313","NA","79","Las_Vegas_Tuesday_20170411"
"65","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6756","589","359","Las_Vegas_Tuesday_20170411"
"66","Stratosphere TowerThe Strip"," 6.52823","39","29","Las_Vegas_Tuesday_20170411"
"67","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2928","NA","45","Las_Vegas_Tuesday_20170411"
"68","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61344","NA","129","Las_Vegas_Tuesday_20170411"
"69","The Signature At Mgm GrandThe Strip"," 8.6571","309","101","Las_Vegas_Tuesday_20170411"
"70","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5702","NA","49","Las_Vegas_Tuesday_20170411"
"71","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62212","NA","29","Las_Vegas_Tuesday_20170411"
"72","New York New York Hotel And CasinoThe Strip"," 7.71147","86","74","Las_Vegas_Tuesday_20170411"
"73","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32704","37","21","Las_Vegas_Tuesday_20170411"
"74","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0632","65","49","Las_Vegas_Tuesday_20170411"
"75","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 8.1643","159","62","Las_Vegas_Tuesday_20170411"
"76","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.6287","219","69","Las_Vegas_Tuesday_20170411"
"77","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","414","358","Las_Vegas_Tuesday_20170411"
"78","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 6.8548","189","71","Las_Vegas_Tuesday_20170411"
"79","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","89","Las_Vegas_Tuesday_20170411"
"80","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Excellent:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 8.8906","159","99","Las_Vegas_Tuesday_20170411"
"81","Luxor Hotel And CasinoThe Strip"," 7.03205","56","38","Las_Vegas_Tuesday_20170418"
"82","The Venetian Resort Hotel CasinoThe Strip"," 8.91926","NA","149","Las_Vegas_Tuesday_20170418"
"83","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available578 People Viewing!1Room Left! Book Now!CLICK HERE to sign in and unlock a lower price!  Savings CalculationClosewas 0from$149Choose","NA","149","Las_Vegas_Tuesday_20170418"
"84","Bellagio Hotel And CasinoThe Strip"," 8.5477","626","188","Las_Vegas_Tuesday_20170418"
"85","Treasure Island Hotel & CasinoThe Strip"," 7.82476","NA","41","Las_Vegas_Tuesday_20170418"
"86","Aria Resort And CasinoThe Strip"," 8.61018","429","135","Las_Vegas_Tuesday_20170418"
"87","Mandalay Bay Resort And CasinoThe Strip"," 8.21028","74","64","Las_Vegas_Tuesday_20170418"
"88","Caesars Palace Las VegasThe Strip"," 7.6834","NA","122","Las_Vegas_Tuesday_20170418"
"89","Flamingo Las VegasThe Strip"," 6.32110","NA","47","Las_Vegas_Tuesday_20170418"
"90","Paris Las VegasThe Strip"," 7.71088","NA","64","Las_Vegas_Tuesday_20170418"
"91","Trump International Hotel, Las VegasThe Strip"," 8.93368","NA","116","Las_Vegas_Tuesday_20170418"
"92","The Linq Hotel And CasinoThe Strip"," 7.1564","NA","55","Las_Vegas_Tuesday_20170418"
"93","Ballys Las VegasThe Strip"," 7.51438","NA","38","Las_Vegas_Tuesday_20170418"
"94","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81912","NA","49","Las_Vegas_Tuesday_20170418"
"95","Mgm Grand Hotel CasinoThe Strip"," 7.61388","NA","55","Las_Vegas_Tuesday_20170418"
"96","Excalibur Hotel And CasinoThe Strip"," 7.12931","53","36","Las_Vegas_Tuesday_20170418"
"97","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.11675","NA","49","Las_Vegas_Tuesday_20170418"
"98","The MirageThe Strip"," 8.1906","96","79","Las_Vegas_Tuesday_20170418"
"99","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.11083","NA","69","Las_Vegas_Tuesday_20170418"
"100","Wynn Las VegasThe Strip"," 9.0749","NA","299","Las_Vegas_Tuesday_20170418"
"101","Monte Carlo Resort And CasinoThe Strip"," 7.01855","101","68","Las_Vegas_Tuesday_20170418"
"102","Harrahs Las VegasThe Strip"," 7.01179","NA","47","Las_Vegas_Tuesday_20170418"
"103","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01847","199","69","Las_Vegas_Tuesday_20170418"
"104","Planet Hollywood Resort And CasinoThe Strip"," 7.41313","NA","69","Las_Vegas_Tuesday_20170418"
"105","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6756","NA","149","Las_Vegas_Tuesday_20170418"
"106","Stratosphere TowerThe Strip"," 6.52823","39","29","Las_Vegas_Tuesday_20170418"
"107","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2928","39","33","Las_Vegas_Tuesday_20170418"
"108","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61344","NA","108","Las_Vegas_Tuesday_20170418"
"109","The Signature At Mgm GrandThe Strip"," 8.6571","NA","80","Las_Vegas_Tuesday_20170418"
"110","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5702","NA","59","Las_Vegas_Tuesday_20170418"
"111","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62212","NA","31","Las_Vegas_Tuesday_20170418"
"112","New York New York Hotel And CasinoThe Strip"," 7.71147","56","49","Las_Vegas_Tuesday_20170418"
"113","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32704","37","21","Las_Vegas_Tuesday_20170418"
"114","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0632","52","39","Las_Vegas_Tuesday_20170418"
"115","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.1643","159","109","Las_Vegas_Tuesday_20170418"
"116","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.6287","219","79","Las_Vegas_Tuesday_20170418"
"117","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","116","101","Las_Vegas_Tuesday_20170418"
"118","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 6.8548","189","71","Las_Vegas_Tuesday_20170418"
"119","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","71","Las_Vegas_Tuesday_20170418"
"120","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Excellent:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 8.8906","159","99","Las_Vegas_Tuesday_20170418"
"121","Excalibur Hotel And CasinoThe Strip"," 7.12931","305","106","Las_Vegas_Tuesday_20170425"
"122","The Venetian Resort Hotel CasinoThe Strip"," 8.91926","529","369","Las_Vegas_Tuesday_20170425"
"123","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available584 People Viewing!2 Rooms Left! Book Now! Savings CalculationClosewas 0from$369Choose","NA","369","Las_Vegas_Tuesday_20170425"
"124","Bellagio Hotel And CasinoThe Strip"," 8.5477","626","398","Las_Vegas_Tuesday_20170425"
"125","Treasure Island Hotel & CasinoThe Strip"," 7.82476","319","199","Las_Vegas_Tuesday_20170425"
"126","Aria Resort And CasinoThe Strip"," 8.61018","NA","727","Las_Vegas_Tuesday_20170425"
"127","Mandalay Bay Resort And CasinoThe Strip"," 8.21028","518","448","Las_Vegas_Tuesday_20170425"
"128","Flamingo Las VegasThe Strip"," 6.32110","389","134","Las_Vegas_Tuesday_20170425"
"129","Paris Las VegasThe Strip"," 7.71088","328","194","Las_Vegas_Tuesday_20170425"
"130","Trump International Hotel, Las VegasThe Strip"," 8.93368","419","259","Las_Vegas_Tuesday_20170425"
"131","The Linq Hotel And CasinoThe Strip"," 7.1564","439","179","Las_Vegas_Tuesday_20170425"
"132","Ballys Las VegasThe Strip"," 7.51438","398","138","Las_Vegas_Tuesday_20170425"
"133","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81912","NA","79","Las_Vegas_Tuesday_20170425"
"134","Mgm Grand Hotel CasinoThe Strip"," 7.61388","NA","318","Las_Vegas_Tuesday_20170425"
"135","Luxor Hotel And CasinoThe Strip"," 7.03205","365","125","Las_Vegas_Tuesday_20170425"
"136","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 7.11675","290","169","Las_Vegas_Tuesday_20170425"
"137","The MirageThe Strip"," 8.1906","424","275","Las_Vegas_Tuesday_20170425"
"138","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 7.11083","299","165","Las_Vegas_Tuesday_20170425"
"139","Wynn Las VegasThe Strip"," 9.0749","NA","1500","Las_Vegas_Tuesday_20170425"
"140","Monte Carlo Resort And CasinoThe Strip"," 7.01855","298","148","Las_Vegas_Tuesday_20170425"
"141","Harrahs Las VegasThe Strip"," 7.01179","320","141","Las_Vegas_Tuesday_20170425"
"142","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 8.01847","199","109","Las_Vegas_Tuesday_20170425"
"143","Planet Hollywood Resort And CasinoThe Strip"," 7.41313","NA","303","Las_Vegas_Tuesday_20170425"
"144","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6756","NA","449","Las_Vegas_Tuesday_20170425"
"145","Stratosphere TowerThe Strip"," 6.52823","241","93","Las_Vegas_Tuesday_20170425"
"146","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2928","209","75","Las_Vegas_Tuesday_20170425"
"147","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61344","611","419","Las_Vegas_Tuesday_20170425"
"148","The Signature At Mgm GrandThe Strip"," 8.6571","NA","254","Las_Vegas_Tuesday_20170425"
"149","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.5702","249","169","Las_Vegas_Tuesday_20170425"
"150","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62212","NA","239","Las_Vegas_Tuesday_20170425"
"151","New York New York Hotel And CasinoThe Strip"," 7.71147","372","175","Las_Vegas_Tuesday_20170425"
"152","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32704","285","98","Las_Vegas_Tuesday_20170425"
"153","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0632","194","69","Las_Vegas_Tuesday_20170425"
"154","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.1643","159","99","Las_Vegas_Tuesday_20170425"
"155","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","542","469","Las_Vegas_Tuesday_20170425"
"156","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 6.8548","189","119","Las_Vegas_Tuesday_20170425"
"157","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","111","Las_Vegas_Tuesday_20170425"
"158","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8906","NA","129","Las_Vegas_Tuesday_20170425"
"159","The Orleans Hotel And CasinoLas Vegas South MapFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.0643","226","108","Las_Vegas_Tuesday_20170425"
"160","Hilton Grand Vacations on the Las Vegas StripThe Strip"," 8.8158","400","235","Las_Vegas_Tuesday_20170425"
"161","The Manhattan at Times SquareTimes Square"," 6.7658","315","236","New_York_City_Tuesday_20170411"
"162","The Watson HotelMidtown West"," 7.818","299","269","New_York_City_Tuesday_20170411"
"163","ONE UN New YorkGrand Central Terminal"," 8.9123","NA","314","New_York_City_Tuesday_20170411"
"164","Hotel PennsylvaniaMadison Square Garden","4. Hotel PennsylvaniaMadison Square Garden - Convention Area MapFree InternetFree Cancellation Available163 People Viewing!1 Room Left! Book Now! 4.6850","NA","194","New_York_City_Tuesday_20170411"
"165","InterContinental NEW YORK BARCLAY"," 9.2166","NA","332","New_York_City_Tuesday_20170411"
"166","Hotel Edison New York CityTimes Square"," 6.9577","NA","311","New_York_City_Tuesday_20170411"
"167","Park CentralCentral Park South MapFree InternetFree Cancellation Available People Viewing!PromotionGood:  reviews Savings CalculationClosewas $from$Choose"," 7.8253","398","279","New_York_City_Tuesday_20170411"
"168","Westin New York At Times SquareTimes Square"," 8.71133","NA","574","New_York_City_Tuesday_20170411"
"169","Holiday Inn New York City"," 8.3110","339","294","New_York_City_Tuesday_20170411"
"170","Grand Hyatt New YorkGrand Central Terminal"," 8.51159","NA","349","New_York_City_Tuesday_20170411"
"171","Paramount Times SquareTimes Square"," 6.9553","412","259","New_York_City_Tuesday_20170411"
"172","Wyndham New Yorker HotelMadison Square Garden"," 6.81710","365","254","New_York_City_Tuesday_20170411"
"173","Sheraton New York Times Square HotelTimes Square"," 8.02453","NA","399","New_York_City_Tuesday_20170411"
"174","Wellington HotelCentral Park South MapFree Cancellation Available People Viewing!Special Discount % offPleasant:  reviews Savings CalculationClosewas from$Choose"," 6.9540","NA","298","New_York_City_Tuesday_20170411"
"175","New York Marriott MarquisTimes Square"," 9.0928","509","458","New_York_City_Tuesday_20170411"
"176","Arlo Hudson SquareSoHo"," 8.439","NA","319","New_York_City_Tuesday_20170411"
"177","Hilton Times SquareTimes Square"," 8.8531","399","359","New_York_City_Tuesday_20170411"
"178","Hilton Garden Inn Times SquareTimes Square"," 8.6440","389","350","New_York_City_Tuesday_20170411"
"179","W New YorkMidtown East Map People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.81179","NA","280","New_York_City_Tuesday_20170411"
"180","Row NYCTimes Square"," 6.5666","259","233","New_York_City_Tuesday_20170411"
"181","The Maritime HotelChelsea Area MapFree InternetFree Cancellation Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.939","NA","255","New_York_City_Tuesday_20170411"
"182","Blakely New York HotelCentral Park South MapFree InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.833","NA","305","New_York_City_Tuesday_20170411"
"183","Sheraton Tribeca New York HotelSoHo"," 8.1507","359","287","New_York_City_Tuesday_20170411"
"184","Hotel Central ParkCentral Park South MapFree InternetFree Cancellation Available People Viewing! Rooms Left! Book Now!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.11557","NA","630","New_York_City_Tuesday_20170411"
"185","Doubletree By Hilton Metropolitan New YorkMidtown East MapFree Cancellation Available People Viewing!Rooms Left! Book Now!Special Discount % offGood:  reviews Savings CalculationClosewas $from$Choose"," 7.41207","319","303","New_York_City_Tuesday_20170411"
"186","Novotel New York Times SquareTimes Square"," 8.7197","NA","329","New_York_City_Tuesday_20170411"
"187","Millenium HiltonDowntown"," 8.3719","NA","339","New_York_City_Tuesday_20170411"
"188","The Standard, High Line New YorkWest Village"," 8.038","NA","519","New_York_City_Tuesday_20170411"
"189","Residence Inn By Marriott New York Manhattan/Times SquareTimes Square"," 9.1339","469","440","New_York_City_Tuesday_20170411"
"190","RIU Plaza New York Times SquareTimes Square"," 7.951","NA","409","New_York_City_Tuesday_20170411"
"191","NYLO New York CityUpper West Side MapFree InternetFree Cancellation Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.7104","NA","299","New_York_City_Tuesday_20170411"
"192","Park Hyatt New YorkCentral Park South MapFree Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 9.1194","2558","1275","New_York_City_Tuesday_20170411"
