"","hotel_name","score","presaleprice","price","test.V2","test.V3"
"1","The Venetian Resort Hotel CasinoThe Strip","8.92005","699","299","Las_Vegas_Tuesday_20170718","1"
"2","Paris Las VegasThe Strip","7.71178","NA","89","Las_Vegas_Tuesday_20170718","1"
"3","The Linq Hotel And CasinoThe Strip","7.1667","NA","64","Las_Vegas_Tuesday_20170718","1"
"4","Caesars Palace Las VegasThe Strip","7.6897","615","209","Las_Vegas_Tuesday_20170718","1"
"5","Luxor Hotel And CasinoThe Strip","7.03408","NA","59","Las_Vegas_Tuesday_20170718","1"
"6","Bellagio Hotel And CasinoThe Strip","8.5534","NA","564","Las_Vegas_Tuesday_20170718","1"
"7","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip","8.6826","899","549","Las_Vegas_Tuesday_20170718","1"
"8","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas","7.81986","270","99","Las_Vegas_Tuesday_20170718","1"
"9","The Palazzo Resort Hotel CasinoThe Strip","9.11766","749","299","Las_Vegas_Tuesday_20170718","1"
"10","Treasure Island Hotel & CasinoThe Strip","7.82594","119","87","Las_Vegas_Tuesday_20170718","1"
"11","New York New York Hotel And CasinoThe Strip","7.71191","NA","89","Las_Vegas_Tuesday_20170718","1"
"12","Encore At Wynn Las VegasThe Strip","8.9305","1000","499","Las_Vegas_Tuesday_20170718","1"
"13","Excalibur Hotel And CasinoThe Strip","7.13125","NA","45","Las_Vegas_Tuesday_20170718","1"
"14","Flamingo Las VegasThe Strip","6.32223","NA","64","Las_Vegas_Tuesday_20170718","1"
"15","Aria Resort And CasinoThe Strip","8.61062","531","209","Las_Vegas_Tuesday_20170718","1"
"16","Harrahs Las VegasThe Strip","7.01240","NA","94","Las_Vegas_Tuesday_20170718","1"
"17","Planet Hollywood Resort And CasinoThe Strip","7.41381","397","141","Las_Vegas_Tuesday_20170718","1"
"18","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingBusiness CenterCasinoFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming Pool Travelers are considering this hotelGood:  verified guest reviews Savings CalculationClosewas from$Choose","7.11138","NA","78","Las_Vegas_Tuesday_20170718","1"
"19","Monte Carlo Resort And CasinoThe Strip","7.02020","378","129","Las_Vegas_Tuesday_20170718","1"
"20","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree Parking|Hotel AmenitiesFree ParkingAirport ShuttleBusiness CenterCasinoFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming Pool Travelers are considering this hotelVery Good:  verified guest reviews Savings CalculationClosewas from$Choose","8.11902","NA","59","Las_Vegas_Tuesday_20170718","1"
"21","The MirageThe Strip","8.1968","NA","139","Las_Vegas_Tuesday_20170718","1"
"22","Trump International Hotel, Las VegasThe Strip","8.54363","367","223","Las_Vegas_Tuesday_20170718","1"
"23","Vdara Hotel & SpaThe Strip","8.61455","617","259","Las_Vegas_Tuesday_20170718","1"
"24","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingAirport ShuttleBusiness CenterFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelPleasant:  verified guest reviewsLimited time offer Super Hot Deal SAVE%Savings CalculationClosewas $from$Choose","6.8571","69","48","Las_Vegas_Tuesday_20170718","1"
"25","Thunderbird Boutique HotelThe Strip","25. Thunderbird Boutique HotelThe Strip - Northeast MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingFree Internet AvailableHandicapped Rooms/FacilitiesNon SmokingSwimming PoolOutdoor Swimming PoolFree Cancellation Available26 Travelers are considering this hotel 5.026","59","50","Las_Vegas_Tuesday_20170718","1"
"26","Mgm Grand Hotel CasinoThe Strip","7.61496","452","158","Las_Vegas_Tuesday_20170718","1"
"27","Wynn Las VegasThe Strip","9.0780","900","499","Las_Vegas_Tuesday_20170718","1"
"28","Plaza Hotel & CasinoDowntown Las Vegas","6.5291","NA","35","Las_Vegas_Tuesday_20170718","1"
"29","Downtown Grand, an Ascend HotelDowntown Las Vegas","8.21015","NA","51","Las_Vegas_Tuesday_20170718","1"
"30","Rio Suite Hotel CasinoWest of The Strip MapFree Parking|Hotel AmenitiesFree ParkingBusiness CenterCasinoFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming Pool Travelers are considering this hotelGood:  verified guest reviews Savings CalculationCloseOnly  room leftwas from$Choose","7.11764","NA","59","Las_Vegas_Tuesday_20170718","1"
"31","Oasis At The Gold Spike HotelDowntown Las Vegas","31. Oasis At The Gold Spike HotelDowntown Las Vegas - Fremont Street Area MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedRestaurantSwimming PoolOutdoor Swimming PoolFree Cancellation Available42 Travelers are considering this hotel 5.794","34","27","Las_Vegas_Tuesday_20170718","1"
"32","Circus Circus Hotel, Casino & Theme ParkThe Strip","6.32876","39","33","Las_Vegas_Tuesday_20170718","1"
"33","The Orleans Hotel And CasinoLas Vegas South MapHotel AmenitiesHandicapped Rooms/FacilitiesRestaurant Travelers are considering this hotelVery Good:  verified guest reviews Savings CalculationCloseOnly  rooms leftwas from$Choose","8.0666","NA","45","Las_Vegas_Tuesday_20170718","1"
"34","Four Seasons Hotel Las VegasThe Strip","9.168","879","429","Las_Vegas_Tuesday_20170718","1"
"35","Red Roof Inn Las VegasEast of The Strip MapFree Parking, Free Breakfast, Free Internet|Hotel AmenitiesFree InternetFree ParkingFree BreakfastBusiness CenterFree Internet In Public AreasHandicapped Rooms/FacilitiesNon SmokingPets AllowedSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelGood:  verified guest reviewsOn Sale Now","7.6291","119","69","Las_Vegas_Tuesday_20170718","1"
"36","Stratosphere TowerThe Strip","6.52968","64","48","Las_Vegas_Tuesday_20170718","1"
"37","Fremont Hotel And CasinoDowntown Las Vegas","7.0161","NA","39","Las_Vegas_Tuesday_20170718","1"
"38","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free Internet|Hotel AmenitiesFree InternetFree ParkingFree BreakfastAirport ShuttleBusiness CenterFree Internet In Public AreasFree Internet In RoomFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedSwimming PoolOutdoor Swimming PoolFree Cancellation, Pay Later Available Travelers are considering this hotelPleasant:  verified guest reviewsMEMBER DEALSign InSavings CalculationCloseThis savings compares your price to the second highest price offered by this hotel  days before and after your check in dateOnly  room left You could pay lesswas $from$Choose","6.6302","149","69","Las_Vegas_Tuesday_20170718","1"
"39","El Cortez Hotel and CasinoDowntown Las Vegas","7.0500","NA","35","Las_Vegas_Tuesday_20170718","1"
"40","Red Rock Casino Resort SpaSummerlin MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingAirport ShuttleBusiness CenterCasinoFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming Pool Travelers are considering this hotelExcellent:  verified guest reviewsMEMBER DEALSign InSavings CalculationCloseThis savings compares your price to the second highest price offered by this hotel  days before and after your check in date You could pay lesswas $from$Choose","8.5464","434","150","Las_Vegas_Tuesday_20170718","1"
"41","Four Queens Hotel And CasinoDowntown Las Vegas","7.0707","78","59","Las_Vegas_Tuesday_20170725","2"
"42","The Venetian Resort Hotel CasinoThe Strip","8.92005","699","349","Las_Vegas_Tuesday_20170725","2"
"43","Paris Las VegasThe Strip","7.71178","NA","98","Las_Vegas_Tuesday_20170725","2"
"44","Caesars Palace Las VegasThe Strip","7.6897","NA","109","Las_Vegas_Tuesday_20170725","2"
"45","The Linq Hotel And CasinoThe Strip","7.1667","NA","49","Las_Vegas_Tuesday_20170725","2"
"46","Ballys Las VegasThe Strip","7.51532","NA","45","Las_Vegas_Tuesday_20170725","2"
"47","Bellagio Hotel And CasinoThe Strip","8.5534","594","228","Las_Vegas_Tuesday_20170725","2"
"48","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip","8.6826","899","399","Las_Vegas_Tuesday_20170725","2"
"49","The Palazzo Resort Hotel CasinoThe Strip","9.11766","749","279","Las_Vegas_Tuesday_20170725","2"
"50","Encore At Wynn Las VegasThe Strip","8.9305","NA","279","Las_Vegas_Tuesday_20170725","2"
"51","Flamingo Las VegasThe Strip","6.32223","NA","44","Las_Vegas_Tuesday_20170725","2"
"52","Aria Resort And CasinoThe Strip","8.61062","531","219","Las_Vegas_Tuesday_20170725","2"
"53","Harrahs Las VegasThe Strip","7.01240","NA","44","Las_Vegas_Tuesday_20170725","2"
"54","Planet Hollywood Resort And CasinoThe Strip","7.41381","NA","110","Las_Vegas_Tuesday_20170725","2"
"55","Monte Carlo Resort And CasinoThe Strip","7.02020","NA","99","Las_Vegas_Tuesday_20170725","2"
"56","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas","7.81986","270","109","Las_Vegas_Tuesday_20170725","2"
"57","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingBusiness CenterCasinoFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: Travelers are considering this hotelGood:  verified guest reviews Savings CalculationClosewas from$Choose","7.11138","NA","54","Las_Vegas_Tuesday_20170725","2"
"58","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree Parking|Hotel AmenitiesFree ParkingAirport ShuttleBusiness CenterCasinoFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelVery Good:  verified guest reviews Savings CalculationClosewas from$Choose","8.11902","NA","79","Las_Vegas_Tuesday_20170725","2"
"59","The MirageThe Strip","8.1968","496","158","Las_Vegas_Tuesday_20170725","2"
"60","Trump International Hotel, Las VegasThe Strip","8.54363","367","159","Las_Vegas_Tuesday_20170725","2"
"61","New York New York Hotel And CasinoThe Strip","7.71191","406","204","Las_Vegas_Tuesday_20170725","2"
"62","Vdara Hotel & SpaThe Strip","8.61455","617","188","Las_Vegas_Tuesday_20170725","2"
"63","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingAirport ShuttleBusiness CenterFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: Travelers are considering this hotelPleasant:  verified guest reviewsLimited time offer Super Hot Deal SAVE%Savings CalculationCloseOnly  room leftwas $from$Choose","6.8571","69","48","Las_Vegas_Tuesday_20170725","2"
"64","Wynn Las VegasThe Strip","9.0780","NA","249","Las_Vegas_Tuesday_20170725","2"
"65","Mgm Grand Hotel CasinoThe Strip","7.61496","452","219","Las_Vegas_Tuesday_20170725","2"
"66","Plaza Hotel & CasinoDowntown Las Vegas","6.5291","NA","32","Las_Vegas_Tuesday_20170725","2"
"67","Excalibur Hotel And CasinoThe Strip","7.13125","309","127","Las_Vegas_Tuesday_20170725","2"
"68","Downtown Grand, an Ascend HotelDowntown Las Vegas","8.21015","NA","59","Las_Vegas_Tuesday_20170725","2"
"69","The D Las Vegas Hotel CasinoDowntown Las Vegas","6.9669","169","54","Las_Vegas_Tuesday_20170725","2"
"70","Rio Suite Hotel CasinoWest of The Strip MapFree Parking|Hotel AmenitiesFree ParkingBusiness CenterCasinoFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: Travelers are considering this hotelGood:  verified guest reviews Savings CalculationCloseOnly  rooms leftwas from$Choose","7.11764","NA","109","Las_Vegas_Tuesday_20170725","2"
"71","Oasis At The Gold Spike HotelDowntown Las Vegas","31. Oasis At The Gold Spike HotelDowntown Las Vegas - Fremont Street Area MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedRestaurantSwimming PoolOutdoor Swimming PoolFree Cancellation Available42 Travelers are considering this hotel 5.794","49","39","Las_Vegas_Tuesday_20170725","2"
