"","hotel_name","score","presaleprice","price","test.V2"
"287","Embassy Suites Hotel Washington DC Convention CenterConvention Center"," 9.0308","NA","449","Washington_DC_Tuesday_20170328"
"288","Hilton Garden Inn Washington DC DowntownDowntown"," 8.8179","499","349","Washington_DC_Tuesday_20170328"
"289","Liaison Capitol HillCapitol HillPay Later Available People Viewing! Room Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.1821","NA","514","Washington_DC_Tuesday_20170328"
"290","Hyatt Place Washington DC/White HouseDowntown"," 8.567","NA","529","Washington_DC_Tuesday_20170328"
"291","Kimpton Hotel Palomar Washington, DCDupont Circle"," 8.9636","NA","469","Washington_DC_Tuesday_20170328"
"292","The Dupont Circle HotelDupont Circle"," 8.8485","NA","509","Washington_DC_Tuesday_20170328"
"293","Beacon Hotel & Corporate QuartersDowntownFree InternetPay Later Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.4665","NA","259","Washington_DC_Tuesday_20170328"
"294","Holiday Inn Capitol"," 8.3477","NA","369","Washington_DC_Tuesday_20170328"
"295","Westin Washington DC City CenterDowntownFree Internet People Viewing! Rooms Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.9518","NA","449","Washington_DC_Tuesday_20170328"
"296","Capitol Hill HotelCapitol HillFree InternetPay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.681","NA","434","Washington_DC_Tuesday_20170328"
"297","JW Marriott Washington, DCDowntown"," 8.9649","NA","519","Washington_DC_Tuesday_20170328"
"298","InterContinental THE WILLARD WASHINGTON DCDowntown"," 9.3170","NA","499","Washington_DC_Tuesday_20170328"
"299","Actual room may vary","Hyatt RegencyWestinHiltonSheratonIntercontinentalMarriottExamples may appear in other star levels.Close",""",""minStrikePrice"":""","392What Are Express Deals?DowntownSimilar 4-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Downtown, Washington, DCLocated between Dupont Circle and Logan Circle just north of Lafayette Park and the White House, this downtown DC area puts visitors within easy reach of the Walter E. Washington Convention Center, George Washington University and the National Mall. Visitors are steps from major Metrorail stations, providing direct access to many major DC attractions.We'll reveal the hotel name and address after you bookSimilar 4-Star HotelsThese hotels include great independent hotels, plus brands similar to:Hyatt RegencyWestinHiltonSheratonIntercontinentalMarriottExamples may appear in other star levels.Close","Washington_DC_Tuesday_20170328"
"300","Marriott Marquis Washington, DCConvention Center"," 9.1319","NA","439","Washington_DC_Tuesday_20170328"
"301","Actual room may vary","Hyatt RegencyWestinHiltonSheratonIntercontinentalMarriottExamples may appear in other star levels.Close",""",""minStrikePrice"":""","268What Are Express Deals?Dupont Circle - Woodley ParkSimilar 4-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Dupont Circle - Woodley Park, Washington, DCAmong the most popular Washington DC neighborhoods, this area is a true shopping and nightlife haven, as well as a community known for its LGBT pride. Still close to downtown and Georgetown, this vibrant neighborhood houses such family-friendly attractions as the National Zoo, as well as a number of foreign embassies. Those looking for bistros, bars and shops frequent Connecticut Avenue, while Adams Morgan marches to its own wild nightlife beat.We'll reveal the hotel name and address after you bookSimilar 4-Star HotelsThese hotels include great independent hotels, plus brands similar to:Hyatt RegencyWestinHiltonSheratonIntercontinentalMarriottExamples may appear in other star levels.Close","Washington_DC_Tuesday_20170328"
"302","Hampton Inn Washington"," 8.7324","NA","439","Washington_DC_Tuesday_20170328"
"303","The ChurchillDupont Circle"," 7.9179","403","279","Washington_DC_Tuesday_20170328"
"304","Crowne Plaza HamiltonDowntown"," 8.3279","NA","469","Washington_DC_Tuesday_20170328"
"305","Washington Marriott At Metro CenterConvention Center"," 8.9567","677","399","Washington_DC_Tuesday_20170328"
"306","Hampton Inn & Suites Washington, DC"," 8.045","NA","359","Washington_DC_Tuesday_20170328"
"307","Kimpton Donovan HotelDowntown People Viewing! Room Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.2779","NA","439","Washington_DC_Tuesday_20170328"
"308","Homewood Suites By Hilton Washington DC Convention Ctr AreaConvention Center"," 8.632","NA","359","Washington_DC_Tuesday_20170328"
"309","Mandarin Oriental Washington DCCapitol HillPay Later Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.67","NA","745","Washington_DC_Tuesday_20170328"
"310","Cambria Hotel & Suites Washington, DC Convention CenterConvention Center"," 8.680","NA","329","Washington_DC_Tuesday_20170328"
"311","Kimpton Rouge HotelDowntownFree Internet People Viewing! Room Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.2416","NA","439","Washington_DC_Tuesday_20170328"
"312","Hilton Garden Inn Washington DC Us CapitolConvention Center"," 8.7259","NA","459","Washington_DC_Tuesday_20170328"
"313","The Mayflower Hotel, Autograph CollectionDowntownFree Internet People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.6654","NA","499","Washington_DC_Tuesday_20170328"
"314","The Eldon Luxury SuitesConvention Center"," 8.338","NA","249","Washington_DC_Tuesday_20170328"
"315","Residence Inn By Marriott Washington, DC/CapitolCapitol HillFree Breakfast, Free Internet People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8273","NA","499","Washington_DC_Tuesday_20170328"
"316","Actual room may vary"," 8+was $529$221ChooseWhat Are Express Deals?Capitol HillSimilar 4.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Capitol Hill, Washington, DCThis high-profile DC area runs from the east end of the National Mall, through parts of Capitol Hill (near Judiciary Square and Chinatown), up to Union Station. Cheer on the Washington Capitals and Wizards at the nearby Verizon Center, or tour the Library of Congress and U.S. Capitol Visitor Center, among other highlights here.We'll reveal the hotel name and address after you bookSimilar 4.5-Star HotelsThese hotels include great independent and brand name hotels.Close",""",""minStrikePrice"":""","221What Are Express Deals?Capitol HillSimilar 4.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Capitol Hill, Washington, DCThis high-profile DC area runs from the east end of the National Mall, through parts of Capitol Hill (near Judiciary Square and Chinatown), up to Union Station. Cheer on the Washington Capitals and Wizards at the nearby Verizon Center, or tour the Library of Congress and U.S. Capitol Visitor Center, among other highlights here.We'll reveal the hotel name and address after you bookSimilar 4.5-Star HotelsThese hotels include great independent and brand name hotels.Close","Washington_DC_Tuesday_20170328"
"317","Actual room may vary","HyattHiltonSheratonDoubletreeCrowne PlazaMarriottExamples may appear in other star levels.Close",""",""minStrikePrice"":""","368What Are Express Deals?Downtown - White HouseSimilar 3.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Downtown - White House, Washington, DCThis downtown DC area puts visitors right in the middle of it all, thanks to such highlights as the White House, Lafayette Park, the George Washington University campus and World Bank headquarters. Visitors are nestled between the world-class historic and cultural sites along the National Mall, as well as Dupont Circle restaurants, Georgetown shopping and Chinatown/Gallery Place entertainment.We'll reveal the hotel name and address after you bookSimilar 3.5-Star HotelsThese hotels are excellent independent hotels, plus brands similar to:HyattHiltonSheratonDoubletreeCrowne PlazaMarriottExamples may appear in other star levels.Close","Washington_DC_Tuesday_20170328"
"318","Homewood Suites by Hilton Washington DC NoMa Union StationDC NortheastFree Breakfast, Free Internet Rooms Left!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.182","NA","409","Washington_DC_Tuesday_20170328"
"319","Harrington HotelConvention Center","39. Harrington HotelConvention Center - US Capitol NorthPay Later Available4 People Viewing!1 Room Left! Book Now! 5.719","NA","195","Washington_DC_Tuesday_20170328"
"320","Courtyard By Marriott Embassy RowDowntownFree Internet People Viewing!Rooms Left! Book Now!On Sale Now"," 8.6310","589","399","Washington_DC_Tuesday_20170328"
"321","Capital HiltonDowntown"," 8.5315","NA","900","Washington_DC_Tuesday_20170404"
"322","Residence Inn By Marriott Washington, DC DowntownDowntownFree Breakfast, Free InternetFree Cancellation Available People Viewing!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.1391","NA","1039","Washington_DC_Tuesday_20170404"
"323","Washington Marriott Wardman ParkDupont Circle"," 8.21282","NA","1099","Washington_DC_Tuesday_20170404"
"324","Beacon Hotel & Corporate QuartersDowntownFree InternetFree Cancellation, Pay Later Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.4665","379.NA","379.05","Washington_DC_Tuesday_20170404"
"325","JW Marriott Washington, DCDowntown"," 8.9649","NA","999","Washington_DC_Tuesday_20170404"
"326","University Inn Washington DCGeorgetown"," 8.6108","NA","419","Washington_DC_Tuesday_20170404"
"327","Washington Marriott At Metro CenterConvention Center"," 8.9567","NA","839","Washington_DC_Tuesday_20170404"
"328","Kimpton Hotel Monaco Washington DCConvention Center"," 8.6210","689","679","Washington_DC_Tuesday_20170404"
"329","The Mayflower Hotel, Autograph CollectionDowntownFree InternetFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.6654","NA","3000","Washington_DC_Tuesday_20170404"
"330","The Avery GeorgetownGeorgetown"," 9.051","NA","649","Washington_DC_Tuesday_20170404"
"331","Courtyard By Marriott Embassy RowDowntownFree Internet People Viewing! Room Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.6310","NA","719","Washington_DC_Tuesday_20170404"
"332","The Watergate HotelWashingtonFree InternetFree Cancellation, Pay Later AvailableExceptional:  reviews Savings CalculationClosewas from$Choose"," 9.3101","NA","835","Washington_DC_Tuesday_20170404"
"333","Ginosi Basics Thomas Circle ApartelDowntownFree Internet People Viewing! Room Left! Book Now!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.459","NA","538","Washington_DC_Tuesday_20170404"
"334","The St Gregory HotelDowntownFree InternetFree Cancellation Available Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.7407","999.NA","999.02","Washington_DC_Tuesday_20170404"
"335","Global Luxury Suites at Foggy BottomGeorgetown"," 8.587","NA","599","Washington_DC_Tuesday_20170404"
"336","Washington Independence ApartmentDowntownFree Internet People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.083","NA","538","Washington_DC_Tuesday_20170404"
"337","Ginosi Dupont Circle ApartelDupont Circle"," 8.169","NA","646","Washington_DC_Tuesday_20170404"
"338","Washington HeritageDowntownFree Internet People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.45","NA","700","Washington_DC_Tuesday_20170404"
"339","Ginosi Waterfront ApartelCapitol HillFree Internet Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.3125","NA","587","Washington_DC_Tuesday_20170404"
"340","Churchill at Newseum ResidencesCapitol HillFree InternetFree Cancellation Available People Viewing! Room Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.955","NA","999","Washington_DC_Tuesday_20170404"
"341","Ray W SuitesCapitol HillFree Internet Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.5101","NA","587","Washington_DC_Tuesday_20170404"
"342","Washington Tower ApartmentCapitol HillFree Internet Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.528","NA","587","Washington_DC_Tuesday_20170404"
"343","Actual room may vary"," 8+was $679$565ChooseWhat Are Express Deals?Convention Center - US Capitol NorthSimilar 4.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Convention Center - US Capitol North, Washington, DCRunning from the National Mall on north past Mount Vernon Square, this conveniently placed area is home to the Walter W. Washington Convention Center, as well as the Verizon Center, where visitors can catch a concert or cheer on the Capitals or Wizards. Business travelers frequent the area's Federal Triangle, while leisure travelers appreciate the area's many dining and nightlife options. We'll reveal the hotel name and address after you bookSimilar 4.5-Star HotelsThese hotels include great independent and brand name hotels.Close",""",""minStrikePrice"":""","565What Are Express Deals?Convention Center - US Capitol NorthSimilar 4.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Convention Center - US Capitol North, Washington, DCRunning from the National Mall on north past Mount Vernon Square, this conveniently placed area is home to the Walter W. Washington Convention Center, as well as the Verizon Center, where visitors can catch a concert or cheer on the Capitals or Wizards. Business travelers frequent the area's Federal Triangle, while leisure travelers appreciate the area's many dining and nightlife options. We'll reveal the hotel name and address after you bookSimilar 4.5-Star HotelsThese hotels include great independent and brand name hotels.Close","Washington_DC_Tuesday_20170404"
"344","Actual room may vary","Hyatt RegencyWestinHiltonSheratonIntercontinentalMarriottExamples may appear in other star levels.Close",""",""minStrikePrice"":""","896What Are Express Deals?Downtown - White HouseSimilar 4-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.Downtown - White House, Washington, DCThis downtown DC area puts visitors right in the middle of it all, thanks to such highlights as the White House, Lafayette Park, the George Washington University campus and World Bank headquarters. Visitors are nestled between the world-class historic and cultural sites along the National Mall, as well as Dupont Circle restaurants, Georgetown shopping and Chinatown/Gallery Place entertainment.We'll reveal the hotel name and address after you bookSimilar 4-Star HotelsThese hotels include great independent hotels, plus brands similar to:Hyatt RegencyWestinHiltonSheratonIntercontinentalMarriottExamples may appear in other star levels.Close","Washington_DC_Tuesday_20170404"
"345","Hyatt Regency FairfaxFairfax (Fairfax)Free Parking, Free InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.0924","215.NA","215.02","Washington_DC_Tuesday_20170404"
"346","Red Roof PLUS+ Washington DC"," 6.0195","100.NA","100.79","Washington_DC_Tuesday_20170404"
"347","Best Western FairfaxFairfax (Fairfax)Free Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.6346","113.NA","113.98","Washington_DC_Tuesday_20170404"
"348","Sheraton College Park North HotelCollege Park (Beltsville)Free Parking, Free Internet People Viewing!Room Left! Book Now!On Sale Now"," 7.6589","219","149","Washington_DC_Tuesday_20170404"
"349","Comfort Inn University CenterFairfax (Fairfax)Free Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing! Rooms Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.898","118.NA","118.15","Washington_DC_Tuesday_20170404"
"350","Quality Inn Tysons CornerTysons Corner (Vienna)Free Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later AvailableRooms Left!On Sale Now"," 6.7203","157","89.30","Washington_DC_Tuesday_20170404"
"351","Extended Stay America"," 6.4389","94.NA","94.99","Washington_DC_Tuesday_20170404"
"352","Days Inn AlexandriaAlexandria West, VA (Alexandria)Free Breakfast, Free InternetFree Cancellation Available People Viewing!On Sale Now","32. Days Inn AlexandriaAlexandria West, VA (Alexandria)Free Breakfast, Free InternetFree Cancellation Available26 People Viewing!On Sale Now -> Save 36% on this stay 4.4474","92","58.65","Washington_DC_Tuesday_20170404"
"353","Days Inn Arlington PentagonArlington, VA (Arlington)Free Breakfast, Free InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing! Room Left! Book Now!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.1155","84.NA","84.15","Washington_DC_Tuesday_20170404"
"354","Comfort Inn Capital Beltway/I"," 6.9556","87.NA","87.20","Washington_DC_Tuesday_20170404"
"355","Days Inn And Suites Laurel/Fort Meade MdLaurel (Laurel)Free Breakfast, Free InternetFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.5238","114","63.71","Washington_DC_Tuesday_20170404"
"356","Red Roof Inn Washington DC"," 7.3109","79.99","67.99","Washington_DC_Tuesday_20170404"
"357","Red Roof Plus+ Washington DC AlexandriaAlexandria East"," 7.0287","107.99","97.19","Washington_DC_Tuesday_20170404"
"358","Metro Points Hotel Washington NorthHyattsville"," 7.3103","NA","129","Washington_DC_Tuesday_20170404"
"359","La Quinta Inn & Suites DC Metro Capitol BeltwayHyattsville"," 6.796","199","99","Washington_DC_Tuesday_20170404"
"360","Best Western SpringfieldSpringfield (Springfield)Free Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.8366","118.NA","118.79","Washington_DC_Tuesday_20170404"
"361","Capitol Skyline HotelCapitol HillFree Cancellation Available People Viewing!Room Left! Book Now!Special Discount % offGood:  reviews Savings CalculationClosewas $from$Choose"," 7.0355","327.19","249","Washington_DC_Tuesday_20170411"
"362","The State Plaza HotelDowntown"," 8.6107","379","229","Washington_DC_Tuesday_20170411"
"363","Hyatt Regency Washington DC On Capitol HillCapitol HillFree InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing! Room Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.31418","NA","419","Washington_DC_Tuesday_20170411"
"364","Washington HiltonDupont Circle"," 8.1707","NA","309","Washington_DC_Tuesday_20170411"
"365","Capital HiltonDowntown"," 8.5315","NA","344","Washington_DC_Tuesday_20170411"
"366","Trump International Washington DCConvention Center"," 8.76","668.NA","668.24","Washington_DC_Tuesday_20170411"
"367","Morrison Clark Historic InnConvention Center"," 8.562","NA","369","Washington_DC_Tuesday_20170411"
"368","Phoenix Park HotelCapitol HillFree Cancellation Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Very Good:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 8.1159","395","268.85","Washington_DC_Tuesday_20170411"
"369","Grand Hyatt WashingtonConvention Center"," 8.9659","709","489","Washington_DC_Tuesday_20170411"
"370","Residence Inn By Marriott Washington, DC DowntownDowntownFree Breakfast, Free InternetFree Cancellation Available People Viewing! Rooms Left! Book Now!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.1391","NA","469","Washington_DC_Tuesday_20170411"
"371","Hyatt Place Washington DC/National MallCapitol HillFree Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!Special Discount % offExceptional:  reviews Savings CalculationClosewas $from$Choose"," 9.227","385.84","359.10","Washington_DC_Tuesday_20170411"
"372","Hilton Garden Inn Washington DC DowntownDowntown"," 8.8179","NA","409","Washington_DC_Tuesday_20170411"
"373","Loews Madison HotelDowntownFree InternetFree Cancellation Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5663","NA","429","Washington_DC_Tuesday_20170411"
"374","Liaison Capitol HillCapitol HillFree Cancellation Available People Viewing! Room Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.1821","449.NA","449.10","Washington_DC_Tuesday_20170411"
"375","Washington Marriott Wardman ParkDupont Circle"," 8.21282","377","259","Washington_DC_Tuesday_20170411"
"376","Hyatt Place Washington DC/White HouseDowntown"," 8.567","315.NA","315.84","Washington_DC_Tuesday_20170411"
"377","Kimpton Hotel Palomar Washington, DCDupont Circle"," 8.9636","454","309","Washington_DC_Tuesday_20170411"
"378","Kimpton Carlyle Hotel Dupont CircleDupont Circle"," 8.7154","289","259","Washington_DC_Tuesday_20170411"
"379","Sofitel Lafayette Square Washington DCDowntown"," 9.2318","NA","515","Washington_DC_Tuesday_20170411"
"380","The Dupont Circle HotelDupont Circle"," 8.8485","474","296.10","Washington_DC_Tuesday_20170411"
"381","Beacon Hotel & Corporate QuartersDowntownFree InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.4665","251.NA","251.10","Washington_DC_Tuesday_20170411"
"382","Holiday Inn Capitol"," 8.3477","299","279","Washington_DC_Tuesday_20170411"
"383","Westin Washington DC City CenterDowntownFree Internet People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.9518","NA","569","Washington_DC_Tuesday_20170411"
"384","The Windsor InnDupont Circle"," 6.3115","199","125.10","Washington_DC_Tuesday_20170411"
"385","The Fairfax at Embassy Row, Washington, DCDupont Circle"," 8.4492","404","279","Washington_DC_Tuesday_20170411"
"386","Washington Plaza HotelDowntownFree InternetFree Cancellation, Pay Later Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.7193","NA","429","Washington_DC_Tuesday_20170411"
"387","JW Marriott Washington, DCDowntown"," 8.9649","612","413","Washington_DC_Tuesday_20170411"
"388","Days Inn Washington DC Connecticut AveCleveland ParkFree InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing! Room Left! Book Now!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.9405","152.NA","152.10","Washington_DC_Tuesday_20170411"
"389","InterContinental THE WILLARD WASHINGTON DCDowntown"," 9.3170","NA","544","Washington_DC_Tuesday_20170411"
"390","University Inn Washington DCGeorgetown"," 8.6108","368","217.55","Washington_DC_Tuesday_20170411"
"391","W Hotel Washington DCDowntown"," 8.4132","NA","409","Washington_DC_Tuesday_20170411"
"392","Hampton Inn Washington"," 8.7324","NA","429","Washington_DC_Tuesday_20170411"
"393","The Melrose Hotel, Washington, DCGeorgetown"," 8.0193","NA","309","Washington_DC_Tuesday_20170411"
"394","Crowne Plaza HamiltonDowntown"," 8.3279","NA","371","Washington_DC_Tuesday_20170411"
"395","Washington Marriott At Metro CenterConvention Center"," 8.9567","599","509","Washington_DC_Tuesday_20170411"
"396","Hampton Inn & Suites Washington, DC"," 8.045","NA","359","Washington_DC_Tuesday_20170411"
"397","Hotel LombardyDowntown"," 8.958","489","249","Washington_DC_Tuesday_20170411"
"398","Kimpton Donovan HotelDowntownFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas $from$Choose"," 8.2779","399","379","Washington_DC_Tuesday_20170411"
"399","The District HotelDowntownFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!  reviews Savings CalculationClosewas from$Choose","39. The District HotelDowntownFree Cancellation, Pay Later Available20 People Viewing!2 Rooms Left! Book Now! 5.4264","134.NA","134.10","Washington_DC_Tuesday_20170411"
"400","The Embassy Row HotelDupont Circle"," 7.6152","231.NA","231.20","Washington_DC_Tuesday_20170411"
"401","Capitol Skyline HotelCapitol HillFree Cancellation Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 7.0355","349","209","Washington_DC_Tuesday_20170418"
"402","The State Plaza HotelDowntown"," 8.6107","NA","279","Washington_DC_Tuesday_20170418"
"403","Hyatt Regency Washington DC On Capitol HillCapitol HillFree InternetFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Room Left! Book Now!On Sale Now"," 8.31418","529","279","Washington_DC_Tuesday_20170418"
"404","Washington HiltonDupont Circle"," 8.1707","386","229","Washington_DC_Tuesday_20170418"
"405","Omni Shoreham HotelDupont Circle"," 8.6937","335","209","Washington_DC_Tuesday_20170418"
"406","Capital HiltonDowntown"," 8.5315","NA","409","Washington_DC_Tuesday_20170418"
"407","Trump International Washington DCConvention Center"," 8.76","727.NA","727.06","Washington_DC_Tuesday_20170418"
"408","Phoenix Park HotelCapitol HillFree Cancellation, Pay Later Available People Viewing!On Sale Now"," 8.1159","395","228.65","Washington_DC_Tuesday_20170418"
"409","Grand Hyatt WashingtonConvention Center"," 8.9659","709","289","Washington_DC_Tuesday_20170418"
"410","Residence Inn By Marriott Washington, DC DowntownDowntownFree Breakfast, Free InternetFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Special Discount % offExceptional:  reviews Savings CalculationClosewas from$Choose"," 9.1391","NA","413","Washington_DC_Tuesday_20170418"
"411","Hilton Garden Inn Washington DC DowntownDowntown"," 8.8179","NA","369","Washington_DC_Tuesday_20170418"
"412","Liaison Capitol HillCapitol HillFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 8.1821","374","233.10","Washington_DC_Tuesday_20170418"
"413","Washington Marriott Wardman ParkDupont Circle"," 8.21282","377","233","Washington_DC_Tuesday_20170418"
"414","Hyatt Place Washington DC/White HouseDowntown"," 8.567","383.NA","383.04","Washington_DC_Tuesday_20170418"
"415","Kimpton Hotel Palomar Washington, DCDupont Circle"," 8.9636","454","279","Washington_DC_Tuesday_20170418"
"416","Kimpton Carlyle Hotel Dupont CircleDupont Circle"," 8.7154","332","189","Washington_DC_Tuesday_20170418"
"417","Sofitel Lafayette Square Washington DCDowntown"," 9.2318","NA","495","Washington_DC_Tuesday_20170418"
"418","The Dupont Circle HotelDupont Circle"," 8.8485","474","242.10","Washington_DC_Tuesday_20170418"
"419","Beacon Hotel & Corporate QuartersDowntownFree InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!On Sale Now"," 7.4665","299","192.60","Washington_DC_Tuesday_20170418"
"420","Holiday Inn Capitol"," 8.3477","299","279","Washington_DC_Tuesday_20170418"
"421","Westin Washington DC City CenterDowntownFree Internet People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.9518","NA","369","Washington_DC_Tuesday_20170418"
"422","The Windsor InnDupont Circle"," 6.3115","199","125.10","Washington_DC_Tuesday_20170418"
"423","Capitol Hill HotelCapitol HillFree InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.681","262.NA","262.65","Washington_DC_Tuesday_20170418"
"424","The Fairfax at Embassy Row, Washington, DCDupont Circle"," 8.4492","404","249","Washington_DC_Tuesday_20170418"
"425","Washington Plaza HotelDowntownFree InternetFree Cancellation, Pay Later Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.7193","NA","319","Washington_DC_Tuesday_20170418"
"426","JW Marriott Washington, DCDowntown"," 8.9649","612","395","Washington_DC_Tuesday_20170418"
