"","hotel_name","score","presaleprice","price","test.V2","test.V3"
"24","Harrahs Las VegasThe Strip"," 7.01179","320","99","Las_Vegas_Tuesday_20170404","1"
"25","Stratosphere TowerThe Strip"," 6.52825","39.99","31.99","Las_Vegas_Tuesday_20170404","1"
"26","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61345","206.22","178.50","Las_Vegas_Tuesday_20170404","1"
"27","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","NA","45","Las_Vegas_Tuesday_20170404","1"
"28","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6757","594","289.98","Las_Vegas_Tuesday_20170404","1"
"29","The Signature At Mgm GrandThe Strip"," 8.6573","309","169.15","Las_Vegas_Tuesday_20170404","1"
"30","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5702","NA","49","Las_Vegas_Tuesday_20170404","1"
"31","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","39.NA","39.99","Las_Vegas_Tuesday_20170404","1"
"32","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32705","37.79","21.60","Las_Vegas_Tuesday_20170404","1"
"33","New York New York Hotel And CasinoThe Strip"," 7.71148","372","114.75","Las_Vegas_Tuesday_20170404","1"
"34","Best Western Plus Casino RoyaleThe Strip"," 7.881","223","119.99","Las_Vegas_Tuesday_20170404","1"
"35","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","379","148.75","Las_Vegas_Tuesday_20170404","1"
"36","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0633","194","59","Las_Vegas_Tuesday_20170404","1"
"37","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates:Rooms Left!On Sale Now"," 8.1644","159","47.99","Las_Vegas_Tuesday_20170404","1"
"38","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later AvailableRoom Left!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.6287","219","69","Las_Vegas_Tuesday_20170404","1"
"39","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation AvailableRoom Left!On Sale Now"," 7.782","229","89.24","Las_Vegas_Tuesday_20170404","1"
"40","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 6.8548","189","71.20","Las_Vegas_Tuesday_20170404","1"
"41","Excalibur Hotel And CasinoThe Strip"," 7.12933","42.42","28.78","Las_Vegas_Tuesday_20170411","2"
"42","The Venetian Resort Hotel CasinoThe Strip"," 8.91928","NA","149","Las_Vegas_Tuesday_20170411","2"
"43","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available84 People Viewing!1 Room Left! Book Now! Savings CalculationClosewas 0from$149Choose","NA","149","Las_Vegas_Tuesday_20170411","2"
"44","Bellagio Hotel And CasinoThe Strip"," 8.5478","444","188.70","Las_Vegas_Tuesday_20170411","2"
"45","Treasure Island Hotel & CasinoThe Strip"," 7.82477","69.NA","69.96","Las_Vegas_Tuesday_20170411","2"
"46","Aria Resort And CasinoThe Strip"," 8.61018","429","158.95","Las_Vegas_Tuesday_20170411","2"
"47","Mandalay Bay Resort And CasinoThe Strip"," 8.21028","505","335.75","Las_Vegas_Tuesday_20170411","2"
"48","Flamingo Las VegasThe Strip"," 6.32111","NA","60","Las_Vegas_Tuesday_20170411","2"
"49","Paris Las VegasThe Strip"," 7.71092","328","132.05","Las_Vegas_Tuesday_20170411","2"
"50","Caesars Palace Las VegasThe Strip"," 7.6836","NA","129","Las_Vegas_Tuesday_20170411","2"
"51","Trump International Hotel, Las VegasThe Strip"," 8.93509","111.NA","111.75","Las_Vegas_Tuesday_20170411","2"
"52","The Linq Hotel And CasinoThe Strip"," 7.1564","37.NA","37.05","Las_Vegas_Tuesday_20170411","2"
"53","Ballys Las VegasThe Strip"," 7.51439","44.NA","44.99","Las_Vegas_Tuesday_20170411","2"
"54","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81913","NA","59","Las_Vegas_Tuesday_20170411","2"
"55","Mgm Grand Hotel CasinoThe Strip"," 7.61389","329","97.75","Las_Vegas_Tuesday_20170411","2"
"56","Luxor Hotel And CasinoThe Strip"," 7.03207","95.80","65","Las_Vegas_Tuesday_20170411","2"
"57","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.11676","NA","30","Las_Vegas_Tuesday_20170411","2"
"58","The MirageThe Strip"," 8.1908","424","139.40","Las_Vegas_Tuesday_20170411","2"
"59","Wynn Las VegasThe Strip"," 9.0749","409","179","Las_Vegas_Tuesday_20170411","2"
"60","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.11083","NA","62","Las_Vegas_Tuesday_20170411","2"
"61","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01847","199","79","Las_Vegas_Tuesday_20170411","2"
"62","Monte Carlo Resort And CasinoThe Strip"," 7.01856","101.28","68.72","Las_Vegas_Tuesday_20170411","2"
"63","Planet Hollywood Resort And CasinoThe Strip"," 7.41314","74.NA","74.99","Las_Vegas_Tuesday_20170411","2"
"64","Harrahs Las VegasThe Strip"," 7.01179","NA","51","Las_Vegas_Tuesday_20170411","2"
"65","Stratosphere TowerThe Strip"," 6.52825","39.99","31.99","Las_Vegas_Tuesday_20170411","2"
"66","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61345","149.26","129.20","Las_Vegas_Tuesday_20170411","2"
"67","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","NA","45","Las_Vegas_Tuesday_20170411","2"
"68","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6757","594","359.98","Las_Vegas_Tuesday_20170411","2"
"69","The Signature At Mgm GrandThe Strip"," 8.6573","309","101.15","Las_Vegas_Tuesday_20170411","2"
"70","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5702","NA","39","Las_Vegas_Tuesday_20170411","2"
"71","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","29.NA","29.99","Las_Vegas_Tuesday_20170411","2"
"72","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32705","37.79","21.60","Las_Vegas_Tuesday_20170411","2"
"73","New York New York Hotel And CasinoThe Strip"," 7.71148","86.42","74.80","Las_Vegas_Tuesday_20170411","2"
"74","Best Western Plus Casino RoyaleThe Strip"," 7.881","223","109.99","Las_Vegas_Tuesday_20170411","2"
"75","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","414.40","358.70","Las_Vegas_Tuesday_20170411","2"
"76","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0633","65.33","49","Las_Vegas_Tuesday_20170411","2"
"77","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates:Rooms Left!On Sale Now"," 8.1644","159","47.99","Las_Vegas_Tuesday_20170411","2"
"78","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later AvailableRooms Left!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.6287","219","69","Las_Vegas_Tuesday_20170411","2"
"79","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation AvailableRoom Left!On Sale Now"," 7.782","229","89.99","Las_Vegas_Tuesday_20170411","2"
"80","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 6.8548","189","71.20","Las_Vegas_Tuesday_20170411","2"
"81","Luxor Hotel And CasinoThe Strip"," 7.03207","56.11","38.07","Las_Vegas_Tuesday_20170418","3"
"82","The Venetian Resort Hotel CasinoThe Strip"," 8.91928","NA","149","Las_Vegas_Tuesday_20170418","3"
"83","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available84 People Viewing!1 Room Left! Book Now! Savings CalculationClosewas 0from$149Choose","NA","149","Las_Vegas_Tuesday_20170418","3"
"84","Bellagio Hotel And CasinoThe Strip"," 8.5478","444","188.70","Las_Vegas_Tuesday_20170418","3"
"85","Treasure Island Hotel & CasinoThe Strip"," 7.82477","41.NA","41.96","Las_Vegas_Tuesday_20170418","3"
"86","Aria Resort And CasinoThe Strip"," 8.61018","429","135.15","Las_Vegas_Tuesday_20170418","3"
"87","Mandalay Bay Resort And CasinoThe Strip"," 8.21028","74.63","64.60","Las_Vegas_Tuesday_20170418","3"
"88","Flamingo Las VegasThe Strip"," 6.32111","NA","44","Las_Vegas_Tuesday_20170418","3"
"89","Paris Las VegasThe Strip"," 7.71092","75.NA","75.05","Las_Vegas_Tuesday_20170418","3"
"90","Caesars Palace Las VegasThe Strip"," 7.6836","NA","129","Las_Vegas_Tuesday_20170418","3"
"91","Trump International Hotel, Las VegasThe Strip"," 8.93509","116.NA","116.25","Las_Vegas_Tuesday_20170418","3"
"92","The Linq Hotel And CasinoThe Strip"," 7.1564","52.NA","52.25","Las_Vegas_Tuesday_20170418","3"
"93","Ballys Las VegasThe Strip"," 7.51439","34.NA","34.99","Las_Vegas_Tuesday_20170418","3"
"94","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81913","NA","49","Las_Vegas_Tuesday_20170418","3"
"95","Excalibur Hotel And CasinoThe Strip"," 7.12933","47.90","32.50","Las_Vegas_Tuesday_20170418","3"
"96","Mgm Grand Hotel CasinoThe Strip"," 7.61389","63.83","55.25","Las_Vegas_Tuesday_20170418","3"
"97","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.11676","NA","40","Las_Vegas_Tuesday_20170418","3"
"98","The MirageThe Strip"," 8.1908","97.22","84.15","Las_Vegas_Tuesday_20170418","3"
"99","Wynn Las VegasThe Strip"," 9.0749","NA","299","Las_Vegas_Tuesday_20170418","3"
"100","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.11083","NA","69","Las_Vegas_Tuesday_20170418","3"
"101","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01847","199","69","Las_Vegas_Tuesday_20170418","3"
"102","Monte Carlo Resort And CasinoThe Strip"," 7.01856","101.28","68.72","Las_Vegas_Tuesday_20170418","3"
"103","Planet Hollywood Resort And CasinoThe Strip"," 7.41314","NA","69","Las_Vegas_Tuesday_20170418","3"
"104","Harrahs Las VegasThe Strip"," 7.01179","44.NA","44.99","Las_Vegas_Tuesday_20170418","3"
"105","Stratosphere TowerThe Strip"," 6.52825","39.99","31.99","Las_Vegas_Tuesday_20170418","3"
"106","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61345","125.70","108.80","Las_Vegas_Tuesday_20170418","3"
"107","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","39","33.15","Las_Vegas_Tuesday_20170418","3"
"108","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6757","149.NA","149.99","Las_Vegas_Tuesday_20170418","3"
"109","The Signature At Mgm GrandThe Strip"," 8.6573","93.29","80.75","Las_Vegas_Tuesday_20170418","3"
"110","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5702","NA","59","Las_Vegas_Tuesday_20170418","3"
"111","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","31.NA","31.99","Las_Vegas_Tuesday_20170418","3"
"112","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32705","37.79","21.60","Las_Vegas_Tuesday_20170418","3"
"113","New York New York Hotel And CasinoThe Strip"," 7.71148","56.96","49.30","Las_Vegas_Tuesday_20170418","3"
"114","Best Western Plus Casino RoyaleThe Strip"," 7.881","223","109.99","Las_Vegas_Tuesday_20170418","3"
"115","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","116.86","101.15","Las_Vegas_Tuesday_20170418","3"
"116","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0633","52","39","Las_Vegas_Tuesday_20170418","3"
"117","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation AvailableRooms Left!On Sale Now"," 8.1644","159","109.99","Las_Vegas_Tuesday_20170418","3"
"118","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later AvailableRoom Left!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.6287","219","79","Las_Vegas_Tuesday_20170418","3"
"119","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation AvailableRoom Left!On Sale Now"," 7.782","229","71.99","Las_Vegas_Tuesday_20170418","3"
"120","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 6.8548","189","71.20","Las_Vegas_Tuesday_20170418","3"
"121","Excalibur Hotel And CasinoThe Strip"," 7.12933","305","110.50","Las_Vegas_Tuesday_20170425","4"
"122","The Venetian Resort Hotel CasinoThe Strip"," 8.91928","529","369","Las_Vegas_Tuesday_20170425","4"
"123","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available84 People Viewing!2 Rooms Left! Book Now! Savings CalculationClosewas 0from$369Choose","NA","369","Las_Vegas_Tuesday_20170425","4"
"124","Bellagio Hotel And CasinoThe Strip"," 8.5478","460.56","398.65","Las_Vegas_Tuesday_20170425","4"
"125","Treasure Island Hotel & CasinoThe Strip"," 7.82477","319","199.95","Las_Vegas_Tuesday_20170425","4"
"126","Aria Resort And CasinoThe Strip"," 8.61018","840.59","727.60","Las_Vegas_Tuesday_20170425","4"
"127","Mandalay Bay Resort And CasinoThe Strip"," 8.21028","518.50","448.80","Las_Vegas_Tuesday_20170425","4"
"128","Flamingo Las VegasThe Strip"," 6.32111","389","134.99","Las_Vegas_Tuesday_20170425","4"
"129","Paris Las VegasThe Strip"," 7.71092","328","209","Las_Vegas_Tuesday_20170425","4"
"130","Trump International Hotel, Las VegasThe Strip"," 8.93509","419","259","Las_Vegas_Tuesday_20170425","4"
"131","The Linq Hotel And CasinoThe Strip"," 7.1564","439","169","Las_Vegas_Tuesday_20170425","4"
"132","Ballys Las VegasThe Strip"," 7.51439","398","138.98","Las_Vegas_Tuesday_20170425","4"
"133","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81913","NA","79","Las_Vegas_Tuesday_20170425","4"
"134","Mgm Grand Hotel CasinoThe Strip"," 7.61389","368.25","318.75","Las_Vegas_Tuesday_20170425","4"
"135","Luxor Hotel And CasinoThe Strip"," 7.03207","365","134.65","Las_Vegas_Tuesday_20170425","4"
"136","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 7.11676","290","169","Las_Vegas_Tuesday_20170425","4"
"137","The MirageThe Strip"," 8.1908","424","292.40","Las_Vegas_Tuesday_20170425","4"
"138","Wynn Las VegasThe Strip"," 9.0749","NA","1500","Las_Vegas_Tuesday_20170425","4"
"139","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 7.11083","299","165","Las_Vegas_Tuesday_20170425","4"
"140","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01847","199","109","Las_Vegas_Tuesday_20170425","4"
"141","Monte Carlo Resort And CasinoThe Strip"," 7.01856","287","148.57","Las_Vegas_Tuesday_20170425","4"
"142","Harrahs Las VegasThe Strip"," 7.01179","320","141","Las_Vegas_Tuesday_20170425","4"
"143","Stratosphere TowerThe Strip"," 6.52825","241","119.99","Las_Vegas_Tuesday_20170425","4"
"144","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61345","611","419.05","Las_Vegas_Tuesday_20170425","4"
"145","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","209","75.65","Las_Vegas_Tuesday_20170425","4"
"146","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6757","449.NA","449.97","Las_Vegas_Tuesday_20170425","4"
"147","The Signature At Mgm GrandThe Strip"," 8.6573","254.NA","254.15","Las_Vegas_Tuesday_20170425","4"
"148","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.5702","249","169","Las_Vegas_Tuesday_20170425","4"
"149","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","239.NA","239.99","Las_Vegas_Tuesday_20170425","4"
"150","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32705","285","98.10","Las_Vegas_Tuesday_20170425","4"
"151","New York New York Hotel And CasinoThe Strip"," 7.71148","372","175.10","Las_Vegas_Tuesday_20170425","4"
"152","Best Western Plus Casino RoyaleThe Strip"," 7.881","199.NA","199.99","Las_Vegas_Tuesday_20170425","4"
"153","Delano Las Vegas At Mandalay BayThe Strip"," 8.4276","542.06","469.20","Las_Vegas_Tuesday_20170425","4"
"154","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0633","194","69","Las_Vegas_Tuesday_20170425","4"
"155","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation AvailableRooms Left!On Sale Now"," 8.1644","159","99.99","Las_Vegas_Tuesday_20170425","4"
"156","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation AvailableRoom Left!On Sale Now"," 7.782","229","111.99","Las_Vegas_Tuesday_20170425","4"
"157","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 6.8548","189","119.20","Las_Vegas_Tuesday_20170425","4"
"158","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available Rooms Left!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8906","NA","129","Las_Vegas_Tuesday_20170425","4"
"159","Hilton Grand Vacations on the Las Vegas StripThe Strip"," 8.8158","400","235","Las_Vegas_Tuesday_20170425","4"
"160","The Orleans Hotel And CasinoLas Vegas South MapFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.0643","226","108","Las_Vegas_Tuesday_20170425","4"
"161","The Manhattan at Times SquareTimes Square"," 6.7658","370","277.50","New_York_City_Tuesday_20170411","2"
"162","The Watson HotelMidtown West"," 7.921","299","269.10","New_York_City_Tuesday_20170411","2"
"163","ONE UN New YorkGrand Central Terminal"," 8.9123","314.NA","314.10","New_York_City_Tuesday_20170411","2"
"164","Hotel PennsylvaniaMadison Square Garden","4. Hotel PennsylvaniaMadison Square Garden - Convention Area MapFree InternetFree Cancellation Available177 People Viewing!2 Rooms Left! Book Now! 4.6851","NA","194","New_York_City_Tuesday_20170411","2"
"165","Hotel Edison New York CityTimes Square"," 6.9577","311.NA","311.20","New_York_City_Tuesday_20170411","2"
"166","InterContinental NEW YORK BARCLAY"," 9.2167","NA","359","New_York_City_Tuesday_20170411","2"
"167","Park CentralCentral Park South MapFree InternetFree Cancellation Available People Viewing!PromotionGood:  reviews Savings CalculationClosewas $from$Choose"," 7.8253","384.29","269","New_York_City_Tuesday_20170411","2"
"168","Westin New York At Times SquareTimes Square"," 8.71133","NA","584","New_York_City_Tuesday_20170411","2"
"169","Holiday Inn New York City"," 8.2112","379","329.73","New_York_City_Tuesday_20170411","2"
"170","Grand Hyatt New YorkGrand Central Terminal"," 8.51159","NA","349","New_York_City_Tuesday_20170411","2"
"171","Paramount Times SquareTimes Square"," 6.8555","412","239","New_York_City_Tuesday_20170411","2"
"172","W New York Times SquareTimes Square"," 8.4212","NA","429","New_York_City_Tuesday_20170411","2"
"173","Wyndham New Yorker HotelMadison Square Garden"," 6.81711","365","254.15","New_York_City_Tuesday_20170411","2"
"174","Park Hyatt New YorkCentral Park South MapFree Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 9.1194","2558","875","New_York_City_Tuesday_20170411","2"
"175","Sheraton New York Times Square HotelTimes Square"," 8.02455","NA","399","New_York_City_Tuesday_20170411","2"
"176","Wellington HotelCentral Park South MapFree Cancellation Available People Viewing!Special Discount % offPleasant:  reviews Savings CalculationClosewas from$Choose"," 6.9542","298.NA","298.80","New_York_City_Tuesday_20170411","2"
"177","Wingate By Wyndham Manhattan MidtownMadison Square Garden"," 8.1379","379","322.15","New_York_City_Tuesday_20170411","2"
"178","Hilton Times SquareTimes Square"," 8.8531","429","386.10","New_York_City_Tuesday_20170411","2"
"179","New York Marriott MarquisTimes Square"," 9.0928","499","449","New_York_City_Tuesday_20170411","2"
"180","W New YorkMidtown East Map People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.81179","NA","370","New_York_City_Tuesday_20170411","2"
"181","Arlo Hudson SquareSoHo"," 8.439","NA","319","New_York_City_Tuesday_20170411","2"
"182","Hilton Garden Inn Times SquareTimes Square"," 8.6441","389","350.10","New_York_City_Tuesday_20170411","2"
"183","Row NYCTimes Square"," 6.5666","259","233.09","New_York_City_Tuesday_20170411","2"
"184","Blakely New York HotelCentral Park South MapFree InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.833","NA","305","New_York_City_Tuesday_20170411","2"
"185","Sheraton Tribeca New York HotelSoHo"," 8.1508","359","287.10","New_York_City_Tuesday_20170411","2"
"186","Doubletree By Hilton Metropolitan New YorkMidtown East MapFree Cancellation Available People Viewing!Rooms Left! Book Now!Special Discount % offGood:  reviews Savings CalculationClosewas $from$Choose"," 7.41207","319","303.05","New_York_City_Tuesday_20170411","2"
"187","Hotel Central ParkCentral Park South MapFree InternetFree Cancellation Available People Viewing! Room Left! Book Now!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.11557","630.NA","630.70","New_York_City_Tuesday_20170411","2"
"188","NYLO New York CityUpper West Side MapFree InternetFree Cancellation Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.7104","NA","299","New_York_City_Tuesday_20170411","2"
"189","Novotel New York Times SquareTimes Square"," 8.7197","NA","309","New_York_City_Tuesday_20170411","2"
"190","Millenium HiltonDowntown"," 8.3719","NA","339","New_York_City_Tuesday_20170411","2"
"191","Residence Inn By Marriott New York Manhattan/Times SquareTimes Square"," 9.1339","469","440","New_York_City_Tuesday_20170411","2"
