"","Country","Hotels","Date"
"197","Dominican Republic (Dominican Rep) hotels","260","2017-JAN-02"
"198","Jamaica","131","2017-JAN-02"
"199","Guam","14","2017-JAN-02"
"200","Singapore","305","2017-JAN-02"
"201","Bahamas","39","2017-JAN-02"
"202","Belize","85","2017-JAN-02"
"203","Canada","2888","2017-JAN-02"
"204","Mexico","4754","2017-JAN-02"
"205","Maldives","72","2017-JAN-02"
"206","United Kingdom (the UK) hotels","7483","2017-JAN-02"
"207","Guadeloupe","39","2017-JAN-02"
"208","Japan","3576","2017-JAN-02"
"209","Saint Barts (St. Barts) hotels","16","2017-JAN-02"
"210","Saint Lucia","18","2017-JAN-02"
"211","Costa Rica","759","2017-JAN-02"
"212","Panama","273","2017-JAN-02"
"213","Cayman Islands","5","2017-JAN-02"
"214","Italy","20921","2017-JAN-02"
"215","Monaco","12","2017-JAN-02"
"216","Israel","451","2017-JAN-02"
"217","Germany","14504","2017-JAN-02"
"218","India","12453","2017-JAN-02"
"219","Philippines","1011","2017-JAN-02"
"220","Ghana","277","2017-JAN-02"
"221","Guyana","17","2017-JAN-02"
"222","Anguilla","6","2017-JAN-02"
"223","France","15328","2017-JAN-02"
"224","Ireland","800","2017-JAN-02"
"225","Thailand","4002","2017-JAN-02"
"226","Saint Martin","20","2017-JAN-02"
"227","South Korea","1398","2017-JAN-02"
"228","Martinique","24","2017-JAN-02"
"229","Greece","4774","2017-JAN-02"
"230","Malta","110","2017-JAN-02"
"231","Trinidad and Tobago (Trinidad Tbgo) hotels","26","2017-JAN-02"
"232","Lebanon","237","2017-JAN-02"
"233","Australia","1291","2017-JAN-02"
"234","Mauritius","90","2017-JAN-02"
"235","Argentina","2433","2017-JAN-02"
"236","Fiji","42","2017-JAN-02"
"237","Peru","1462","2017-JAN-02"
"238","New Zealand","355","2017-JAN-02"
"239","Tanzania","413","2017-JAN-02"
"240","Switzerland","2754","2017-JAN-02"
"241","Colombia","2570","2017-JAN-02"
"242","U.S. Virgin Islands (US Virgin Is) hotels","18","2017-JAN-02"
"243","Honduras","229","2017-JAN-02"
"244","Dominica","15","2017-JAN-02"
"245","Turkey","6820","2017-JAN-02"
"246","China","24597","2017-JAN-02"
"247","Portugal","1516","2017-JAN-02"
"248","Nigeria","572","2017-JAN-02"
"249","Greenland","10","2017-JAN-02"
"250","Sweden","1260","2017-JAN-02"
"251","Sri Lanka","1600","2017-JAN-02"
"252","Egypt","260","2017-JAN-02"
"253","Seychelles","51","2017-JAN-02"
"254","Venezuela","16","2017-JAN-02"
"255","Taiwan","1145","2017-JAN-02"
"256","Morocco","656","2017-JAN-02"
"257","El Salvador","114","2017-JAN-02"
"258","Iraq","90","2017-JAN-02"
"259","Gambia","18","2017-JAN-02"
"260","Malaysia","2092","2017-JAN-02"
"261","Denmark","573","2017-JAN-02"
"262","Spain","9303","2017-JAN-02"
"263","Bahrain","76","2017-JAN-02"
"264","Norway","798","2017-JAN-02"
"265","Nicaragua","289","2017-JAN-02"
"266","Finland","584","2017-JAN-02"
"267","Kenya","454","2017-JAN-02"
"268","Chile","936","2017-JAN-02"
"269","Samoa","19","2017-JAN-02"
"270","Russia (Russian Fed.) hotels","6325","2017-JAN-02"
"271","Oman","120","2017-JAN-02"
"272","Solomon Islands (Solomon Is) hotels","7","2017-JAN-02"
"273","Austria","4504","2017-JAN-02"
"274","Ukraine","1411","2017-JAN-02"
"275","Tonga","13","2017-JAN-02"
"276","Paraguay","104","2017-JAN-02"
"277","Belgium","1354","2017-JAN-02"
"278","Saudi Arabia","699","2017-JAN-02"
"279","Uruguay","386","2017-JAN-02"
"280","Kuwait","52","2017-JAN-02"
"281","South Africa","754","2017-JAN-02"
"282","Andorra","165","2017-JAN-02"
"283","Vietnam","3713","2017-JAN-02"
"284","Tunisia","214","2017-JAN-02"
"285","Romania","1507","2017-JAN-02"
"286","Qatar","89","2017-JAN-02"
"287","Liechtenstein","19","2017-JAN-02"
"288","Ethiopia","208","2017-JAN-02"
"289","Armenia","227","2017-JAN-02"
"290","Netherlands","2221","2017-JAN-02"
"291","Czech Republic (Czech Rep.) hotels","2217","2017-JAN-02"
"292","Cambodia","936","2017-JAN-02"
"293","New Caledonia","20","2017-JAN-02"
"294","Laos","267","2017-JAN-02"
"295","Ecuador","731","2017-JAN-02"
"296","Croatia","792","2017-JAN-02"
"297","St. Maarten","15","2017-JAN-02"
"298","Senegal","129","2017-JAN-02"
"299","Jordan","217","2017-JAN-02"
"300","Montenegro","255","2017-JAN-02"
"301","Pakistan","178","2017-JAN-02"
"302","Guatemala","351","2017-JAN-02"
"303","Cyprus","207","2017-JAN-02"
"304","Cook Islands","4","2017-JAN-02"
"305","Brunei (Brunei D.) hotels","23","2017-JAN-02"
"306","United Arab Emirates (U.A. Emirates) hotels","532","2017-JAN-02"
"307","Slovenia","322","2017-JAN-02"
"308","Madagascar","141","2017-JAN-02"
"309","Luxembourg","182","2017-JAN-02"
"310","Suriname","35","2017-JAN-02"
"311","Slovakia","635","2017-JAN-02"
"312","Poland","2616","2017-JAN-02"
"313","Papua New Guinea (Pap New Guinea) hotels","28","2017-JAN-02"
"314","Nepal","407","2017-JAN-02"
"315","Faroe Islands","6","2017-JAN-02"
"316","Burkina Faso","17","2017-JAN-02"
"317","Angola","52","2017-JAN-02"
"318","Albania","595","2017-JAN-02"
"319","Lithuania","338","2017-JAN-02"
"320","French Polynesia (Fr Polynesia) hotels","29","2017-JAN-02"
"321","Uzbekistan","127","2017-JAN-02"
"322","San Marino","18","2017-JAN-02"
"323","Guinea","11","2017-JAN-02"
"324","Gabon","15","2017-JAN-02"
"325","Cape Verde","65","2017-JAN-02"
"326","Benin","55","2017-JAN-02"
"327","Belarus","162","2017-JAN-02"
"328","Togo","60","2017-JAN-02"
"329","Tajikistan","24","2017-JAN-02"
"330","Macau","60","2017-JAN-02"
"331","Latvia","301","2017-JAN-02"
"332","Bulgaria","2256","2017-JAN-02"
"333","Bosnia and Herzegovina (Bosnia Herz) hotels","282","2017-JAN-02"
"334","Curaçao","38","2017-JAN-02"
"335","Saint Kitts and Nevis (St. Kitts, Nev) hotels","5","2017-JAN-02"
"336","Myanmar","686","2017-JAN-02"
"337","French Guiana","16","2017-JAN-02"
"338","Estonia","226","2017-JAN-02"
"339","Kosovo","57","2017-JAN-02"
"340","Malawi","18","2017-JAN-02"
"341","Kazakhstan","358","2017-JAN-02"
"342","Indonesia","3581","2017-JAN-02"
"343","Hungary","1040","2017-JAN-02"
"344","Bolivia","225","2017-JAN-02"
"345","Azerbaijan","175","2017-JAN-02"
"346","Serbia","373","2017-JAN-02"
"347","Uganda","286","2017-JAN-02"
"348","Namibia","50","2017-JAN-02"
"349","Mozambique","49","2017-JAN-02"
"350","Mongolia","84","2017-JAN-02"
"351","Georgia","828","2017-JAN-02"
"352","Ivory Coast","92","2017-JAN-02"
"353","Chad","7","2017-JAN-02"
"354","Cameroon","86","2017-JAN-02"
"355","Burundi","19","2017-JAN-02"
"356","Crimea","581","2017-JAN-02"
"357","Zambia","50","2017-JAN-02"
"358","Vanuatu","10","2017-JAN-02"
"359","Swaziland","11","2017-JAN-02"
"360","Macedonia","229","2017-JAN-02"
"361","Bhutan","31","2017-JAN-02"
"362","Bangladesh","155","2017-JAN-02"
"363","Rwanda","104","2017-JAN-02"
"364","Northern Mariana Islands (N Mariana Is) hotels","17","2017-JAN-02"
"365","Niue  hotel","1","2017-JAN-02"
"366","Moldova","88","2017-JAN-02"
"367","Mali","19","2017-JAN-02"
"368","Grenada","11","2017-JAN-02"
"369","East Timor","16","2017-JAN-02"
"370","Botswana","29","2017-JAN-02"
"371","Reunion","67","2017-JAN-02"
"372","Palau","12","2017-JAN-02"
"373","Mayotte","4","2017-JAN-02"
"374","Mauritania","27","2017-JAN-02"
"375","Guinea-Bissau","4","2017-JAN-02"
"376","Equatorial Guinea (Eq. Guinea) hotels","7","2017-JAN-02"
"377","Djibouti","10","2017-JAN-02"
"378","Algeria","17","2017-JAN-02"
"379","Puerto Rico","107","2017-JAN-03"
"380","Bermuda","8","2017-JAN-03"
"381","Turks & Caicos Islands (Turks, Ccs Is) hotels","13","2017-JAN-03"
"382","Iceland","211","2017-JAN-03"
"383","Haiti","48","2017-JAN-03"
"384","Barbados","34","2017-JAN-03"
"385","Saint Barts (St. Barts) hotels","16","2017-JAN-03"
"386","Dominican Republic (Dominican Rep) hotels","260","2017-JAN-03"
"387","Jamaica","131","2017-JAN-03"
"388","Guam","14","2017-JAN-03"
"389","Bahamas","39","2017-JAN-03"
"390","Belize","85","2017-JAN-03"
"391","Singapore","305","2017-JAN-03"
"392","Guadeloupe","40","2017-JAN-03"
"393","Canada","2888","2017-JAN-03"
"394","Aruba","14","2017-JAN-03"
"395","Maldives","72","2017-JAN-03"
"396","Mexico","4753","2017-JAN-03"
"397","Japan","3576","2017-JAN-03"
"398","United Kingdom (the UK) hotels","7482","2017-JAN-03"
"399","Costa Rica","759","2017-JAN-03"
"400","Saint Lucia","18","2017-JAN-03"
"401","Cayman Islands","5","2017-JAN-03"
"402","Panama","273","2017-JAN-03"
"403","Italy","20920","2017-JAN-03"
"404","Monaco","12","2017-JAN-03"
"405","Germany","14506","2017-JAN-03"
"406","U.S. Virgin Islands (US Virgin Is) hotels","18","2017-JAN-03"
"407","Ireland","800","2017-JAN-03"
"408","Israel","451","2017-JAN-03"
"409","India","12397","2017-JAN-03"
"410","Thailand","4004","2017-JAN-03"
"411","Ghana","277","2017-JAN-03"
"412","Philippines","1011","2017-JAN-03"
"413","Martinique","24","2017-JAN-03"
"414","Guyana","17","2017-JAN-03"
"415","Saint Martin","20","2017-JAN-03"
"416","Greece","4773","2017-JAN-03"
"417","France","15330","2017-JAN-03"
"418","New Zealand","355","2017-JAN-03"
"419","South Korea","1400","2017-JAN-03"
"420","Mauritius","90","2017-JAN-03"
"421","Anguilla","6","2017-JAN-03"
"422","Malta","110","2017-JAN-03"
"423","Trinidad and Tobago (Trinidad Tbgo) hotels","26","2017-JAN-03"
"424","Australia","1291","2017-JAN-03"
"425","Peru","1463","2017-JAN-03"
"426","Switzerland","2754","2017-JAN-03"
"427","Fiji","42","2017-JAN-03"
"428","Lebanon","237","2017-JAN-03"
"429","Seychelles","51","2017-JAN-03"
"430","Argentina","2433","2017-JAN-03"
"431","Nigeria","575","2017-JAN-03"
"432","Honduras","229","2017-JAN-03"
"433","Nicaragua","289","2017-JAN-03"
"434","Greenland","10","2017-JAN-03"
"435","Egypt","261","2017-JAN-03"
"436","Turkey","6820","2017-JAN-03"
"437","Colombia","2571","2017-JAN-03"
"438","China","24599","2017-JAN-03"
"439","Sweden","1260","2017-JAN-03"
"440","Portugal","1516","2017-JAN-03"
"441","Dominica","15","2017-JAN-03"
"442","Bahrain","76","2017-JAN-03"
"443","Morocco","655","2017-JAN-03"
"444","El Salvador","114","2017-JAN-03"
"445","Malaysia","2096","2017-JAN-03"
"446","Denmark","573","2017-JAN-03"
"447","Sri Lanka","1602","2017-JAN-03"
"448","Samoa","19","2017-JAN-03"
"449","Tanzania","413","2017-JAN-03"
"450","Iraq","90","2017-JAN-03"
"451","Solomon Islands (Solomon Is) hotels","7","2017-JAN-03"
"452","Norway","799","2017-JAN-03"
"453","Venezuela","16","2017-JAN-03"
"454","Belgium","1354","2017-JAN-03"
"455","Taiwan","1146","2017-JAN-03"
"456","South Africa","756","2017-JAN-03"
"457","Oman","120","2017-JAN-03"
"458","Finland","585","2017-JAN-03"
"459","Russia (Russian Fed.) hotels","6325","2017-JAN-03"
"460","Gambia","18","2017-JAN-03"
"461","Ethiopia","208","2017-JAN-03"
"462","Kenya","454","2017-JAN-03"
"463","Armenia","227","2017-JAN-03"
"464","Austria","4504","2017-JAN-03"
"465","Romania","1507","2017-JAN-03"
"466","Uruguay","386","2017-JAN-03"
"467","Ukraine","1411","2017-JAN-03"
"468","Guatemala","351","2017-JAN-03"
"469","Andorra","165","2017-JAN-03"
"470","Tunisia","214","2017-JAN-03"
"471","Saudi Arabia","699","2017-JAN-03"
"472","Tonga","13","2017-JAN-03"
"473","Spain","9303","2017-JAN-03"
"474","Paraguay","103","2017-JAN-03"
"475","Kuwait","52","2017-JAN-03"
"476","St. Maarten","15","2017-JAN-03"
"477","New Caledonia","20","2017-JAN-03"
"478","Montenegro","255","2017-JAN-03"
"479","United Arab Emirates (U.A. Emirates) hotels","532","2017-JAN-03"
"480","Qatar","89","2017-JAN-03"
"481","Pakistan","178","2017-JAN-03"
"482","Netherlands","2221","2017-JAN-03"
"483","Laos","267","2017-JAN-03"
"484","Chile","934","2017-JAN-03"
"485","Cambodia","936","2017-JAN-03"
"486","Liechtenstein","19","2017-JAN-03"
"487","Vietnam","3710","2017-JAN-03"
"488","Czech Republic (Czech Rep.) hotels","2219","2017-JAN-03"
"489","Croatia","792","2017-JAN-03"
"490","Uzbekistan","127","2017-JAN-03"
"491","Madagascar","141","2017-JAN-03"
"492","Ecuador","728","2017-JAN-03"
"493","Cook Islands","4","2017-JAN-03"
"494","Poland","2614","2017-JAN-03"
"495","French Polynesia (Fr Polynesia) hotels","29","2017-JAN-03"
"496","Cyprus","206","2017-JAN-03"
"497","Cape Verde","65","2017-JAN-03"
"498","Papua New Guinea (Pap New Guinea) hotels","28","2017-JAN-03"
"499","Brunei (Brunei D.) hotels","23","2017-JAN-03"
"500","Suriname","35","2017-JAN-03"
"501","Senegal","129","2017-JAN-03"
"502","Jordan","217","2017-JAN-03"
"503","Faroe Islands","6","2017-JAN-03"
"504","Curaçao","38","2017-JAN-03"
"505","Saint Kitts and Nevis (St. Kitts, Nev) hotels","5","2017-JAN-03"
"506","Mozambique","49","2017-JAN-03"
"507","Luxembourg","182","2017-JAN-03"
"508","Kazakhstan","359","2017-JAN-03"
"509","Indonesia","3583","2017-JAN-03"
"510","Benin","55","2017-JAN-03"
"511","Angola","52","2017-JAN-03"
"512","Albania","595","2017-JAN-03"
"513","Togo","60","2017-JAN-03"
"514","Slovenia","322","2017-JAN-03"
"515","Slovakia","635","2017-JAN-03"
"516","Nepal","407","2017-JAN-03"
"517","Myanmar","686","2017-JAN-03"
"518","Macau","60","2017-JAN-03"
"519","Guinea","11","2017-JAN-03"
"520","Gabon","15","2017-JAN-03"
"521","Estonia","226","2017-JAN-03"
"522","Burkina Faso","17","2017-JAN-03"
"523","Bulgaria","2255","2017-JAN-03"
"524","San Marino","18","2017-JAN-03"
"525","Ivory Coast","92","2017-JAN-03"
"526","Azerbaijan","175","2017-JAN-03"
"527","Tajikistan","24","2017-JAN-03"
"528","Bolivia","225","2017-JAN-03"
"529","Vanuatu","10","2017-JAN-03"
"530","Namibia","50","2017-JAN-03"
"531","Mongolia","84","2017-JAN-03"
"532","Latvia","301","2017-JAN-03"
"533","French Guiana","16","2017-JAN-03"
"534","Bosnia and Herzegovina (Bosnia Herz) hotels","282","2017-JAN-03"
"535","Bhutan","31","2017-JAN-03"
"536","Uganda","285","2017-JAN-03"
"537","Malawi","18","2017-JAN-03"
"538","Macedonia","229","2017-JAN-03"
"539","Burundi","20","2017-JAN-03"
"540","Belarus","162","2017-JAN-03"
"541","Crimea","581","2017-JAN-03"
"542","Serbia","373","2017-JAN-03"
"543","Rwanda","104","2017-JAN-03"
"544","Lithuania","338","2017-JAN-03"
"545","Chad","7","2017-JAN-03"
"546","Bangladesh","155","2017-JAN-03"
"547","Zambia","50","2017-JAN-03"
"548","Reunion","67","2017-JAN-03"
"549","Northern Mariana Islands (N Mariana Is) hotels","17","2017-JAN-03"
"550","Niue  hotel","1","2017-JAN-03"
"551","Moldova","87","2017-JAN-03"
"552","Mali","19","2017-JAN-03"
"553","Hungary","1040","2017-JAN-03"
"554","Georgia","829","2017-JAN-03"
"555","East Timor","16","2017-JAN-03"
"556","Swaziland","11","2017-JAN-03"
"557","Mayotte","4","2017-JAN-03"
"558","Guinea-Bissau","4","2017-JAN-03"
"559","Grenada","11","2017-JAN-03"
"560","Cameroon","86","2017-JAN-03"
"561","Botswana","29","2017-JAN-03"
"562","Puerto Rico","107","2017-JAN-05"
"563","Bermuda","8","2017-JAN-05"
"564","Turks & Caicos Islands (Turks, Ccs Is) hotels","13","2017-JAN-05"
"565","Iceland","211","2017-JAN-05"
"566","Haiti","48","2017-JAN-05"
"567","Barbados","34","2017-JAN-05"
"568","Saint Barts (St. Barts) hotels","16","2017-JAN-05"
"569","Dominican Republic (Dominican Rep) hotels","260","2017-JAN-05"
"570","Jamaica","131","2017-JAN-05"
"571","Guam","14","2017-JAN-05"
"572","Bahamas","39","2017-JAN-05"
"573","Belize","85","2017-JAN-05"
"574","Singapore","305","2017-JAN-05"
"575","Guadeloupe","39","2017-JAN-05"
"576","Canada","2889","2017-JAN-05"
"577","Aruba","14","2017-JAN-05"
"578","Maldives","73","2017-JAN-05"
"579","Mexico","4753","2017-JAN-05"
"580","Japan","3577","2017-JAN-05"
"581","United Kingdom (the UK) hotels","7481","2017-JAN-05"
"582","Costa Rica","759","2017-JAN-05"
"583","Saint Lucia","18","2017-JAN-05"
"584","Cayman Islands","5","2017-JAN-05"
"585","Panama","273","2017-JAN-05"
"586","Italy","20918","2017-JAN-05"
"587","Monaco","12","2017-JAN-05"
"588","Germany","14506","2017-JAN-05"
"589","U.S. Virgin Islands (US Virgin Is) hotels","18","2017-JAN-05"
"590","Ireland","800","2017-JAN-05"
"591","Israel","451","2017-JAN-05"
"592","India","12383","2017-JAN-05"
"593","Thailand","4003","2017-JAN-05"
"594","Ghana","278","2017-JAN-05"
"595","Philippines","1010","2017-JAN-05"
"596","Martinique","24","2017-JAN-05"
"597","Guyana","17","2017-JAN-05"
"598","Saint Martin","20","2017-JAN-05"
"599","Greece","4773","2017-JAN-05"
"600","France","15331","2017-JAN-05"
"601","New Zealand","355","2017-JAN-05"
"602","South Korea","1399","2017-JAN-05"
"603","Mauritius","90","2017-JAN-05"
"604","Anguilla","6","2017-JAN-05"
"605","Malta","110","2017-JAN-05"
"606","Trinidad and Tobago (Trinidad Tbgo) hotels","26","2017-JAN-05"
"607","Australia","1291","2017-JAN-05"
"608","Peru","1464","2017-JAN-05"
"609","Switzerland","2754","2017-JAN-05"
"610","Fiji","42","2017-JAN-05"
"611","Lebanon","237","2017-JAN-05"
"612","Seychelles","51","2017-JAN-05"
"613","Argentina","2433","2017-JAN-05"
"614","Nigeria","576","2017-JAN-05"
"615","Honduras","229","2017-JAN-05"
"616","Nicaragua","289","2017-JAN-05"
"617","Greenland","10","2017-JAN-05"
"618","Egypt","260","2017-JAN-05"
"619","Turkey","6820","2017-JAN-05"
"620","Colombia","2567","2017-JAN-05"
"621","China","24601","2017-JAN-05"
"622","Sweden","1260","2017-JAN-05"
"623","Portugal","1517","2017-JAN-05"
"624","Dominica","15","2017-JAN-05"
"625","Bahrain","76","2017-JAN-05"
"626","Morocco","655","2017-JAN-05"
"627","El Salvador","114","2017-JAN-05"
"628","Malaysia","2094","2017-JAN-05"
"629","Denmark","574","2017-JAN-05"
"630","Sri Lanka","1601","2017-JAN-05"
"631","Samoa","19","2017-JAN-05"
"632","Tanzania","413","2017-JAN-05"
