"","Country","Hotels","Date"
"52","Argentina","2434","2017-JAN-08"
"53","Nigeria","573","2017-JAN-08"
"54","Honduras","229","2017-JAN-08"
"55","Nicaragua","289","2017-JAN-08"
"56","Greenland","10","2017-JAN-08"
"57","Egypt","260","2017-JAN-08"
"58","Turkey","6820","2017-JAN-08"
"59","Colombia","2566","2017-JAN-08"
"60","China","24597","2017-JAN-08"
"61","Sweden","1260","2017-JAN-08"
"62","Portugal","1517","2017-JAN-08"
"63","Dominica","15","2017-JAN-08"
"64","Bahrain","76","2017-JAN-08"
"65","Morocco","655","2017-JAN-08"
"66","El Salvador","114","2017-JAN-08"
"67","Malaysia","2093","2017-JAN-08"
"68","Denmark","573","2017-JAN-08"
"69","Sri Lanka","1599","2017-JAN-08"
"70","Samoa","19","2017-JAN-08"
"71","Tanzania","413","2017-JAN-08"
"72","Iraq","90","2017-JAN-08"
"73","Solomon Islands (Solomon Is) hotels","7","2017-JAN-08"
"74","Norway","798","2017-JAN-08"
"75","Venezuela","16","2017-JAN-08"
"76","Belgium","1354","2017-JAN-08"
"77","Taiwan","1145","2017-JAN-08"
"78","South Africa","753","2017-JAN-08"
"79","Oman","120","2017-JAN-08"
"80","Finland","584","2017-JAN-08"
"81","Russia (Russian Fed.) hotels","6323","2017-JAN-08"
"82","Gambia","18","2017-JAN-08"
"83","Ethiopia","208","2017-JAN-08"
"84","Kenya","454","2017-JAN-08"
"85","Armenia","227","2017-JAN-08"
"86","Austria","4503","2017-JAN-08"
"87","Romania","1508","2017-JAN-08"
"88","Uruguay","387","2017-JAN-08"
"89","Ukraine","1410","2017-JAN-08"
"90","Guatemala","351","2017-JAN-08"
"91","Andorra","166","2017-JAN-08"
"92","Tunisia","214","2017-JAN-08"
"93","Saudi Arabia","700","2017-JAN-08"
"94","Tonga","13","2017-JAN-08"
"95","Spain","9333","2017-JAN-08"
"96","Paraguay","103","2017-JAN-08"
"97","Kuwait","52","2017-JAN-08"
"98","St. Maarten","15","2017-JAN-08"
"99","New Caledonia","20","2017-JAN-08"
"100","Montenegro","255","2017-JAN-08"
"101","United Arab Emirates (U.A. Emirates) hotels","532","2017-JAN-08"
"102","Qatar","89","2017-JAN-08"
"103","Pakistan","178","2017-JAN-08"
"104","Netherlands","2221","2017-JAN-08"
"105","Laos","266","2017-JAN-08"
"106","Chile","933","2017-JAN-08"
"107","Cambodia","938","2017-JAN-08"
"108","Liechtenstein","19","2017-JAN-08"
"109","Vietnam","3712","2017-JAN-08"
"110","Czech Republic (Czech Rep.) hotels","2218","2017-JAN-08"
"111","Croatia","793","2017-JAN-08"
"112","Uzbekistan","127","2017-JAN-08"
"113","Madagascar","141","2017-JAN-08"
"114","Ecuador","728","2017-JAN-08"
"115","Cook Islands","4","2017-JAN-08"
"116","Poland","2611","2017-JAN-08"
"117","French Polynesia (Fr Polynesia) hotels","29","2017-JAN-08"
"118","Cyprus","206","2017-JAN-08"
"119","Cape Verde","65","2017-JAN-08"
"120","Papua New Guinea (Pap New Guinea) hotels","28","2017-JAN-08"
"121","Brunei (Brunei D.) hotels","23","2017-JAN-08"
"122","Suriname","35","2017-JAN-08"
"123","Senegal","129","2017-JAN-08"
"124","Jordan","217","2017-JAN-08"
"125","Faroe Islands","6","2017-JAN-08"
"126","Curaçao","38","2017-JAN-08"
"127","Saint Kitts and Nevis (St. Kitts, Nev) hotels","5","2017-JAN-08"
"128","Mozambique","49","2017-JAN-08"
"129","Luxembourg","182","2017-JAN-08"
"130","Kazakhstan","358","2017-JAN-08"
"131","Indonesia","3580","2017-JAN-08"
"132","Benin","55","2017-JAN-08"
"133","Angola","52","2017-JAN-08"
"134","Albania","595","2017-JAN-08"
"135","Togo","60","2017-JAN-08"
"136","Slovenia","323","2017-JAN-08"
"137","Slovakia","636","2017-JAN-08"
"138","Nepal","407","2017-JAN-08"
"139","Myanmar","686","2017-JAN-08"
"140","Macau","60","2017-JAN-08"
"141","Guinea","11","2017-JAN-08"
"142","Gabon","15","2017-JAN-08"
"143","Estonia","226","2017-JAN-08"
"144","Burkina Faso","17","2017-JAN-08"
"145","Bulgaria","2256","2017-JAN-08"
"146","San Marino","18","2017-JAN-08"
"147","Ivory Coast","92","2017-JAN-08"
"148","Azerbaijan","175","2017-JAN-08"
"149","Tajikistan","24","2017-JAN-08"
"150","Bolivia","225","2017-JAN-08"
"151","Vanuatu","10","2017-JAN-08"
"152","Namibia","50","2017-JAN-08"
"153","Mongolia","84","2017-JAN-08"
"154","Latvia","301","2017-JAN-08"
"155","French Guiana","16","2017-JAN-08"
"156","Bosnia and Herzegovina (Bosnia Herz) hotels","282","2017-JAN-08"
"157","Bhutan","31","2017-JAN-08"
"158","Uganda","285","2017-JAN-08"
"159","Malawi","18","2017-JAN-08"
"160","Macedonia","229","2017-JAN-08"
"161","Burundi","19","2017-JAN-08"
"162","Belarus","162","2017-JAN-08"
"163","Crimea","581","2017-JAN-08"
"164","Serbia","373","2017-JAN-08"
"165","Rwanda","104","2017-JAN-08"
"166","Lithuania","338","2017-JAN-08"
"167","Chad","7","2017-JAN-08"
"168","Bangladesh","155","2017-JAN-08"
"169","Zambia","50","2017-JAN-08"
"170","Reunion","67","2017-JAN-08"
"171","Northern Mariana Islands (N Mariana Is) hotels","17","2017-JAN-08"
"172","Niue  hotel","1","2017-JAN-08"
"173","Moldova","87","2017-JAN-08"
"174","Mali","19","2017-JAN-08"
"175","Hungary","1040","2017-JAN-08"
"176","Georgia","829","2017-JAN-08"
"177","East Timor","16","2017-JAN-08"
"178","Swaziland","11","2017-JAN-08"
"179","Mayotte","4","2017-JAN-08"
"180","Guinea-Bissau","4","2017-JAN-08"
"181","Grenada","11","2017-JAN-08"
"182","Cameroon","86","2017-JAN-08"
"183","Botswana","29","2017-JAN-08"
"184","Puerto Rico","107","2017-JAN-09"
"185","Bermuda","8","2017-JAN-09"
"186","Turks & Caicos Islands (Turks, Ccs Is) hotels","13","2017-JAN-09"
"187","Iceland","211","2017-JAN-09"
"188","Haiti","48","2017-JAN-09"
"189","Barbados","34","2017-JAN-09"
"190","Saint Barts (St. Barts) hotels","16","2017-JAN-09"
"191","Dominican Republic (Dominican Rep) hotels","260","2017-JAN-09"
"192","Jamaica","131","2017-JAN-09"
"193","Guam","14","2017-JAN-09"
"194","Bahamas","39","2017-JAN-09"
"195","Belize","85","2017-JAN-09"
"196","Singapore","305","2017-JAN-09"
"197","Guadeloupe","39","2017-JAN-09"
"198","Canada","2888","2017-JAN-09"
"199","Aruba","14","2017-JAN-09"
"200","Maldives","72","2017-JAN-09"
"201","Mexico","4752","2017-JAN-09"
"202","Japan","3577","2017-JAN-09"
"203","United Kingdom (the UK) hotels","7482","2017-JAN-09"
"204","Costa Rica","759","2017-JAN-09"
"205","Saint Lucia","18","2017-JAN-09"
"206","Cayman Islands","5","2017-JAN-09"
"207","Panama","273","2017-JAN-09"
"208","Italy","20919","2017-JAN-09"
"209","Monaco","12","2017-JAN-09"
"210","Germany","14505","2017-JAN-09"
"211","U.S. Virgin Islands (US Virgin Is) hotels","18","2017-JAN-09"
"212","Ireland","800","2017-JAN-09"
"213","Israel","451","2017-JAN-09"
"214","India","12378","2017-JAN-09"
"215","Thailand","4002","2017-JAN-09"
"216","Ghana","277","2017-JAN-09"
"217","Philippines","1011","2017-JAN-09"
"218","Martinique","24","2017-JAN-09"
"219","Guyana","17","2017-JAN-09"
"220","Saint Martin","20","2017-JAN-09"
"221","Greece","4774","2017-JAN-09"
"222","France","15328","2017-JAN-09"
"223","New Zealand","355","2017-JAN-09"
"224","South Korea","1398","2017-JAN-09"
"225","Mauritius","90","2017-JAN-09"
"226","Anguilla","6","2017-JAN-09"
"227","Malta","110","2017-JAN-09"
"228","Trinidad and Tobago (Trinidad Tbgo) hotels","26","2017-JAN-09"
"229","Australia","1292","2017-JAN-09"
"230","Peru","1462","2017-JAN-09"
"231","Switzerland","2754","2017-JAN-09"
"232","Fiji","42","2017-JAN-09"
"233","Lebanon","237","2017-JAN-09"
"234","Seychelles","51","2017-JAN-09"
"235","Argentina","2433","2017-JAN-09"
"236","Nigeria","572","2017-JAN-09"
"237","Honduras","229","2017-JAN-09"
"238","Nicaragua","289","2017-JAN-09"
"239","Greenland","10","2017-JAN-09"
"240","Egypt","260","2017-JAN-09"
"241","Turkey","6821","2017-JAN-09"
"242","Colombia","2566","2017-JAN-09"
"243","China","24602","2017-JAN-09"
"244","Sweden","1260","2017-JAN-09"
"245","Portugal","1516","2017-JAN-09"
"246","Dominica","15","2017-JAN-09"
"247","Bahrain","76","2017-JAN-09"
"248","Morocco","655","2017-JAN-09"
"249","El Salvador","114","2017-JAN-09"
"250","Malaysia","2094","2017-JAN-09"
"251","Denmark","573","2017-JAN-09"
"252","Sri Lanka","1599","2017-JAN-09"
"253","Samoa","19","2017-JAN-09"
"254","Tanzania","413","2017-JAN-09"
"255","Iraq","90","2017-JAN-09"
"256","Solomon Islands (Solomon Is) hotels","7","2017-JAN-09"
"257","Norway","798","2017-JAN-09"
"258","Venezuela","16","2017-JAN-09"
"259","Belgium","1354","2017-JAN-09"
"260","Taiwan","1145","2017-JAN-09"
"261","South Africa","753","2017-JAN-09"
"262","Oman","120","2017-JAN-09"
"263","Finland","584","2017-JAN-09"
"264","Russia (Russian Fed.) hotels","6324","2017-JAN-09"
"265","Gambia","18","2017-JAN-09"
"266","Ethiopia","208","2017-JAN-09"
"267","Kenya","454","2017-JAN-09"
"268","Armenia","228","2017-JAN-09"
"269","Austria","4503","2017-JAN-09"
"270","Romania","1507","2017-JAN-09"
"271","Uruguay","387","2017-JAN-09"
"272","Ukraine","1410","2017-JAN-09"
"273","Guatemala","351","2017-JAN-09"
"274","Andorra","166","2017-JAN-09"
"275","Tunisia","214","2017-JAN-09"
"276","Saudi Arabia","703","2017-JAN-09"
"277","Tonga","13","2017-JAN-09"
"278","Spain","9331","2017-JAN-09"
"279","Paraguay","103","2017-JAN-09"
"280","Kuwait","52","2017-JAN-09"
"281","St. Maarten","15","2017-JAN-09"
"282","New Caledonia","20","2017-JAN-09"
"283","Montenegro","255","2017-JAN-09"
"284","United Arab Emirates (U.A. Emirates) hotels","532","2017-JAN-09"
"285","Qatar","89","2017-JAN-09"
"286","Pakistan","178","2017-JAN-09"
"287","Netherlands","2221","2017-JAN-09"
"288","Laos","266","2017-JAN-09"
"289","Chile","933","2017-JAN-09"
"290","Cambodia","938","2017-JAN-09"
"291","Liechtenstein","19","2017-JAN-09"
"292","Vietnam","3712","2017-JAN-09"
"293","Czech Republic (Czech Rep.) hotels","2218","2017-JAN-09"
"294","Croatia","793","2017-JAN-09"
"295","Uzbekistan","127","2017-JAN-09"
"296","Madagascar","141","2017-JAN-09"
"297","Ecuador","728","2017-JAN-09"
"298","Cook Islands","4","2017-JAN-09"
"299","Poland","2611","2017-JAN-09"
"300","French Polynesia (Fr Polynesia) hotels","29","2017-JAN-09"
"301","Cyprus","206","2017-JAN-09"
"302","Cape Verde","65","2017-JAN-09"
"303","Papua New Guinea (Pap New Guinea) hotels","28","2017-JAN-09"
"304","Brunei (Brunei D.) hotels","23","2017-JAN-09"
"305","Suriname","35","2017-JAN-09"
"306","Senegal","129","2017-JAN-09"
"307","Jordan","217","2017-JAN-09"
"308","Faroe Islands","6","2017-JAN-09"
"309","Curaçao","38","2017-JAN-09"
"310","Saint Kitts and Nevis (St. Kitts, Nev) hotels","5","2017-JAN-09"
"311","Mozambique","49","2017-JAN-09"
"312","Luxembourg","182","2017-JAN-09"
"313","Kazakhstan","358","2017-JAN-09"
"314","Indonesia","3580","2017-JAN-09"
"315","Benin","55","2017-JAN-09"
"316","Angola","52","2017-JAN-09"
"317","Albania","595","2017-JAN-09"
"318","Togo","60","2017-JAN-09"
"319","Slovenia","322","2017-JAN-09"
"320","Slovakia","635","2017-JAN-09"
"321","Nepal","407","2017-JAN-09"
"322","Myanmar","686","2017-JAN-09"
"323","Macau","60","2017-JAN-09"
"324","Guinea","11","2017-JAN-09"
"325","Gabon","15","2017-JAN-09"
"326","Estonia","226","2017-JAN-09"
"327","Burkina Faso","17","2017-JAN-09"
"328","Bulgaria","2255","2017-JAN-09"
"329","San Marino","18","2017-JAN-09"
"330","Ivory Coast","92","2017-JAN-09"
"331","Azerbaijan","176","2017-JAN-09"
"332","Tajikistan","24","2017-JAN-09"
"333","Bolivia","225","2017-JAN-09"
"334","Vanuatu","10","2017-JAN-09"
"335","Namibia","50","2017-JAN-09"
"336","Mongolia","84","2017-JAN-09"
"337","Latvia","301","2017-JAN-09"
"338","French Guiana","16","2017-JAN-09"
"339","Bosnia and Herzegovina (Bosnia Herz) hotels","282","2017-JAN-09"
"340","Bhutan","31","2017-JAN-09"
"341","Uganda","285","2017-JAN-09"
"342","Malawi","18","2017-JAN-09"
"343","Macedonia","229","2017-JAN-09"
"344","Burundi","19","2017-JAN-09"
"345","Belarus","162","2017-JAN-09"
"346","Crimea","581","2017-JAN-09"
"347","Serbia","373","2017-JAN-09"
"348","Rwanda","104","2017-JAN-09"
"349","Lithuania","338","2017-JAN-09"
"350","Chad","7","2017-JAN-09"
"351","Bangladesh","155","2017-JAN-09"
"352","Zambia","50","2017-JAN-09"
"353","Reunion","67","2017-JAN-09"
"354","Northern Mariana Islands (N Mariana Is) hotels","17","2017-JAN-09"
"355","Niue  hotel","1","2017-JAN-09"
"356","Moldova","87","2017-JAN-09"
"357","Mali","19","2017-JAN-09"
"358","Hungary","1040","2017-JAN-09"
"359","Georgia","829","2017-JAN-09"
"360","East Timor","16","2017-JAN-09"
"361","Swaziland","11","2017-JAN-09"
"362","Mayotte","4","2017-JAN-09"
"363","Guinea-Bissau","4","2017-JAN-09"
"364","Grenada","11","2017-JAN-09"
"365","Cameroon","86","2017-JAN-09"
"366","Botswana","29","2017-JAN-09"
"367","Puerto Rico","107","2017-JAN-10"
"368","Bermuda","8","2017-JAN-10"
"369","Turks & Caicos Islands (Turks, Ccs Is) hotels","13","2017-JAN-10"
"370","Iceland","211","2017-JAN-10"
"371","Haiti","48","2017-JAN-10"
"372","Barbados","34","2017-JAN-10"
"373","Saint Barts (St. Barts) hotels","16","2017-JAN-10"
"374","Dominican Republic (Dominican Rep) hotels","260","2017-JAN-10"
"375","Jamaica","131","2017-JAN-10"
"376","Guam","14","2017-JAN-10"
"377","Bahamas","39","2017-JAN-10"
"378","Belize","85","2017-JAN-10"
"379","Singapore","305","2017-JAN-10"
"380","Guadeloupe","39","2017-JAN-10"
"381","Canada","2889","2017-JAN-10"
"382","Aruba","14","2017-JAN-10"
"383","Maldives","72","2017-JAN-10"
"384","Mexico","4755","2017-JAN-10"
"385","Japan","3577","2017-JAN-10"
"386","United Kingdom (the UK) hotels","7484","2017-JAN-10"
"387","Costa Rica","761","2017-JAN-10"
"388","Saint Lucia","18","2017-JAN-10"
"389","Cayman Islands","5","2017-JAN-10"
"390","Panama","273","2017-JAN-10"
"391","Italy","20918","2017-JAN-10"
"392","Monaco","12","2017-JAN-10"
"393","Germany","14512","2017-JAN-10"
"394","U.S. Virgin Islands (US Virgin Is) hotels","18","2017-JAN-10"
"395","Ireland","800","2017-JAN-10"
"396","Israel","451","2017-JAN-10"
"397","India","12416","2017-JAN-10"
"398","Thailand","4004","2017-JAN-10"
"399","Ghana","278","2017-JAN-10"
"400","Philippines","1011","2017-JAN-10"
"401","Martinique","24","2017-JAN-10"
"402","Guyana","17","2017-JAN-10"
"403","Saint Martin","20","2017-JAN-10"
"404","Greece","4774","2017-JAN-10"
"405","France","15330","2017-JAN-10"
"406","New Zealand","355","2017-JAN-10"
"407","South Korea","1397","2017-JAN-10"
"408","Mauritius","90","2017-JAN-10"
"409","Anguilla","7","2017-JAN-10"
"410","Malta","110","2017-JAN-10"
"411","Trinidad and Tobago (Trinidad Tbgo) hotels","26","2017-JAN-10"
"412","Australia","1291","2017-JAN-10"
"413","Peru","1463","2017-JAN-10"
"414","Switzerland","2756","2017-JAN-10"
"415","Fiji","42","2017-JAN-10"
"416","Lebanon","237","2017-JAN-10"
"417","Seychelles","51","2017-JAN-10"
"418","Argentina","2434","2017-JAN-10"
"419","Nigeria","575","2017-JAN-10"
"420","Honduras","229","2017-JAN-10"
"421","Nicaragua","289","2017-JAN-10"
"422","Greenland","10","2017-JAN-10"
"423","Egypt","261","2017-JAN-10"
"424","Turkey","6823","2017-JAN-10"
"425","Colombia","2566","2017-JAN-10"
"426","China","24598","2017-JAN-10"
"427","Sweden","1259","2017-JAN-10"
"428","Portugal","1516","2017-JAN-10"
"429","Dominica","15","2017-JAN-10"
"430","Bahrain","76","2017-JAN-10"
"431","Morocco","655","2017-JAN-10"
"432","El Salvador","114","2017-JAN-10"
"433","Malaysia","2093","2017-JAN-10"
"434","Denmark","573","2017-JAN-10"
"435","Sri Lanka","1602","2017-JAN-10"
"436","Samoa","19","2017-JAN-10"
"437","Tanzania","413","2017-JAN-10"
"438","Iraq","90","2017-JAN-10"
"439","Solomon Islands (Solomon Is) hotels","7","2017-JAN-10"
"440","Norway","798","2017-JAN-10"
"441","Venezuela","16","2017-JAN-10"
"442","Belgium","1354","2017-JAN-10"
"443","Taiwan","1146","2017-JAN-10"
"444","South Africa","753","2017-JAN-10"
"445","Oman","120","2017-JAN-10"
"446","Finland","584","2017-JAN-10"
"447","Russia (Russian Fed.) hotels","6327","2017-JAN-10"
"448","Gambia","18","2017-JAN-10"
"449","Ethiopia","208","2017-JAN-10"
"450","Kenya","454","2017-JAN-10"
"451","Armenia","227","2017-JAN-10"
"452","Austria","4505","2017-JAN-10"
"453","Romania","1508","2017-JAN-10"
"454","Uruguay","387","2017-JAN-10"
"455","Ukraine","1412","2017-JAN-10"
"456","Guatemala","351","2017-JAN-10"
"457","Andorra","166","2017-JAN-10"
"458","Tunisia","215","2017-JAN-10"
"459","Saudi Arabia","702","2017-JAN-10"
"460","Tonga","13","2017-JAN-10"
"461","Spain","9332","2017-JAN-10"
"462","Paraguay","103","2017-JAN-10"
"463","Kuwait","52","2017-JAN-10"
"464","St. Maarten","15","2017-JAN-10"
"465","New Caledonia","20","2017-JAN-10"
"466","Montenegro","255","2017-JAN-10"
"467","United Arab Emirates (U.A. Emirates) hotels","533","2017-JAN-10"
"468","Qatar","89","2017-JAN-10"
"469","Pakistan","178","2017-JAN-10"
"470","Netherlands","2222","2017-JAN-10"
"471","Laos","266","2017-JAN-10"
"472","Chile","935","2017-JAN-10"
"473","Cambodia","938","2017-JAN-10"
"474","Liechtenstein","19","2017-JAN-10"
"475","Vietnam","3713","2017-JAN-10"
"476","Czech Republic (Czech Rep.) hotels","2218","2017-JAN-10"
"477","Croatia","793","2017-JAN-10"
"478","Uzbekistan","127","2017-JAN-10"
"479","Madagascar","141","2017-JAN-10"
"480","Ecuador","729","2017-JAN-10"
"481","Cook Islands","4","2017-JAN-10"
"482","Poland","2613","2017-JAN-10"
"483","French Polynesia (Fr Polynesia) hotels","29","2017-JAN-10"
"484","Cyprus","206","2017-JAN-10"
"485","Cape Verde","65","2017-JAN-10"
"486","Papua New Guinea (Pap New Guinea) hotels","28","2017-JAN-10"
"487","Brunei (Brunei D.) hotels","23","2017-JAN-10"
"488","Suriname","35","2017-JAN-10"
"489","Senegal","129","2017-JAN-10"
"490","Jordan","217","2017-JAN-10"
"491","Faroe Islands","6","2017-JAN-10"
"492","Curaçao","38","2017-JAN-10"
"493","Saint Kitts and Nevis (St. Kitts, Nev) hotels","5","2017-JAN-10"
"494","Mozambique","49","2017-JAN-10"
"495","Luxembourg","182","2017-JAN-10"
"496","Kazakhstan","359","2017-JAN-10"
"497","Indonesia","3580","2017-JAN-10"
"498","Benin","55","2017-JAN-10"
"499","Angola","52","2017-JAN-10"
"500","Albania","596","2017-JAN-10"
"501","Togo","60","2017-JAN-10"
"502","Slovenia","322","2017-JAN-10"
"503","Slovakia","636","2017-JAN-10"
"504","Nepal","407","2017-JAN-10"
"505","Myanmar","687","2017-JAN-10"
"506","Macau","60","2017-JAN-10"
"507","Guinea","11","2017-JAN-10"
"508","Gabon","15","2017-JAN-10"
"509","Estonia","226","2017-JAN-10"
"510","Burkina Faso","17","2017-JAN-10"
"511","Bulgaria","2256","2017-JAN-10"
"512","San Marino","18","2017-JAN-10"
"513","Ivory Coast","92","2017-JAN-10"
"514","Azerbaijan","177","2017-JAN-10"
"515","Tajikistan","24","2017-JAN-10"
"516","Bolivia","225","2017-JAN-10"
"517","Vanuatu","10","2017-JAN-10"
"518","Namibia","50","2017-JAN-10"
"519","Mongolia","84","2017-JAN-10"
"520","Latvia","301","2017-JAN-10"
"521","French Guiana","16","2017-JAN-10"
"522","Bosnia and Herzegovina (Bosnia Herz) hotels","282","2017-JAN-10"
"523","Bhutan","31","2017-JAN-10"
"524","Uganda","288","2017-JAN-10"
"525","Malawi","18","2017-JAN-10"
"526","Macedonia","229","2017-JAN-10"
"527","Burundi","19","2017-JAN-10"
"528","Belarus","162","2017-JAN-10"
"529","Crimea","581","2017-JAN-10"
"530","Serbia","373","2017-JAN-10"
"531","Rwanda","104","2017-JAN-10"
"532","Lithuania","338","2017-JAN-10"
"533","Chad","7","2017-JAN-10"
"534","Bangladesh","155","2017-JAN-10"
"535","Zambia","50","2017-JAN-10"
"536","Reunion","67","2017-JAN-10"
"537","Northern Mariana Islands (N Mariana Is) hotels","17","2017-JAN-10"
"538","Niue  hotel","1","2017-JAN-10"
"539","Moldova","87","2017-JAN-10"
"540","Mali","19","2017-JAN-10"
"541","Hungary","1040","2017-JAN-10"
"542","Georgia","831","2017-JAN-10"
"543","East Timor","16","2017-JAN-10"
"544","Swaziland","11","2017-JAN-10"
"545","Mayotte","4","2017-JAN-10"
"546","Guinea-Bissau","4","2017-JAN-10"
"547","Grenada","11","2017-JAN-10"
"548","Cameroon","86","2017-JAN-10"
"549","Botswana","29","2017-JAN-10"
"550","Puerto Rico","107","2017-JAN-11"
"551","Bermuda","8","2017-JAN-11"
"552","Thailand","4006","2017-JAN-11"
"553","Turks & Caicos Islands (Turks, Ccs Is) hotels","13","2017-JAN-11"
"554","Iceland","211","2017-JAN-11"
"555","Barbados","34","2017-JAN-11"
"556","Haiti","48","2017-JAN-11"
"557","Saint Barts (St. Barts) hotels","16","2017-JAN-11"
"558","Jamaica","131","2017-JAN-11"
"559","Bahamas","39","2017-JAN-11"
"560","Dominican Republic (Dominican Rep) hotels","262","2017-JAN-11"
"561","Guam","14","2017-JAN-11"
"562","Aruba","14","2017-JAN-11"
"563","Singapore","305","2017-JAN-11"
"564","Saint Lucia","18","2017-JAN-11"
"565","Belize","85","2017-JAN-11"
"566","Guadeloupe","39","2017-JAN-11"
"567","Costa Rica","760","2017-JAN-11"
"568","Japan","3577","2017-JAN-11"
"569","Mexico","4755","2017-JAN-11"
"570","Maldives","72","2017-JAN-11"
"571","Canada","2887","2017-JAN-11"
"572","Cayman Islands","5","2017-JAN-11"
"573","Panama","273","2017-JAN-11"
"574","U.S. Virgin Islands (US Virgin Is) hotels","18","2017-JAN-11"
"575","United Kingdom (the UK) hotels","7484","2017-JAN-11"
"576","Saint Martin","20","2017-JAN-11"
"577","Ireland","800","2017-JAN-11"
"578","Italy","20918","2017-JAN-11"
"579","Germany","14513","2017-JAN-11"
"580","Philippines","1010","2017-JAN-11"
"581","Martinique","27","2017-JAN-11"
"582","Monaco","12","2017-JAN-11"
"583","Greece","4773","2017-JAN-11"
"584","Israel","451","2017-JAN-11"
"585","New Zealand","355","2017-JAN-11"
"586","India","12399","2017-JAN-11"
"587","Ghana","279","2017-JAN-11"
"588","Guyana","17","2017-JAN-11"
"589","Mauritius","90","2017-JAN-11"
"590","France","15329","2017-JAN-11"
"591","South Korea","1401","2017-JAN-11"
"592","Fiji","42","2017-JAN-11"
"593","Australia","1292","2017-JAN-11"
"594","Egypt","261","2017-JAN-11"
"595","Peru","1463","2017-JAN-11"
"596","Malta","110","2017-JAN-11"
"597","Anguilla","6","2017-JAN-11"
"598","Trinidad and Tobago (Trinidad Tbgo) hotels","26","2017-JAN-11"
"599","Seychelles","51","2017-JAN-11"
"600","Greenland","10","2017-JAN-11"
"601","El Salvador","115","2017-JAN-11"
"602","Dominica","15","2017-JAN-11"
"603","Switzerland","2755","2017-JAN-11"
"604","Sweden","1259","2017-JAN-11"
"605","Portugal","1519","2017-JAN-11"
"606","Nigeria","580","2017-JAN-11"
"607","Nicaragua","293","2017-JAN-11"
"608","Argentina","2436","2017-JAN-11"
"609","Sri Lanka","1608","2017-JAN-11"
"610","Colombia","2569","2017-JAN-11"
"611","Samoa","19","2017-JAN-11"
"612","China","24608","2017-JAN-11"
"613","South Africa","753","2017-JAN-11"
"614","Morocco","656","2017-JAN-11"
"615","Turkey","6825","2017-JAN-11"
"616","Malaysia","2100","2017-JAN-11"
"617","Lebanon","237","2017-JAN-11"
"618","Honduras","229","2017-JAN-11"
"619","Norway","798","2017-JAN-11"
"620","Denmark","573","2017-JAN-11"
"621","Taiwan","1145","2017-JAN-11"
"622","Finland","584","2017-JAN-11"
"623","Bahrain","76","2017-JAN-11"
"624","Guatemala","351","2017-JAN-11"
"625","Belgium","1354","2017-JAN-11"
"626","Tanzania","413","2017-JAN-11"
"627","Iraq","90","2017-JAN-11"
"628","Venezuela","16","2017-JAN-11"
"629","Uruguay","387","2017-JAN-11"
"630","Solomon Islands (Solomon Is) hotels","7","2017-JAN-11"
"631","Gambia","18","2017-JAN-11"
"632","Ecuador","731","2017-JAN-11"
"633","Austria","4503","2017-JAN-11"
