"","Country","Hotels","Date"
"2120","Denmark","23258","2017-MAR-10"
"2121","South Korea","4613","2017-MAR-10"
"2122","Peru","4580","2017-MAR-10"
"2123","New Zealand","5043","2017-MAR-10"
"2124","Trinidad and Tobago (Trinidad Tbgo) hotels","136","2017-MAR-10"
"2125","Monaco","29","2017-MAR-10"
"2126","Nigeria","822","2017-MAR-10"
"2127","Seychelles","454","2017-MAR-10"
"2128","Philippines","3513","2017-MAR-10"
"2129","Dominica","111","2017-MAR-10"
"2130","Turkey","14663","2017-MAR-10"
"2131","Greenland","24","2017-MAR-10"
"2132","Belgium","7212","2017-MAR-10"
"2133","France","72507","2017-MAR-10"
"2134","Curaçao","373","2017-MAR-10"
"2135","Colombia","7302","2017-MAR-10"
"2136","Australia","16281","2017-MAR-10"
"2137","Guatemala","666","2017-MAR-10"
"2138","Greece","25666","2017-MAR-10"
"2139","Austria","24217","2017-MAR-10"
"2140","Solomon Islands (Solomon Is) hotels","22","2017-MAR-10"
"2141","Sweden","6889","2017-MAR-10"
"2142","Portugal","19443","2017-MAR-10"
"2143","Malaysia","5923","2017-MAR-10"
"2144","Tanzania","1331","2017-MAR-10"
"2145","Gambia","99","2017-MAR-10"
"2146","Macau","67","2017-MAR-10"
"2147","Fiji","213","2017-MAR-10"
"2148","Croatia","65619","2017-MAR-10"
"2149","Bahrain","156","2017-MAR-10"
"2150","Armenia","1273","2017-MAR-10"
"2151","Argentina","11122","2017-MAR-10"
"2152","Tonga","60","2017-MAR-10"
"2153","Oman","307","2017-MAR-10"
"2154","Ethiopia","382","2017-MAR-10"
"2155","Qatar","125","2017-MAR-10"
"2156","Mauritius","1014","2017-MAR-10"
"2157","Taiwan","5025","2017-MAR-10"
"2158","Samoa","68","2017-MAR-10"
"2159","Liechtenstein","37","2017-MAR-10"
"2160","Finland","2649","2017-MAR-10"
"2161","Cyprus","3586","2017-MAR-10"
"2162","Thailand","18243","2017-MAR-10"
"2163","Spain","63452","2017-MAR-10"
"2164","Egypt","1467","2017-MAR-10"
"2165","Tunisia","641","2017-MAR-10"
"2166","Anguilla","56","2017-MAR-10"
"2167","St. Maarten","177","2017-MAR-10"
"2168","Sri Lanka","7637","2017-MAR-10"
"2169","Chile","8486","2017-MAR-10"
"2170","China","46642","2017-MAR-10"
"2171","Norway","4227","2017-MAR-10"
"2172","New Caledonia","44","2017-MAR-10"
"2173","Iraq","91","2017-MAR-10"
"2174","Slovenia","3254","2017-MAR-10"
"2175","Ecuador","2269","2017-MAR-10"
"2176","Switzerland","10952","2017-MAR-10"
"2177","Jordan","522","2017-MAR-10"
"2178","Cook Islands","168","2017-MAR-10"
"2179","South Africa","10903","2017-MAR-10"
"2180","Poland","22278","2017-MAR-10"
"2181","Luxembourg","319","2017-MAR-10"
"2182","Kenya","1810","2017-MAR-10"
"2183","United Arab Emirates (U.A. Emirates) hotels","1585","2017-MAR-10"
"2184","Netherlands","10677","2017-MAR-10"
"2185","Kuwait","130","2017-MAR-10"
"2186","Faroe Islands","34","2017-MAR-10"
"2187","Cape Verde","415","2017-MAR-10"
"2188","Saudi Arabia","2145","2017-MAR-10"
"2189","Montenegro","5032","2017-MAR-10"
"2190","Ukraine","6351","2017-MAR-10"
"2191","Hungary","10975","2017-MAR-10"
"2192","Uruguay","1871","2017-MAR-10"
"2193","Senegal","423","2017-MAR-10"
"2194","Nicaragua","751","2017-MAR-10"
"2195","Morocco","4800","2017-MAR-10"
"2196","Bhutan","58","2017-MAR-10"
"2197","Pakistan","272","2017-MAR-10"
"2198","Bolivia","561","2017-MAR-10"
"2199","Andorra","477","2017-MAR-10"
"2200","Vanuatu","155","2017-MAR-10"
"2201","Rwanda","221","2017-MAR-10"
"2202","Benin","102","2017-MAR-10"
"2203","Albania","1710","2017-MAR-10"
"2204","French Polynesia (Fr Polynesia) hotels","263","2017-MAR-10"
"2205","El Salvador","223","2017-MAR-10"
"2206","Brunei (Brunei D.) hotels","30","2017-MAR-10"
"2207","Russia (Russian Fed.) hotels","36384","2017-MAR-10"
"2208","Honduras","486","2017-MAR-10"
"2209","Cambodia","2386","2017-MAR-10"
"2210","Angola","91","2017-MAR-10"
"2211","Suriname","105","2017-MAR-10"
"2212","Indonesia","12317","2017-MAR-10"
"2213","Equatorial Guinea (Eq. Guinea) hotels","8","2017-MAR-10"
"2214","Vietnam","7413","2017-MAR-10"
"2215","Venezuela","35","2017-MAR-10"
"2216","Uganda","624","2017-MAR-10"
"2217","Paraguay","216","2017-MAR-10"
"2218","Papua New Guinea (Pap New Guinea) hotels","44","2017-MAR-10"
"2219","Lebanon","384","2017-MAR-10"
"2220","Latvia","2136","2017-MAR-10"
"2221","Guinea","19","2017-MAR-10"
"2222","Estonia","2520","2017-MAR-10"
"2223","Czech Republic (Czech Rep.) hotels","11188","2017-MAR-10"
"2224","Cameroon","186","2017-MAR-10"
"2225","Nepal","815","2017-MAR-10"
"2226","Myanmar","1099","2017-MAR-10"
"2227","Mongolia","157","2017-MAR-10"
"2228","Micronesia","5","2017-MAR-10"
"2229","Madagascar","308","2017-MAR-10"
"2230","Laos","899","2017-MAR-10"
"2231","Belarus","2517","2017-MAR-10"
"2232","Uzbekistan","217","2017-MAR-10"
"2233","Swaziland","34","2017-MAR-10"
"2234","San Marino","32","2017-MAR-10"
"2235","Romania","8607","2017-MAR-10"
"2236","Reunion","343","2017-MAR-10"
"2237","Niue","7","2017-MAR-10"
"2238","Mozambique","196","2017-MAR-10"
"2239","Moldova","369","2017-MAR-10"
"2240","Malawi","80","2017-MAR-10"
"2241","Libya","4","2017-MAR-10"
"2242","Guinea-Bissau","4","2017-MAR-10"
"2243","Ivory Coast","271","2017-MAR-10"
"2244","Bulgaria","8124","2017-MAR-10"
"2245","Crimea","4604","2017-MAR-10"
"2246","Togo","110","2017-MAR-10"
"2247","Tajikistan","80","2017-MAR-10"
"2248","Lithuania","2905","2017-MAR-10"
"2249","Lesotho","36","2017-MAR-10"
"2250","Kyrgyzstan","498","2017-MAR-10"
"2251","Kazakhstan","1448","2017-MAR-10"
"2252","Gabon","37","2017-MAR-10"
"2253","French Guiana","27","2017-MAR-10"
"2254","Burundi","28","2017-MAR-10"
"2255","Botswana","177","2017-MAR-10"
"2256","Bosnia and Herzegovina (Bosnia Herz) hotels","2442","2017-MAR-10"
"2257","Azerbaijan","602","2017-MAR-10"
"2258","Kosovo","117","2017-MAR-10"
"2259","Zambia","355","2017-MAR-10"
"2260","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35","2017-MAR-10"
"2261","Northern Mariana Islands (N Mariana Is) hotels","42","2017-MAR-10"
"2262","Gibraltar","16","2017-MAR-10"
"2263","Burkina Faso","39","2017-MAR-10"
"2264","Serbia","3589","2017-MAR-10"
"2265","Slovakia","3978","2017-MAR-10"
"2266","Namibia","422","2017-MAR-10"
"2267","Mayotte","9","2017-MAR-10"
"2268","Mauritania","51","2017-MAR-10"
"2269","Grenada","59","2017-MAR-10"
"2270","East Timor","33","2017-MAR-10"
"2271","Djibouti","14","2017-MAR-10"
"2272","Chad","10","2017-MAR-10"
"2273","Bangladesh","197","2017-MAR-10"
"2274","Antigua & Barbuda (Antigua, Bbda) hotels","95","2017-MAR-10"
"2275","Algeria","55","2017-MAR-10"
"2276","Puerto Rico","543","2017-MAR-10"
"2277","Bermuda","33","2017-MAR-10"
"2278","Haiti","86","2017-MAR-10"
"2279","Iceland","1528","2017-MAR-10"
"2280","Turks & Caicos Islands (Turks, Ccs Is) hotels","97","2017-MAR-10"
"2281","Saint Barts (St. Barts) hotels","142","2017-MAR-10"
"2282","Jamaica","849","2017-MAR-10"
"2283","Barbados","393","2017-MAR-10"
"2284","Guam","36","2017-MAR-10"
"2285","Singapore","477","2017-MAR-10"
"2286","Bahamas","222","2017-MAR-10"
"2287","Aruba","345","2017-MAR-10"
"2288","Canada","11335","2017-MAR-10"
"2289","Costa Rica","3269","2017-MAR-10"
"2290","United Kingdom (the UK) hotels","44333","2017-MAR-10"
"2291","Maldives","579","2017-MAR-10"
"2292","Cayman Islands","90","2017-MAR-10"
"2293","Martinique","276","2017-MAR-10"
"2294","Italy","134960","2017-MAR-10"
"2295","Mexico","11639","2017-MAR-10"
"2296","Guadeloupe","611","2017-MAR-10"
"2297","Dominican Republic (Dominican Rep) hotels","1559","2017-MAR-10"
"2298","Saint Martin","291","2017-MAR-10"
"2299","Panama","931","2017-MAR-10"
"2300","Ireland","4406","2017-MAR-10"
"2301","Japan","11578","2017-MAR-10"
"2302","Guyana","26","2017-MAR-10"
"2303","U.S. Virgin Islands (US Virgin Is) hotels","195","2017-MAR-10"
"2304","Israel","3034","2017-MAR-10"
"2305","Cuba","76","2017-MAR-10"
"2306","Saint Lucia","164","2017-MAR-10"
"2307","Ghana","729","2017-MAR-10"
"2308","Germany","45425","2017-MAR-10"
"2309","Belize","454","2017-MAR-10"
"2310","India","25716","2017-MAR-10"
"2311","Malta","1086","2017-MAR-10"
"2312","Denmark","23319","2017-MAR-10"
"2313","South Korea","4638","2017-MAR-10"
"2314","Peru","4596","2017-MAR-10"
"2315","New Zealand","5055","2017-MAR-10"
"2316","Trinidad and Tobago (Trinidad Tbgo) hotels","137","2017-MAR-10"
"2317","Monaco","29","2017-MAR-10"
"2318","Nigeria","824","2017-MAR-10"
"2319","Seychelles","453","2017-MAR-10"
"2320","Philippines","3532","2017-MAR-10"
"2321","Dominica","111","2017-MAR-10"
"2322","Turkey","14714","2017-MAR-10"
"2323","Greenland","24","2017-MAR-10"
"2324","Belgium","7227","2017-MAR-10"
"2325","France","72668","2017-MAR-10"
"2326","Curaçao","373","2017-MAR-10"
"2327","Colombia","7336","2017-MAR-10"
"2328","Australia","16295","2017-MAR-10"
"2329","Guatemala","674","2017-MAR-10"
"2330","Greece","25718","2017-MAR-10"
"2331","Austria","24245","2017-MAR-10"
"2332","Solomon Islands (Solomon Is) hotels","22","2017-MAR-10"
"2333","Sweden","6916","2017-MAR-10"
"2334","Portugal","19491","2017-MAR-10"
"2335","Malaysia","5971","2017-MAR-10"
"2336","Tanzania","1335","2017-MAR-10"
"2337","Gambia","99","2017-MAR-10"
"2338","Macau","67","2017-MAR-10"
"2339","Fiji","213","2017-MAR-10"
"2340","Croatia","65816","2017-MAR-10"
"2341","Bahrain","156","2017-MAR-10"
"2342","Armenia","1277","2017-MAR-10"
"2343","Argentina","11153","2017-MAR-10"
"2344","Tonga","60","2017-MAR-10"
"2345","Oman","309","2017-MAR-10"
"2346","Ethiopia","382","2017-MAR-10"
"2347","Qatar","125","2017-MAR-10"
"2348","Mauritius","1020","2017-MAR-10"
"2349","Taiwan","5059","2017-MAR-10"
"2350","Samoa","68","2017-MAR-10"
"2351","Liechtenstein","37","2017-MAR-10"
"2352","Finland","2645","2017-MAR-10"
"2353","Cyprus","3601","2017-MAR-10"
"2354","Thailand","18300","2017-MAR-10"
"2355","Spain","63613","2017-MAR-10"
"2356","Egypt","1470","2017-MAR-10"
"2357","Tunisia","636","2017-MAR-10"
"2358","Anguilla","56","2017-MAR-10"
"2359","St. Maarten","177","2017-MAR-10"
"2360","Sri Lanka","7707","2017-MAR-10"
"2361","Chile","8539","2017-MAR-10"
"2362","China","46830","2017-MAR-10"
"2363","Norway","4260","2017-MAR-10"
"2364","New Caledonia","44","2017-MAR-10"
"2365","Iraq","91","2017-MAR-10"
"2366","Slovenia","3265","2017-MAR-10"
"2367","Ecuador","2273","2017-MAR-10"
"2368","Switzerland","10970","2017-MAR-10"
"2369","Jordan","524","2017-MAR-10"
"2370","Cook Islands","168","2017-MAR-10"
"2371","South Africa","10947","2017-MAR-10"
"2372","Poland","22295","2017-MAR-10"
"2373","Luxembourg","318","2017-MAR-10"
"2374","Kenya","1818","2017-MAR-10"
"2375","United Arab Emirates (U.A. Emirates) hotels","1603","2017-MAR-10"
"2376","Netherlands","10699","2017-MAR-10"
"2377","Kuwait","130","2017-MAR-10"
"2378","Faroe Islands","34","2017-MAR-10"
"2379","Cape Verde","417","2017-MAR-10"
"2380","Saudi Arabia","2171","2017-MAR-10"
"2381","Montenegro","5044","2017-MAR-10"
"2382","Ukraine","6369","2017-MAR-10"
"2383","Hungary","10994","2017-MAR-10"
"2384","Uruguay","1869","2017-MAR-10"
"2385","Senegal","425","2017-MAR-10"
"2386","Nicaragua","754","2017-MAR-10"
"2387","Morocco","4816","2017-MAR-10"
"2388","Bhutan","58","2017-MAR-10"
"2389","Pakistan","273","2017-MAR-10"
"2390","Bolivia","561","2017-MAR-10"
"2391","Andorra","476","2017-MAR-10"
"2392","Vanuatu","155","2017-MAR-10"
"2393","Rwanda","221","2017-MAR-10"
"2394","Benin","103","2017-MAR-10"
"2395","Albania","1717","2017-MAR-10"
"2396","French Polynesia (Fr Polynesia) hotels","264","2017-MAR-10"
"2397","El Salvador","223","2017-MAR-10"
"2398","Brunei (Brunei D.) hotels","31","2017-MAR-10"
"2399","Russia (Russian Fed.) hotels","36473","2017-MAR-10"
"2400","Honduras","489","2017-MAR-10"
"2401","Cambodia","2390","2017-MAR-10"
"2402","Angola","92","2017-MAR-10"
"2403","Suriname","105","2017-MAR-10"
"2404","Indonesia","12347","2017-MAR-10"
"2405","Equatorial Guinea (Eq. Guinea) hotels","8","2017-MAR-10"
"2406","Vietnam","7457","2017-MAR-10"
"2407","Venezuela","35","2017-MAR-10"
"2408","Uganda","629","2017-MAR-10"
"2409","Paraguay","217","2017-MAR-10"
"2410","Papua New Guinea (Pap New Guinea) hotels","44","2017-MAR-10"
"2411","Lebanon","384","2017-MAR-10"
"2412","Latvia","2142","2017-MAR-10"
"2413","Guinea","19","2017-MAR-10"
"2414","Estonia","2522","2017-MAR-10"
"2415","Czech Republic (Czech Rep.) hotels","11194","2017-MAR-10"
"2416","Cameroon","187","2017-MAR-10"
"2417","Nepal","827","2017-MAR-10"
"2418","Myanmar","1103","2017-MAR-10"
"2419","Mongolia","157","2017-MAR-10"
"2420","Micronesia","5","2017-MAR-10"
"2421","Madagascar","307","2017-MAR-10"
"2422","Laos","904","2017-MAR-10"
"2423","Belarus","2534","2017-MAR-10"
"2424","Uzbekistan","217","2017-MAR-10"
"2425","Swaziland","34","2017-MAR-10"
"2426","San Marino","32","2017-MAR-10"
"2427","Romania","8640","2017-MAR-10"
"2428","Reunion","346","2017-MAR-10"
"2429","Niue","7","2017-MAR-10"
"2430","Mozambique","196","2017-MAR-10"
"2431","Moldova","372","2017-MAR-10"
"2432","Malawi","80","2017-MAR-10"
"2433","Libya","4","2017-MAR-10"
"2434","Guinea-Bissau","4","2017-MAR-10"
"2435","Ivory Coast","272","2017-MAR-10"
"2436","Bulgaria","8137","2017-MAR-10"
"2437","Crimea","4592","2017-MAR-10"
"2438","Togo","110","2017-MAR-10"
"2439","Tajikistan","80","2017-MAR-10"
"2440","Lithuania","2912","2017-MAR-10"
"2441","Lesotho","36","2017-MAR-10"
"2442","Kyrgyzstan","500","2017-MAR-10"
"2443","Kazakhstan","1453","2017-MAR-10"
"2444","Gabon","37","2017-MAR-10"
"2445","French Guiana","28","2017-MAR-10"
"2446","Burundi","28","2017-MAR-10"
"2447","Botswana","175","2017-MAR-10"
"2448","Bosnia and Herzegovina (Bosnia Herz) hotels","2448","2017-MAR-10"
"2449","Azerbaijan","597","2017-MAR-10"
"2450","Kosovo","118","2017-MAR-10"
"2451","Zambia","355","2017-MAR-10"
"2452","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35","2017-MAR-10"
"2453","Northern Mariana Islands (N Mariana Is) hotels","42","2017-MAR-10"
"2454","Gibraltar","16","2017-MAR-10"
"2455","Burkina Faso","39","2017-MAR-10"
"2456","Serbia","3591","2017-MAR-10"
"2457","Slovakia","3983","2017-MAR-10"
"2458","Namibia","424","2017-MAR-10"
"2459","Mayotte","9","2017-MAR-10"
"2460","Mauritania","51","2017-MAR-10"
"2461","Grenada","59","2017-MAR-10"
"2462","East Timor","33","2017-MAR-10"
"2463","Djibouti","14","2017-MAR-10"
"2464","Chad","10","2017-MAR-10"
"2465","Bangladesh","197","2017-MAR-10"
"2466","Antigua & Barbuda (Antigua, Bbda) hotels","96","2017-MAR-10"
"2467","Algeria","57","2017-MAR-10"
"2468","Puerto Rico","543","2017-MAR-10"
"2469","Bermuda","33","2017-MAR-10"
"2470","Haiti","86","2017-MAR-10"
"2471","Iceland","1528","2017-MAR-10"
"2472","Turks & Caicos Islands (Turks, Ccs Is) hotels","97","2017-MAR-10"
"2473","Saint Barts (St. Barts) hotels","142","2017-MAR-10"
"2474","Jamaica","849","2017-MAR-10"
"2475","Barbados","393","2017-MAR-10"
"2476","Guam","36","2017-MAR-10"
"2477","Singapore","477","2017-MAR-10"
"2478","Bahamas","222","2017-MAR-10"
"2479","Aruba","345","2017-MAR-10"
"2480","Canada","11335","2017-MAR-10"
"2481","Costa Rica","3269","2017-MAR-10"
"2482","United Kingdom (the UK) hotels","44333","2017-MAR-10"
"2483","Maldives","579","2017-MAR-10"
"2484","Cayman Islands","90","2017-MAR-10"
"2485","Martinique","276","2017-MAR-10"
"2486","Italy","134960","2017-MAR-10"
"2487","Mexico","11639","2017-MAR-10"
"2488","Guadeloupe","611","2017-MAR-10"
"2489","Dominican Republic (Dominican Rep) hotels","1559","2017-MAR-10"
"2490","Saint Martin","291","2017-MAR-10"
"2491","Panama","931","2017-MAR-10"
"2492","Ireland","4406","2017-MAR-10"
"2493","Japan","11578","2017-MAR-10"
"2494","Guyana","26","2017-MAR-10"
"2495","U.S. Virgin Islands (US Virgin Is) hotels","195","2017-MAR-10"
"2496","Israel","3034","2017-MAR-10"
"2497","Cuba","76","2017-MAR-10"
"2498","Saint Lucia","164","2017-MAR-10"
"2499","Ghana","729","2017-MAR-10"
"2500","Germany","45425","2017-MAR-10"
"2501","Belize","454","2017-MAR-10"
"2502","India","25716","2017-MAR-10"
"2503","Malta","1086","2017-MAR-10"
"2504","Denmark","23319","2017-MAR-10"
"2505","South Korea","4638","2017-MAR-10"
"2506","Peru","4596","2017-MAR-10"
"2507","New Zealand","5055","2017-MAR-10"
"2508","Trinidad and Tobago (Trinidad Tbgo) hotels","137","2017-MAR-10"
"2509","Monaco","29","2017-MAR-10"
"2510","Nigeria","824","2017-MAR-10"
"2511","Seychelles","453","2017-MAR-10"
"2512","Philippines","3532","2017-MAR-10"
"2513","Dominica","111","2017-MAR-10"
"2514","Turkey","14714","2017-MAR-10"
"2515","Greenland","24","2017-MAR-10"
"2516","Belgium","7227","2017-MAR-10"
"2517","France","72668","2017-MAR-10"
"2518","Curaçao","373","2017-MAR-10"
"2519","Colombia","7336","2017-MAR-10"
"2520","Australia","16295","2017-MAR-10"
"2521","Guatemala","674","2017-MAR-10"
"2522","Greece","25718","2017-MAR-10"
"2523","Austria","24245","2017-MAR-10"
"2524","Solomon Islands (Solomon Is) hotels","22","2017-MAR-10"
"2525","Sweden","6916","2017-MAR-10"
"2526","Portugal","19491","2017-MAR-10"
"2527","Malaysia","5971","2017-MAR-10"
"2528","Tanzania","1335","2017-MAR-10"
"2529","Gambia","99","2017-MAR-10"
"2530","Macau","67","2017-MAR-10"
"2531","Fiji","213","2017-MAR-10"
"2532","Croatia","65816","2017-MAR-10"
"2533","Bahrain","156","2017-MAR-10"
"2534","Armenia","1277","2017-MAR-10"
"2535","Argentina","11153","2017-MAR-10"
"2536","Tonga","60","2017-MAR-10"
"2537","Oman","309","2017-MAR-10"
"2538","Ethiopia","382","2017-MAR-10"
"2539","Qatar","125","2017-MAR-10"
"2540","Mauritius","1020","2017-MAR-10"
"2541","Taiwan","5059","2017-MAR-10"
"2542","Samoa","68","2017-MAR-10"
"2543","Liechtenstein","37","2017-MAR-10"
"2544","Finland","2645","2017-MAR-10"
"2545","Cyprus","3601","2017-MAR-10"
"2546","Thailand","18300","2017-MAR-10"
"2547","Spain","63613","2017-MAR-10"
"2548","Egypt","1470","2017-MAR-10"
"2549","Tunisia","636","2017-MAR-10"
"2550","Anguilla","56","2017-MAR-10"
"2551","St. Maarten","177","2017-MAR-10"
"2552","Sri Lanka","7707","2017-MAR-10"
"2553","Chile","8539","2017-MAR-10"
"2554","China","46830","2017-MAR-10"
"2555","Norway","4260","2017-MAR-10"
"2556","New Caledonia","44","2017-MAR-10"
"2557","Iraq","91","2017-MAR-10"
"2558","Slovenia","3265","2017-MAR-10"
"2559","Ecuador","2273","2017-MAR-10"
"2560","Switzerland","10970","2017-MAR-10"
"2561","Jordan","524","2017-MAR-10"
"2562","Cook Islands","168","2017-MAR-10"
"2563","South Africa","10947","2017-MAR-10"
"2564","Poland","22295","2017-MAR-10"
"2565","Luxembourg","318","2017-MAR-10"
"2566","Kenya","1818","2017-MAR-10"
"2567","United Arab Emirates (U.A. Emirates) hotels","1603","2017-MAR-10"
"2568","Netherlands","10699","2017-MAR-10"
"2569","Kuwait","130","2017-MAR-10"
"2570","Faroe Islands","34","2017-MAR-10"
"2571","Cape Verde","417","2017-MAR-10"
"2572","Saudi Arabia","2171","2017-MAR-10"
"2573","Montenegro","5044","2017-MAR-10"
"2574","Ukraine","6369","2017-MAR-10"
"2575","Hungary","10994","2017-MAR-10"
"2576","Uruguay","1869","2017-MAR-10"
"2577","Senegal","425","2017-MAR-10"
"2578","Nicaragua","754","2017-MAR-10"
"2579","Morocco","4816","2017-MAR-10"
"2580","Bhutan","58","2017-MAR-10"
"2581","Pakistan","273","2017-MAR-10"
"2582","Bolivia","561","2017-MAR-10"
"2583","Andorra","476","2017-MAR-10"
"2584","Vanuatu","155","2017-MAR-10"
"2585","Rwanda","221","2017-MAR-10"
"2586","Benin","103","2017-MAR-10"
"2587","Albania","1717","2017-MAR-10"
"2588","French Polynesia (Fr Polynesia) hotels","264","2017-MAR-10"
"2589","El Salvador","223","2017-MAR-10"
"2590","Brunei (Brunei D.) hotels","31","2017-MAR-10"
"2591","Russia (Russian Fed.) hotels","36473","2017-MAR-10"
"2592","Honduras","489","2017-MAR-10"
"2593","Cambodia","2390","2017-MAR-10"
"2594","Angola","92","2017-MAR-10"
"2595","Suriname","105","2017-MAR-10"
"2596","Indonesia","12347","2017-MAR-10"
"2597","Equatorial Guinea (Eq. Guinea) hotels","8","2017-MAR-10"
"2598","Vietnam","7457","2017-MAR-10"
"2599","Venezuela","35","2017-MAR-10"
"2600","Uganda","629","2017-MAR-10"
"2601","Paraguay","217","2017-MAR-10"
"2602","Papua New Guinea (Pap New Guinea) hotels","44","2017-MAR-10"
"2603","Lebanon","384","2017-MAR-10"
"2604","Latvia","2142","2017-MAR-10"
"2605","Guinea","19","2017-MAR-10"
"2606","Estonia","2522","2017-MAR-10"
"2607","Czech Republic (Czech Rep.) hotels","11194","2017-MAR-10"
"2608","Cameroon","187","2017-MAR-10"
"2609","Nepal","827","2017-MAR-10"
"2610","Myanmar","1103","2017-MAR-10"
"2611","Mongolia","157","2017-MAR-10"
"2612","Micronesia","5","2017-MAR-10"
"2613","Madagascar","307","2017-MAR-10"
"2614","Laos","904","2017-MAR-10"
"2615","Belarus","2534","2017-MAR-10"
"2616","Uzbekistan","217","2017-MAR-10"
"2617","Swaziland","34","2017-MAR-10"
"2618","San Marino","32","2017-MAR-10"
"2619","Romania","8640","2017-MAR-10"
"2620","Reunion","346","2017-MAR-10"
"2621","Niue","7","2017-MAR-10"
"2622","Mozambique","196","2017-MAR-10"
"2623","Moldova","372","2017-MAR-10"
"2624","Malawi","80","2017-MAR-10"
"2625","Libya","4","2017-MAR-10"
"2626","Guinea-Bissau","4","2017-MAR-10"
"2627","Ivory Coast","272","2017-MAR-10"
"2628","Bulgaria","8137","2017-MAR-10"
"2629","Crimea","4592","2017-MAR-10"
"2630","Togo","110","2017-MAR-10"
"2631","Tajikistan","80","2017-MAR-10"
"2632","Lithuania","2912","2017-MAR-10"
"2633","Lesotho","36","2017-MAR-10"
"2634","Kyrgyzstan","500","2017-MAR-10"
"2635","Kazakhstan","1453","2017-MAR-10"
"2636","Gabon","37","2017-MAR-10"
"2637","French Guiana","28","2017-MAR-10"
"2638","Burundi","28","2017-MAR-10"
"2639","Botswana","175","2017-MAR-10"
"2640","Bosnia and Herzegovina (Bosnia Herz) hotels","2448","2017-MAR-10"
"2641","Azerbaijan","597","2017-MAR-10"
"2642","Kosovo","118","2017-MAR-10"
"2643","Zambia","355","2017-MAR-10"
"2644","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35","2017-MAR-10"
"2645","Northern Mariana Islands (N Mariana Is) hotels","42","2017-MAR-10"
"2646","Gibraltar","16","2017-MAR-10"
"2647","Burkina Faso","39","2017-MAR-10"
"2648","Serbia","3591","2017-MAR-10"
"2649","Slovakia","3983","2017-MAR-10"
"2650","Namibia","424","2017-MAR-10"
"2651","Mayotte","9","2017-MAR-10"
"2652","Mauritania","51","2017-MAR-10"
"2653","Grenada","59","2017-MAR-10"
"2654","East Timor","33","2017-MAR-10"
"2655","Djibouti","14","2017-MAR-10"
"2656","Chad","10","2017-MAR-10"
"2657","Bangladesh","197","2017-MAR-10"
"2658","Antigua & Barbuda (Antigua, Bbda) hotels","96","2017-MAR-10"
"2659","Algeria","57","2017-MAR-10"
"2660","Puerto Rico","543","2017-MAR-10"
"2661","Bermuda","33","2017-MAR-10"
"2662","Haiti","86","2017-MAR-10"
"2663","Iceland","1528","2017-MAR-10"
"2664","Turks & Caicos Islands (Turks, Ccs Is) hotels","97","2017-MAR-10"
"2665","Saint Barts (St. Barts) hotels","142","2017-MAR-10"
"2666","Jamaica","849","2017-MAR-10"
"2667","Barbados","393","2017-MAR-10"
"2668","Guam","36","2017-MAR-10"
"2669","Singapore","477","2017-MAR-10"
"2670","Bahamas","222","2017-MAR-10"
"2671","Aruba","345","2017-MAR-10"
"2672","Canada","11335","2017-MAR-10"
"2673","Costa Rica","3269","2017-MAR-10"
"2674","United Kingdom (the UK) hotels","44333","2017-MAR-10"
"2675","Maldives","579","2017-MAR-10"
"2676","Cayman Islands","90","2017-MAR-10"
"2677","Martinique","276","2017-MAR-10"
"2678","Italy","134960","2017-MAR-10"
"2679","Mexico","11639","2017-MAR-10"
"2680","Guadeloupe","611","2017-MAR-10"
"2681","Dominican Republic (Dominican Rep) hotels","1559","2017-MAR-10"
"2682","Saint Martin","291","2017-MAR-10"
"2683","Panama","931","2017-MAR-10"
"2684","Ireland","4406","2017-MAR-10"
"2685","Japan","11578","2017-MAR-10"
"2686","Guyana","26","2017-MAR-10"
"2687","U.S. Virgin Islands (US Virgin Is) hotels","195","2017-MAR-10"
"2688","Israel","3034","2017-MAR-10"
"2689","Cuba","76","2017-MAR-10"
"2690","Saint Lucia","164","2017-MAR-10"
"2691","Ghana","729","2017-MAR-10"
"2692","Germany","45425","2017-MAR-10"
"2693","Belize","454","2017-MAR-10"
"2694","India","25716","2017-MAR-10"
"2695","Malta","1086","2017-MAR-10"
"2696","Denmark","23319","2017-MAR-10"
"2697","South Korea","4638","2017-MAR-10"
"2698","Peru","4596","2017-MAR-10"
"2699","New Zealand","5055","2017-MAR-10"
"2700","Trinidad and Tobago (Trinidad Tbgo) hotels","137","2017-MAR-10"
"2701","Monaco","29","2017-MAR-10"
"2702","Nigeria","824","2017-MAR-10"
"2703","Seychelles","453","2017-MAR-10"
"2704","Philippines","3532","2017-MAR-10"
"2705","Dominica","111","2017-MAR-10"
"2706","Turkey","14714","2017-MAR-10"
"2707","Greenland","24","2017-MAR-10"
"2708","Belgium","7227","2017-MAR-10"
"2709","France","72668","2017-MAR-10"
"2710","Curaçao","373","2017-MAR-10"
"2711","Colombia","7336","2017-MAR-10"
"2712","Australia","16295","2017-MAR-10"
"2713","Guatemala","674","2017-MAR-10"
"2714","Greece","25718","2017-MAR-10"
"2715","Austria","24245","2017-MAR-10"
"2716","Solomon Islands (Solomon Is) hotels","22","2017-MAR-10"
