"","Country","Hotels","Date","Continent"
"8441","Kuwait & other accommodations",136,2017-07-21,NA
"8442","Kuwait & other accommodations",134,2017-06-30,NA
"8443","Kuwait & other accommodations",110,2017-07-15,NA
"8444","Kuwait & other accommodations",136,2017-07-17,NA
"8445","Kuwait & other accommodations",136,2017-07-13,NA
"8446","Kuwait & other accommodations",136,2017-07-18,NA
"8447","Kyrgyzstan",522,2017-04-17,"Asia"
"8448","Kyrgyzstan",512,2017-03-27,"Asia"
"8449","Kyrgyzstan",518,2017-04-10,"Asia"
"8450","Kyrgyzstan",528,2017-06-07,"Asia"
"8451","Kyrgyzstan",519,2017-04-13,"Asia"
"8452","Kyrgyzstan",528,2017-06-08,"Asia"
"8453","Kyrgyzstan",541,2017-05-25,"Asia"
"8454","Kyrgyzstan",525,2017-04-24,"Asia"
"8455","Kyrgyzstan",526,2017-06-01,"Asia"
"8456","Kyrgyzstan",514,2017-04-07,"Asia"
"8457","Kyrgyzstan",512,2017-04-03,"Asia"
"8458","Kyrgyzstan",512,2017-04-05,"Asia"
"8459","Kyrgyzstan",519,2017-04-14,"Asia"
"8460","Kyrgyzstan",538,2017-05-24,"Asia"
"8461","Kyrgyzstan",528,2017-04-28,"Asia"
"8462","Kyrgyzstan",528,2017-06-09,"Asia"
"8463","Kyrgyzstan",503,2017-03-21,"Asia"
"8464","Kyrgyzstan",524,2017-04-19,"Asia"
"8465","Kyrgyzstan",527,2017-04-25,"Asia"
"8466","Kyrgyzstan",526,2017-06-02,"Asia"
"8467","Kyrgyzstan",525,2017-04-20,"Asia"
"8468","Kyrgyzstan",519,2017-05-05,"Asia"
"8469","Kyrgyzstan",528,2017-04-26,"Asia"
"8470","Kyrgyzstan",524,2017-04-21,"Asia"
"8471","Kyrgyzstan",503,2017-03-23,"Asia"
"8472","Kyrgyzstan",542,2017-05-26,"Asia"
"8473","Kyrgyzstan",514,2017-04-04,"Asia"
"8474","Kyrgyzstan",523,2017-05-08,"Asia"
"8475","Kyrgyzstan",546,2017-05-30,"Asia"
"8476","Kyrgyzstan",528,2017-06-10,"Asia"
"8477","Kyrgyzstan",527,2017-04-27,"Asia"
"8478","Kyrgyzstan",520,2017-05-02,"Asia"
"8479","Kyrgyzstan",544,2017-05-28,"Asia"
"8480","Kyrgyzstan",519,2017-05-03,"Asia"
"8481","Kyrgyzstan",515,2017-03-29,"Asia"
"8482","Kyrgyzstan",518,2017-04-01,"Asia"
"8483","Kyrgyzstan",510,2017-03-24,"Asia"
"8484","Kyrgyzstan",503,2017-03-22,"Asia"
"8485","Kyrgyzstan",520,2017-05-04,"Asia"
"8486","Kyrgyzstan",528,2017-06-05,"Asia"
"8487","Kyrgyzstan",519,2017-05-01,"Asia"
"8488","Kyrgyzstan",533,2017-05-23,"Asia"
"8489","Kyrgyzstan",545,2017-05-31,"Asia"
"8490","Kyrgyzstan",519,2017-04-12,"Asia"
"8491","Kyrgyzstan",512,2017-03-28,"Asia"
"8492","Kyrgyzstan",518,2017-03-30,"Asia"
"8493","Kyrgyzstan",517,2017-03-31,"Asia"
"8494","Kyrgyzstan",522,2017-04-18,"Asia"
"8495","Kyrgyzstan",513,2017-04-06,"Asia"
"8496","Kyrgyzstan",510,2017-03-25,"Asia"
"8497","Kyrgyzstan",528,2017-06-06,"Asia"
"8498","Kyrgyzstan",520,2017-04-11,"Asia"
"8499","Kyrgyzstan",521,2017-04-15,"Asia"
"8500","Kyrgyzstan",503,2017-03-20,"Asia"
"8501","Kyrgyzstan & other accommodations",534,2017-06-15,NA
"8502","Kyrgyzstan & other accommodations",592,2017-07-12,NA
"8503","Kyrgyzstan & other accommodations",533,2017-06-12,NA
"8504","Kyrgyzstan & other accommodations",532,2017-06-14,NA
"8505","Kyrgyzstan & other accommodations",608,2017-07-19,NA
"8506","Kyrgyzstan & other accommodations",537,2017-06-16,NA
"8507","Kyrgyzstan & other accommodations",617,2017-07-20,NA
"8508","Kyrgyzstan & other accommodations",539,2017-06-19,NA
"8509","Kyrgyzstan & other accommodations",616,2017-07-21,NA
"8510","Kyrgyzstan & other accommodations",599,2017-07-15,NA
"8511","Kyrgyzstan & other accommodations",532,2017-06-13,NA
"8512","Kyrgyzstan & other accommodations",606,2017-07-18,NA
"8513","Kyrgyzstan & other accommodations",592,2017-07-13,NA
"8514","Kyrgyzstan & other accommodations",606,2017-07-17,NA
"8515","Laos",955,2017-04-18,"Asia"
"8516","Laos",955,2017-04-14,"Asia"
"8517","Laos",984,2017-05-30,"Asia"
"8518","Laos",953,2017-04-13,"Asia"
"8519","Laos",974,2017-06-05,"Asia"
"8520","Laos",960,2017-04-20,"Asia"
"8521","Laos",967,2017-05-08,"Asia"
"8522","Laos",978,2017-04-28,"Asia"
"8523","Laos",949,2017-03-28,"Asia"
"8524","Laos",950,2017-04-07,"Asia"
"8525","Laos",951,2017-04-05,"Asia"
"8526","Laos",961,2017-04-25,"Asia"
"8527","Laos",967,2017-05-09,"Asia"
"8528","Laos",959,2017-04-19,"Asia"
"8529","Laos",974,2017-06-09,"Asia"
"8530","Laos",955,2017-04-17,"Asia"
"8531","Laos",984,2017-05-31,"Asia"
"8532","Laos",974,2017-06-07,"Asia"
"8533","Laos",974,2017-06-08,"Asia"
"8534","Laos",952,2017-03-30,"Asia"
"8535","Laos",985,2017-06-01,"Asia"
"8536","Laos",971,2017-05-24,"Asia"
"8537","Laos",955,2017-04-15,"Asia"
"8538","Laos",985,2017-06-02,"Asia"
"8539","Laos",967,2017-05-11,"Asia"
"8540","Laos",968,2017-05-01,"Asia"
"8541","Laos",961,2017-04-21,"Asia"
"8542","Laos",949,2017-04-03,"Asia"
"8543","Laos",951,2017-04-10,"Asia"
"8544","Laos",968,2017-05-02,"Asia"
"8545","Laos",969,2017-04-27,"Asia"
"8546","Laos",968,2017-05-03,"Asia"
"8547","Laos",968,2017-05-23,"Asia"
"8548","Laos",984,2017-05-28,"Asia"
"8549","Laos",934,2017-03-23,"Asia"
"8550","Laos",953,2017-04-12,"Asia"
"8551","Laos",981,2017-05-26,"Asia"
"8552","Laos",966,2017-05-05,"Asia"
"8553","Laos",961,2017-04-24,"Asia"
"8554","Laos",968,2017-05-15,"Asia"
"8555","Laos",950,2017-03-31,"Asia"
"8556","Laos",967,2017-05-04,"Asia"
"8557","Laos",967,2017-05-12,"Asia"
"8558","Laos",966,2017-05-13,"Asia"
"8559","Laos",935,2017-03-21,"Asia"
"8560","Laos",967,2017-05-10,"Asia"
"8561","Laos",976,2017-05-25,"Asia"
"8562","Laos",936,2017-03-22,"Asia"
"8563","Laos",974,2017-06-10,"Asia"
"8564","Laos",970,2017-04-26,"Asia"
"8565","Laos",949,2017-03-25,"Asia"
"8566","Laos",974,2017-06-06,"Asia"
"8567","Laos",951,2017-04-11,"Asia"
"8568","Laos",937,2017-03-20,"Asia"
"8569","Laos",949,2017-04-04,"Asia"
"8570","Laos",949,2017-03-24,"Asia"
"8571","Laos",950,2017-04-01,"Asia"
"8572","Laos",969,2017-05-14,"Asia"
"8573","Laos",951,2017-04-06,"Asia"
"8574","Laos",952,2017-03-29,"Asia"
"8575","Laos",950,2017-03-27,"Asia"
"8576","Laos & other accommodations",995,2017-06-15,NA
"8577","Laos & other accommodations",994,2017-06-16,NA
"8578","Laos & other accommodations",994,2017-06-19,NA
"8579","Laos & other accommodations",995,2017-06-20,NA
"8580","Laos & other accommodations",998,2017-06-21,NA
"8581","Laos & other accommodations",1002,2017-06-22,NA
"8582","Laos & other accommodations",1010,2017-06-27,NA
"8583","Laos & other accommodations",1020,2017-06-29,NA
"8584","Laos & other accommodations",1016,2017-06-30,NA
"8585","Laos & other accommodations",1022,2017-07-05,NA
"8586","Laos & other accommodations",1022,2017-07-06,NA
"8587","Laos & other accommodations",1022,2017-07-12,NA
"8588","Laos & other accommodations",991,2017-06-12,NA
"8589","Laos & other accommodations",992,2017-06-13,NA
"8590","Laos & other accommodations",992,2017-06-14,NA
"8591","Laos & other accommodations",1022,2017-07-19,NA
"8592","Laos & other accommodations",1022,2017-07-20,NA
"8593","Laos & other accommodations",1023,2017-07-21,NA
"8594","Laos & other accommodations",1018,2017-07-15,NA
"8595","Laos & other accommodations",1021,2017-07-17,NA
"8596","Laos & other accommodations",1021,2017-07-18,NA
"8597","Laos & other accommodations",1002,2017-06-23,NA
"8598","Laos & other accommodations",1022,2017-07-07,NA
"8599","Laos & other accommodations",1022,2017-07-13,NA
"8600","Latvia",2181,2017-04-04,"Europe"
"8601","Latvia",2192,2017-04-10,"Europe"
"8602","Latvia",2152,2017-03-23,"Europe"
"8603","Latvia",2227,2017-04-25,"Europe"
"8604","Latvia",2305,2017-05-18,"Europe"
"8605","Latvia",2161,2017-03-27,"Europe"
"8606","Latvia",2355,2017-06-07,"Europe"
"8607","Latvia",2201,2017-04-14,"Europe"
"8608","Latvia",2337,2017-05-26,"Europe"
"8609","Latvia",2350,2017-05-30,"Europe"
"8610","Latvia",2152,2017-03-21,"Europe"
"8611","Latvia",2285,2017-05-12,"Europe"
"8612","Latvia",2199,2017-04-12,"Europe"
"8613","Latvia",2210,2017-04-17,"Europe"
"8614","Latvia",2273,2017-05-08,"Europe"
"8615","Latvia",2157,2017-03-24,"Europe"
"8616","Latvia",2292,2017-05-13,"Europe"
"8617","Latvia",2315,2017-05-19,"Europe"
"8618","Latvia",2180,2017-04-03,"Europe"
"8619","Latvia",2199,2017-04-13,"Europe"
"8620","Latvia",2355,2017-06-08,"Europe"
"8621","Latvia",2220,2017-04-21,"Europe"
"8622","Latvia",2184,2017-04-06,"Europe"
"8623","Latvia",2151,2017-03-20,"Europe"
"8624","Latvia",2274,2017-05-09,"Europe"
"8625","Latvia",2155,2017-03-22,"Europe"
"8626","Latvia",2227,2017-04-24,"Europe"
"8627","Latvia",2209,2017-04-18,"Europe"
"8628","Latvia",2300,2017-05-16,"Europe"
"8629","Latvia",2345,2017-05-28,"Europe"
"8630","Latvia",2355,2017-06-09,"Europe"
"8631","Latvia",2358,2017-05-31,"Europe"
"8632","Latvia",2157,2017-03-25,"Europe"
"8633","Latvia",2179,2017-04-01,"Europe"
"8634","Latvia",2219,2017-04-20,"Europe"
"8635","Latvia",2235,2017-04-26,"Europe"
"8636","Latvia",2234,2017-04-27,"Europe"
"8637","Latvia",2321,2017-05-22,"Europe"
"8638","Latvia",2205,2017-04-15,"Europe"
"8639","Latvia",2355,2017-06-05,"Europe"
"8640","Latvia",2245,2017-05-01,"Europe"
"8641","Latvia",2188,2017-04-07,"Europe"
"8642","Latvia",2169,2017-03-29,"Europe"
"8643","Latvia",2218,2017-04-19,"Europe"
"8644","Latvia",2179,2017-04-05,"Europe"
"8645","Latvia",2191,2017-04-11,"Europe"
"8646","Latvia",2297,2017-05-14,"Europe"
"8647","Latvia",2171,2017-03-30,"Europe"
"8648","Latvia",2173,2017-03-31,"Europe"
"8649","Latvia",2355,2017-06-10,"Europe"
"8650","Latvia",2351,2017-06-02,"Europe"
"8651","Latvia",2161,2017-03-28,"Europe"
"8652","Latvia",2243,2017-04-28,"Europe"
"8653","Latvia",2275,2017-05-10,"Europe"
"8654","Latvia",2321,2017-05-23,"Europe"
"8655","Latvia",2327,2017-05-24,"Europe"
"8656","Latvia",2248,2017-05-02,"Europe"
"8657","Latvia",2351,2017-06-01,"Europe"
"8658","Latvia",2247,2017-05-03,"Europe"
"8659","Latvia",2286,2017-05-11,"Europe"
"8660","Latvia",2355,2017-06-06,"Europe"
"8661","Latvia",2260,2017-05-04,"Europe"
"8662","Latvia",2330,2017-05-25,"Europe"
"8663","Latvia",2261,2017-05-05,"Europe"
"8664","Latvia",2305,2017-05-17,"Europe"
"8665","Latvia",2298,2017-05-15,"Europe"
"8666","Latvia & other accommodations",2407,2017-06-15,NA
"8667","Latvia & other accommodations",2420,2017-06-16,NA
"8668","Latvia & other accommodations",2442,2017-06-19,NA
"8669","Latvia & other accommodations",2444,2017-06-20,NA
"8670","Latvia & other accommodations",2450,2017-06-21,NA
"8671","Latvia & other accommodations",2455,2017-06-22,NA
"8672","Latvia & other accommodations",2459,2017-06-23,NA
"8673","Latvia & other accommodations",2475,2017-06-27,NA
"8674","Latvia & other accommodations",2498,2017-06-29,NA
"8675","Latvia & other accommodations",2496,2017-06-30,NA
"8676","Latvia & other accommodations",2524,2017-07-05,NA
"8677","Latvia & other accommodations",2529,2017-07-06,NA
"8678","Latvia & other accommodations",2540,2017-07-07,NA
"8679","Latvia & other accommodations",2559,2017-07-12,NA
"8680","Latvia & other accommodations",2383,2017-06-12,NA
"8681","Latvia & other accommodations",2388,2017-06-13,NA
"8682","Latvia & other accommodations",2388,2017-06-14,NA
"8683","Latvia & other accommodations",2584,2017-07-19,NA
"8684","Latvia & other accommodations",2594,2017-07-20,NA
"8685","Latvia & other accommodations",2604,2017-07-21,NA
"8686","Latvia & other accommodations",2584,2017-07-17,NA
"8687","Latvia & other accommodations",2559,2017-07-13,NA
"8688","Latvia & other accommodations",2403,2017-07-15,NA
"8689","Latvia & other accommodations",2584,2017-07-18,NA
"8690","Lebanon",386,2017-03-23,"Asia"
"8691","Lebanon",395,2017-06-09,"Asia"
"8692","Lebanon",388,2017-04-01,"Asia"
"8693","Lebanon",393,2017-05-09,"Asia"
"8694","Lebanon",395,2017-05-16,"Asia"
"8695","Lebanon",396,2017-05-28,"Asia"
"8696","Lebanon",396,2017-05-31,"Asia"
"8697","Lebanon",386,2017-03-21,"Asia"
"8698","Lebanon",389,2017-03-25,"Asia"
"8699","Lebanon",396,2017-05-26,"Asia"
"8700","Lebanon",392,2017-05-02,"Asia"
"8701","Lebanon",389,2017-03-24,"Asia"
"8702","Lebanon",395,2017-05-24,"Asia"
"8703","Lebanon",394,2017-05-04,"Asia"
"8704","Lebanon",388,2017-04-03,"Asia"
"8705","Lebanon",390,2017-04-10,"Asia"
"8706","Lebanon",395,2017-06-05,"Asia"
"8707","Lebanon",389,2017-04-07,"Asia"
"8708","Lebanon",395,2017-05-19,"Asia"
"8709","Lebanon",395,2017-06-08,"Asia"
"8710","Lebanon",392,2017-04-25,"Asia"
"8711","Lebanon",396,2017-05-25,"Asia"
"8712","Lebanon",388,2017-04-04,"Asia"
"8713","Lebanon",390,2017-04-11,"Asia"
"8714","Lebanon",390,2017-03-29,"Asia"
"8715","Lebanon",390,2017-04-17,"Asia"
"8716","Lebanon",392,2017-05-03,"Asia"
"8717","Lebanon",390,2017-04-12,"Asia"
"8718","Lebanon",386,2017-03-22,"Asia"
"8719","Lebanon",395,2017-05-22,"Asia"
"8720","Lebanon",393,2017-04-26,"Asia"
"8721","Lebanon",395,2017-06-10,"Asia"
"8722","Lebanon",395,2017-05-12,"Asia"
"8723","Lebanon",392,2017-04-24,"Asia"
"8724","Lebanon",395,2017-06-06,"Asia"
"8725","Lebanon",389,2017-03-28,"Asia"
"8726","Lebanon",394,2017-05-10,"Asia"
"8727","Lebanon",389,2017-04-05,"Asia"
"8728","Lebanon",386,2017-03-20,"Asia"
"8729","Lebanon",389,2017-03-27,"Asia"
"8730","Lebanon",390,2017-04-18,"Asia"
"8731","Lebanon",395,2017-05-11,"Asia"
"8732","Lebanon",395,2017-05-14,"Asia"
"8733","Lebanon",389,2017-03-31,"Asia"
"8734","Lebanon",390,2017-04-14,"Asia"
"8735","Lebanon",392,2017-05-01,"Asia"
"8736","Lebanon",390,2017-03-30,"Asia"
"8737","Lebanon",390,2017-04-13,"Asia"
"8738","Lebanon",394,2017-06-02,"Asia"
"8739","Lebanon",392,2017-04-28,"Asia"
"8740","Lebanon",391,2017-04-20,"Asia"
"8741","Lebanon",393,2017-05-05,"Asia"
"8742","Lebanon",395,2017-05-23,"Asia"
"8743","Lebanon",393,2017-05-08,"Asia"
"8744","Lebanon",389,2017-04-06,"Asia"
"8745","Lebanon",394,2017-06-01,"Asia"
"8746","Lebanon",396,2017-05-30,"Asia"
"8747","Lebanon",395,2017-05-18,"Asia"
"8748","Lebanon",395,2017-05-17,"Asia"
"8749","Lebanon",390,2017-04-19,"Asia"
"8750","Lebanon",390,2017-04-15,"Asia"
"8751","Lebanon",392,2017-04-27,"Asia"
"8752","Lebanon",395,2017-05-13,"Asia"
"8753","Lebanon",395,2017-05-15,"Asia"
"8754","Lebanon",395,2017-06-07,"Asia"
"8755","Lebanon",392,2017-04-21,"Asia"
"8756","Lebanon & other accommodations",400,2017-06-16,NA
"8757","Lebanon & other accommodations",400,2017-06-19,NA
"8758","Lebanon & other accommodations",400,2017-06-20,NA
"8759","Lebanon & other accommodations",400,2017-06-21,NA
"8760","Lebanon & other accommodations",402,2017-06-22,NA
"8761","Lebanon & other accommodations",402,2017-06-23,NA
"8762","Lebanon & other accommodations",403,2017-06-27,NA
"8763","Lebanon & other accommodations",403,2017-06-29,NA
"8764","Lebanon & other accommodations",403,2017-06-30,NA
"8765","Lebanon & other accommodations",406,2017-07-05,NA
"8766","Lebanon & other accommodations",407,2017-07-06,NA
"8767","Lebanon & other accommodations",408,2017-07-07,NA
"8768","Lebanon & other accommodations",409,2017-07-12,NA
"8769","Lebanon & other accommodations",398,2017-06-12,NA
"8770","Lebanon & other accommodations",398,2017-06-13,NA
"8771","Lebanon & other accommodations",398,2017-06-14,NA
"8772","Lebanon & other accommodations",399,2017-06-15,NA
"8773","Lebanon & other accommodations",411,2017-07-19,NA
"8774","Lebanon & other accommodations",413,2017-07-20,NA
"8775","Lebanon & other accommodations",414,2017-07-21,NA
"8776","Lebanon & other accommodations",410,2017-07-18,NA
"8777","Lebanon & other accommodations",410,2017-07-17,NA
"8778","Lebanon & other accommodations",409,2017-07-13,NA
"8779","Lebanon & other accommodations",368,2017-07-15,NA
"8780","Lesotho",38,2017-05-24,NA
"8781","Lesotho",37,2017-05-03,NA
"8782","Lesotho",38,2017-05-25,NA
"8783","Lesotho",38,2017-05-04,NA
"8784","Lesotho",38,2017-05-26,NA
"8785","Lesotho",38,2017-05-05,NA
"8786","Lesotho",39,2017-05-28,NA
"8787","Lesotho",38,2017-05-08,NA
"8788","Lesotho",39,2017-05-30,NA
"8789","Lesotho",38,2017-05-09,NA
"8790","Lesotho",39,2017-05-31,NA
"8791","Lesotho",38,2017-05-10,NA
"8792","Lesotho",39,2017-06-01,NA
"8793","Lesotho",38,2017-05-11,NA
"8794","Lesotho",36,2017-04-18,NA
"8795","Lesotho",39,2017-06-02,NA
"8796","Lesotho",38,2017-05-12,NA
"8797","Lesotho",36,2017-04-19,NA
"8798","Lesotho",39,2017-06-05,NA
"8799","Lesotho",38,2017-05-13,NA
"8800","Lesotho",36,2017-04-20,NA
"8801","Lesotho",39,2017-06-06,NA
"8802","Lesotho",38,2017-05-14,NA
"8803","Lesotho",36,2017-04-21,NA
"8804","Lesotho",39,2017-06-07,NA
"8805","Lesotho",38,2017-05-15,NA
"8806","Lesotho",36,2017-04-24,NA
"8807","Lesotho",38,2017-05-16,NA
"8808","Lesotho",36,2017-04-25,NA
"8809","Lesotho",39,2017-06-09,NA
"8810","Lesotho",37,2017-04-26,NA
"8811","Lesotho",39,2017-06-10,NA
"8812","Lesotho",39,2017-05-18,NA
"8813","Lesotho",37,2017-04-27,NA
"8814","Lesotho",38,2017-05-19,NA
"8815","Lesotho",37,2017-04-28,NA
"8816","Lesotho",38,2017-05-22,NA
"8817","Lesotho",37,2017-05-01,NA
"8818","Lesotho",38,2017-05-23,NA
"8819","Lesotho",37,2017-05-02,NA
"8820","Lesotho",39,2017-06-08,NA
"8821","Lesotho",38,2017-05-17,NA
"8822","Lesotho & other accommodations",39,2017-06-19,NA
"8823","Lesotho & other accommodations",39,2017-06-20,NA
"8824","Lesotho & other accommodations",39,2017-06-21,NA
"8825","Lesotho & other accommodations",39,2017-06-22,NA
"8826","Lesotho & other accommodations",39,2017-06-23,NA
"8827","Lesotho & other accommodations",39,2017-06-27,NA
"8828","Lesotho & other accommodations",39,2017-06-29,NA
"8829","Lesotho & other accommodations",39,2017-06-30,NA
"8830","Lesotho & other accommodations",39,2017-07-05,NA
"8831","Lesotho & other accommodations",39,2017-07-06,NA
"8832","Lesotho & other accommodations",39,2017-07-07,NA
"8833","Lesotho & other accommodations",39,2017-07-12,NA
"8834","Lesotho & other accommodations",40,2017-06-12,NA
"8835","Lesotho & other accommodations",40,2017-06-13,NA
"8836","Lesotho & other accommodations",40,2017-06-14,NA
"8837","Lesotho & other accommodations",40,2017-06-15,NA
"8838","Lesotho & other accommodations",39,2017-07-19,NA
"8839","Lesotho & other accommodations",40,2017-06-16,NA
"8840","Lesotho & other accommodations",38,2017-07-20,NA
"8841","Lesotho & other accommodations",38,2017-07-21,NA
"8842","Lesotho & other accommodations",39,2017-07-17,NA
"8843","Lesotho & other accommodations",39,2017-07-18,NA
"8844","Lesotho & other accommodations",39,2017-07-15,NA
"8845","Lesotho & other accommodations",39,2017-07-13,NA
"8846","Libya",4,2017-05-31,"Africa"
"8847","Libya",4,2017-05-12,"Africa"
"8848","Libya",4,2017-04-18,"Africa"
"8849","Libya",5,2017-06-05,"Africa"
"8850","Libya",4,2017-04-26,"Africa"
"8851","Libya",4,2017-05-16,"Africa"
"8852","Libya",4,2017-05-30,"Africa"
"8853","Libya",4,2017-06-02,"Africa"
"8854","Libya",4,2017-05-25,"Africa"
"8855","Libya",4,2017-03-23,"Africa"
"8856","Libya",4,2017-04-17,"Africa"
"8857","Libya",4,2017-03-31,"Africa"
"8858","Libya",4,2017-04-06,"Africa"
"8859","Libya",4,2017-05-02,"Africa"
"8860","Libya",4,2017-05-28,"Africa"
"8861","Libya",4,2017-03-25,"Africa"
"8862","Libya",4,2017-03-30,"Africa"
"8863","Libya",4,2017-03-27,"Africa"
"8864","Libya",4,2017-03-28,"Africa"
"8865","Libya",4,2017-04-07,"Africa"
"8866","Libya",4,2017-04-24,"Africa"
"8867","Libya",4,2017-04-10,"Africa"
"8868","Libya",4,2017-05-05,"Africa"
"8869","Libya",4,2017-04-01,"Africa"
"8870","Libya",4,2017-05-26,"Africa"
"8871","Libya",4,2017-04-19,"Africa"
"8872","Libya",4,2017-04-12,"Africa"
"8873","Libya",4,2017-04-20,"Africa"
"8874","Libya",4,2017-03-21,"Africa"
"8875","Libya",4,2017-04-13,"Africa"
"8876","Libya",4,2017-05-17,"Africa"
"8877","Libya",4,2017-04-03,"Africa"
"8878","Libya",4,2017-04-25,"Africa"
"8879","Libya",4,2017-05-03,"Africa"
"8880","Libya",4,2017-03-22,"Africa"
"8881","Libya",4,2017-04-05,"Africa"
"8882","Libya",4,2017-04-14,"Africa"
"8883","Libya",4,2017-03-24,"Africa"
"8884","Libya",4,2017-04-27,"Africa"
"8885","Libya",4,2017-06-01,"Africa"
"8886","Libya",4,2017-05-10,"Africa"
"8887","Libya",4,2017-05-15,"Africa"
"8888","Libya",4,2017-05-23,"Africa"
"8889","Libya",4,2017-05-19,"Africa"
"8890","Libya",4,2017-05-11,"Africa"
"8891","Libya",4,2017-05-14,"Africa"
"8892","Libya",4,2017-05-13,"Africa"
"8893","Libya",4,2017-05-18,"Africa"
"8894","Libya",4,2017-05-24,"Africa"
"8895","Libya",4,2017-04-21,"Africa"
"8896","Libya",4,2017-05-01,"Africa"
"8897","Libya",4,2017-05-08,"Africa"
"8898","Libya",4,2017-04-28,"Africa"
"8899","Libya",4,2017-05-22,"Africa"
"8900","Libya",4,2017-03-20,"Africa"
"8901","Libya",4,2017-05-09,"Africa"
"8902","Libya",4,2017-04-04,"Africa"
"8903","Libya",4,2017-03-29,"Africa"
"8904","Libya",4,2017-04-15,"Africa"
"8905","Libya",4,2017-05-04,"Africa"
"8906","Libya",4,2017-04-11,"Africa"
"8907","Liechtenstein",37,2017-05-16,"Europe"
"8908","Liechtenstein",37,2017-05-31,"Europe"
"8909","Liechtenstein",37,2017-05-15,"Europe"
"8910","Liechtenstein",37,2017-03-23,"Europe"
"8911","Liechtenstein",37,2017-03-28,"Europe"
"8912","Liechtenstein",37,2017-05-14,"Europe"
"8913","Liechtenstein",37,2017-05-13,"Europe"
"8914","Liechtenstein",37,2017-05-25,"Europe"
"8915","Liechtenstein",37,2017-05-24,"Europe"
"8916","Liechtenstein",37,2017-06-07,"Europe"
"8917","Liechtenstein",37,2017-04-18,"Europe"
"8918","Liechtenstein",37,2017-03-21,"Europe"
"8919","Liechtenstein",37,2017-05-28,"Europe"
"8920","Liechtenstein",37,2017-04-19,"Europe"
"8921","Liechtenstein",37,2017-05-11,"Europe"
"8922","Liechtenstein",37,2017-05-01,"Europe"
"8923","Liechtenstein",37,2017-05-04,"Europe"
"8924","Liechtenstein",37,2017-04-15,"Europe"
"8925","Liechtenstein",37,2017-03-27,"Europe"
"8926","Liechtenstein",37,2017-04-10,"Europe"
"8927","Liechtenstein",37,2017-05-02,"Europe"
"8928","Liechtenstein",37,2017-04-03,"Europe"
"8929","Liechtenstein",37,2017-06-10,"Europe"
"8930","Liechtenstein",37,2017-04-05,"Europe"
"8931","Liechtenstein",37,2017-04-20,"Europe"
"8932","Liechtenstein",37,2017-03-30,"Europe"
"8933","Liechtenstein",37,2017-05-10,"Europe"
"8934","Liechtenstein",37,2017-04-28,"Europe"
"8935","Liechtenstein",37,2017-04-01,"Europe"
"8936","Liechtenstein",37,2017-05-05,"Europe"
"8937","Liechtenstein",37,2017-04-14,"Europe"
"8938","Liechtenstein",37,2017-05-19,"Europe"
"8939","Liechtenstein",37,2017-05-08,"Europe"
"8940","Liechtenstein",37,2017-04-13,"Europe"
"8941","Liechtenstein",37,2017-06-02,"Europe"
"8942","Liechtenstein",37,2017-06-01,"Europe"
"8943","Liechtenstein",37,2017-03-25,"Europe"
"8944","Liechtenstein",37,2017-05-09,"Europe"
"8945","Liechtenstein",37,2017-05-22,"Europe"
"8946","Liechtenstein",37,2017-04-21,"Europe"
"8947","Liechtenstein",37,2017-04-26,"Europe"
"8948","Liechtenstein",37,2017-06-09,"Europe"
"8949","Liechtenstein",37,2017-06-08,"Europe"
"8950","Liechtenstein",37,2017-05-03,"Europe"
"8951","Liechtenstein",37,2017-04-11,"Europe"
"8952","Liechtenstein",37,2017-05-12,"Europe"
"8953","Liechtenstein",37,2017-05-23,"Europe"
"8954","Liechtenstein",37,2017-05-17,"Europe"
"8955","Liechtenstein",37,2017-04-12,"Europe"
"8956","Liechtenstein",37,2017-04-07,"Europe"
"8957","Liechtenstein",37,2017-04-24,"Europe"
"8958","Liechtenstein",37,2017-04-17,"Europe"
"8959","Liechtenstein",37,2017-03-24,"Europe"
"8960","Liechtenstein",37,2017-03-20,"Europe"
"8961","Liechtenstein",37,2017-05-18,"Europe"
"8962","Liechtenstein",37,2017-05-26,"Europe"
"8963","Liechtenstein",37,2017-04-06,"Europe"
"8964","Liechtenstein",37,2017-05-30,"Europe"
"8965","Liechtenstein",37,2017-04-25,"Europe"
"8966","Liechtenstein",37,2017-03-29,"Europe"
"8967","Liechtenstein",37,2017-03-22,"Europe"
"8968","Liechtenstein",37,2017-04-04,"Europe"
"8969","Liechtenstein",37,2017-04-27,"Europe"
"8970","Liechtenstein",37,2017-03-31,"Europe"
"8971","Liechtenstein",37,2017-06-05,"Europe"
"8972","Liechtenstein",37,2017-06-06,"Europe"
"8973","Liechtenstein & other accommodations",37,2017-06-16,NA
"8974","Liechtenstein & other accommodations",37,2017-06-19,NA
"8975","Liechtenstein & other accommodations",37,2017-06-20,NA
"8976","Liechtenstein & other accommodations",37,2017-06-21,NA
"8977","Liechtenstein & other accommodations",37,2017-06-22,NA
"8978","Liechtenstein & other accommodations",37,2017-06-23,NA
"8979","Liechtenstein & other accommodations",37,2017-06-27,NA
"8980","Liechtenstein & other accommodations",37,2017-06-29,NA
"8981","Liechtenstein & other accommodations",37,2017-06-30,NA
"8982","Liechtenstein & other accommodations",37,2017-07-05,NA
"8983","Liechtenstein & other accommodations",37,2017-07-06,NA
