"","hotel_name","score","presaleprice","price","test.V2"
"25","The Signature At Mgm GrandThe Strip"," 8.6571","309","169.15","Las_Vegas_Saturday_20170401"
"26","Tuscany Suites & CasinoEast of The StripFree Internet, Free Parking People Viewing!On Sale Now"," 8.5702","262","149","Las_Vegas_Saturday_20170401"
"27","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32703","285","116.10","Las_Vegas_Saturday_20170401"
"28","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0632","225.33","169","Las_Vegas_Saturday_20170401"
"29","Westgate Las Vegas Resort & CasinoLas Vegas Convention CenterFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62211","149.NA","149.99","Las_Vegas_Saturday_20170401"
"30","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The StripFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!On Sale Now"," 6.6287","219","139","Las_Vegas_Saturday_20170401"
"31","Eastside CanneryBoulder StripFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 8.1643","159","89.99","Las_Vegas_Saturday_20170401"
"32","Best Western Mccarran InnMcCarran International Airport (LAS)Free Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!Special Discount % offGood:  reviews Savings CalculationClosewas $from$Choose"," 7.782","169.99","169.99","Las_Vegas_Saturday_20170401"
"33","Alexis Park All Suite ResortEast of The StripFree Internet, Free ParkingFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 6.8548","189","129","Las_Vegas_Saturday_20170401"
"34","Delano Las Vegas At Mandalay BayThe Strip"," 8.4275","379","254.15","Las_Vegas_Saturday_20170401"
"35","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS)Free Parking, Free Breakfast, Free InternetFree Cancellation Available Room Left!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8906","149.NA","149.01","Las_Vegas_Saturday_20170401"
"36","The Orleans Hotel And CasinoLas Vegas SouthFree Cancellation Available People Viewing!Rooms Left! Book Now!Special Discount % offVery Good:  reviews Savings CalculationClosewas $from$Choose"," 8.0643","210.03","210","Las_Vegas_Saturday_20170401"
"37","Plaza Hotel & CasinoDowntown Las Vegas"," 6.4252","NA","139","Las_Vegas_Saturday_20170401"
"38","Hilton Grand Vacations on the Las Vegas StripThe Strip"," 8.8158","400","139","Las_Vegas_Saturday_20170401"
"39","Best Western Plus Casino RoyaleThe Strip"," 7.881","199.99","199.99","Las_Vegas_Saturday_20170401"
"40","Renaissance Las Vegas HotelLas Vegas Convention CenterFree InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Very Good:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 8.3852","359","149","Las_Vegas_Saturday_20170401"
"41","Excalibur Hotel And CasinoThe Strip"," 7.12929","305","181.07","Las_Vegas_Saturday_20170408"
"42","The Venetian Resort Hotel CasinoThe Strip"," 8.91926","529","259","Las_Vegas_Saturday_20170408"
"43","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - NortheastFree InternetFree Cancellation Available153 People Viewing!3Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price!  Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last 30 days.was $514from$259Choose","514","259","Las_Vegas_Saturday_20170408"
"44","Bellagio Hotel And CasinoThe Strip"," 8.5476","626","259.25","Las_Vegas_Saturday_20170408"
"45","Treasure Island Hotel & CasinoThe Strip"," 7.82476","319","216.96","Las_Vegas_Saturday_20170408"
"46","Aria Resort And CasinoThe Strip"," 8.61018","429","254.15","Las_Vegas_Saturday_20170408"
"47","Mandalay Bay Resort And CasinoThe Strip"," 8.21027","505","188.70","Las_Vegas_Saturday_20170408"
"48","The Linq Hotel And CasinoThe Strip"," 7.1564","439","199","Las_Vegas_Saturday_20170408"
"49","Flamingo Las VegasThe Strip"," 6.32108","389","184.30","Las_Vegas_Saturday_20170408"
"50","Paris Las VegasThe Strip"," 7.71087","328","229","Las_Vegas_Saturday_20170408"
"51","Trump International Hotel, Las VegasThe Strip"," 8.93368","419","209.25","Las_Vegas_Saturday_20170408"
"52","Ballys Las VegasThe Strip"," 7.51437","398","184.97","Las_Vegas_Saturday_20170408"
"53","Mgm Grand Hotel CasinoThe Strip"," 7.61388","287.92","236","Las_Vegas_Saturday_20170408"
"54","Luxor Hotel And CasinoThe Strip"," 7.03205","365","195","Las_Vegas_Saturday_20170408"
"55","The MirageThe Strip"," 8.1906","424","187.20","Las_Vegas_Saturday_20170408"
"56","Rio Suite Hotel CasinoWest of The StripFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 7.11674","290","179","Las_Vegas_Saturday_20170408"
"57","Hard Rock Hotel And CasinoEast of The StripFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 7.11083","299","179","Las_Vegas_Saturday_20170408"
"58","Monte Carlo Resort And CasinoThe Strip"," 7.01854","298","200.57","Las_Vegas_Saturday_20170408"
"59","Wynn Las VegasThe Strip"," 9.0748","409","233","Las_Vegas_Saturday_20170408"
"60","South Point Hotel Casino SpaMcCarran International Airport (LAS)Free ParkingFree Cancellation Available People Viewing!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.01847","NA","199","Las_Vegas_Saturday_20170408"
"61","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6755","449.NA","449.97","Las_Vegas_Saturday_20170408"
"62","Planet Hollywood Resort And CasinoThe Strip"," 7.41312","219.NA","219.45","Las_Vegas_Saturday_20170408"
"63","Harrahs Las VegasThe Strip"," 7.01179","320","189","Las_Vegas_Saturday_20170408"
"64","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2927","209","145","Las_Vegas_Saturday_20170408"
"65","Stratosphere TowerThe Strip"," 6.52822","284.99","213.74","Las_Vegas_Saturday_20170408"
"66","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61342","611","228.65","Las_Vegas_Saturday_20170408"
"67","The Signature At Mgm GrandThe Strip"," 8.6571","225.NA","225.25","Las_Vegas_Saturday_20170408"
"68","Tuscany Suites & CasinoEast of The StripFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5702","NA","189","Las_Vegas_Saturday_20170408"
"69","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32703","285","147.60","Las_Vegas_Saturday_20170408"
"70","New York New York Hotel And CasinoThe Strip"," 7.71147","372","209.10","Las_Vegas_Saturday_20170408"
"71","Westgate Las Vegas Resort & CasinoLas Vegas Convention CenterFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62211","790.NA","790.99","Las_Vegas_Saturday_20170408"
"72","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The StripFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!On Sale Now"," 6.6287","219","149","Las_Vegas_Saturday_20170408"
"73","Eastside CanneryBoulder StripFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.1643","125.NA","125.99","Las_Vegas_Saturday_20170408"
"74","Best Western Mccarran InnMcCarran International Airport (LAS)Free Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","149.99","Las_Vegas_Saturday_20170408"
"75","Delano Las Vegas At Mandalay BayThe Strip"," 8.4275","379","209.10","Las_Vegas_Saturday_20170408"
"76","The Orleans Hotel And CasinoLas Vegas SouthFree Cancellation Available People Viewing!Special Discount % offVery Good:  reviews Savings CalculationClosewas $from$Choose"," 8.0643","166.03","166","Las_Vegas_Saturday_20170408"
"77","Plaza Hotel & CasinoDowntown Las Vegas"," 6.4252","NA","185","Las_Vegas_Saturday_20170408"
"78","Best Western Plus Casino RoyaleThe Strip"," 7.881","299.NA","299.99","Las_Vegas_Saturday_20170408"
"79","Renaissance Las Vegas HotelLas Vegas Convention CenterFree InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 8.3852","359","229","Las_Vegas_Saturday_20170408"
"80","Suncoast Hotel And CasinoSummerlinFree Cancellation Available People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.2276","NA","199","Las_Vegas_Saturday_20170408"
"81","Monte Carlo Resort And CasinoThe Strip"," 7.01854","298","94.72","Las_Vegas_Saturday_20170415"
"82","The Venetian Resort Hotel CasinoThe Strip"," 8.91926","529","199","Las_Vegas_Saturday_20170415"
"83","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - NortheastFree InternetFree Cancellation Available153 People Viewing!1Room Left! Book Now!CLICK HERE to sign in and unlock a lower price!  Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last 30 days.was $514from$199Choose","514","199","Las_Vegas_Saturday_20170415"
"84","Bellagio Hotel And CasinoThe Strip"," 8.5476","626","188.70","Las_Vegas_Saturday_20170415"
"85","Treasure Island Hotel & CasinoThe Strip"," 7.82476","87.NA","87.46","Las_Vegas_Saturday_20170415"
"86","Aria Resort And CasinoThe Strip"," 8.61018","429","177.65","Las_Vegas_Saturday_20170415"
"87","Mandalay Bay Resort And CasinoThe Strip"," 8.21027","167.92","145.35","Las_Vegas_Saturday_20170415"
"88","The Linq Hotel And CasinoThe Strip"," 7.1564","439","147","Las_Vegas_Saturday_20170415"
"89","Caesars Palace Las VegasThe Strip"," 7.6834","166.NA","166.25","Las_Vegas_Saturday_20170415"
"90","Flamingo Las VegasThe Strip"," 6.32108","98.NA","98.79","Las_Vegas_Saturday_20170415"
"91","Paris Las VegasThe Strip"," 7.71087","328","165","Las_Vegas_Saturday_20170415"
"92","Trump International Hotel, Las VegasThe Strip"," 8.93368","419","141.75","Las_Vegas_Saturday_20170415"
"93","Ballys Las VegasThe Strip"," 7.51437","104.NA","104.98","Las_Vegas_Saturday_20170415"
"94","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81909","NA","79","Las_Vegas_Saturday_20170415"
"95","Mgm Grand Hotel CasinoThe Strip"," 7.61388","329","118.15","Las_Vegas_Saturday_20170415"
"96","Luxor Hotel And CasinoThe Strip"," 7.03205","85.NA","85.11","Las_Vegas_Saturday_20170415"
"97","Excalibur Hotel And CasinoThe Strip"," 7.12929","108.11","73.35","Las_Vegas_Saturday_20170415"
"98","The MirageThe Strip"," 8.1906","148.35","121.60","Las_Vegas_Saturday_20170415"
"99","Rio Suite Hotel CasinoWest of The StripFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Room Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationClosewas from$Choose"," 7.11674","84.NA","84.99","Las_Vegas_Saturday_20170415"
"100","Hard Rock Hotel And CasinoEast of The StripFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 7.11083","299","109","Las_Vegas_Saturday_20170415"
"101","Wynn Las VegasThe Strip"," 9.0748","409","233","Las_Vegas_Saturday_20170415"
"102","South Point Hotel Casino SpaMcCarran International Airport (LAS)Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01847","199","129","Las_Vegas_Saturday_20170415"
"103","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6755","589","359.98","Las_Vegas_Saturday_20170415"
"104","Planet Hollywood Resort And CasinoThe Strip"," 7.41312","299","124.99","Las_Vegas_Saturday_20170415"
"105","Harrahs Las VegasThe Strip"," 7.01179","NA","87","Las_Vegas_Saturday_20170415"
"106","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2927","209","75.65","Las_Vegas_Saturday_20170415"
"107","Stratosphere TowerThe Strip"," 6.52822","241","78.74","Las_Vegas_Saturday_20170415"
"108","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61342","175","148.75","Las_Vegas_Saturday_20170415"
"109","The Signature At Mgm GrandThe Strip"," 8.6571","309","126.65","Las_Vegas_Saturday_20170415"
"110","Tuscany Suites & CasinoEast of The StripFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 8.5702","262","79","Las_Vegas_Saturday_20170415"
"111","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32703","124.40","71.10","Las_Vegas_Saturday_20170415"
"112","New York New York Hotel And CasinoThe Strip"," 7.71147","113.91","98.60","Las_Vegas_Saturday_20170415"
"113","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0632","194","89","Las_Vegas_Saturday_20170415"
"114","Westgate Las Vegas Resort & CasinoLas Vegas Convention CenterFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 6.62211","193","70.99","Las_Vegas_Saturday_20170415"
"115","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The StripFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!On Sale Now"," 6.6287","219","89","Las_Vegas_Saturday_20170415"
"116","Eastside CanneryBoulder StripFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 8.1643","159","89.99","Las_Vegas_Saturday_20170415"
"117","Best Western Mccarran InnMcCarran International Airport (LAS)Free Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","103.99","Las_Vegas_Saturday_20170415"
"118","Alexis Park All Suite ResortEast of The StripFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 6.8548","189","79.20","Las_Vegas_Saturday_20170415"
"119","Delano Las Vegas At Mandalay BayThe Strip"," 8.4275","379","148.75","Las_Vegas_Saturday_20170415"
"120","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS)Free Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later AvailableRooms Left!On Sale Now"," 8.8906","159","99","Las_Vegas_Saturday_20170415"
"121","Excalibur Hotel And CasinoThe Strip"," 7.12929","305","175.50","Las_Vegas_Saturday_20170422"
"122","The Venetian Resort Hotel CasinoThe Strip"," 8.91926","529","329","Las_Vegas_Saturday_20170422"
"123","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - NortheastFree InternetFree Cancellation Available153 People Viewing!1Room Left! Book Now!On Sale Now -> Save 30% on this stay Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last 30 days.was $514from$359Choose","514","359","Las_Vegas_Saturday_20170422"
"124","Bellagio Hotel And CasinoThe Strip"," 8.5476","626","358.70","Las_Vegas_Saturday_20170422"
"125","Aria Resort And CasinoThe Strip"," 8.61018","358.NA","358.70","Las_Vegas_Saturday_20170422"
"126","Mandalay Bay Resort And CasinoThe Strip"," 8.21027","505","310.25","Las_Vegas_Saturday_20170422"
"127","The Linq Hotel And CasinoThe Strip"," 7.1564","439","255","Las_Vegas_Saturday_20170422"
"128","Caesars Palace Las VegasThe Strip"," 7.6834","579","284.04","Las_Vegas_Saturday_20170422"
"129","Flamingo Las VegasThe Strip"," 6.32108","389","236.55","Las_Vegas_Saturday_20170422"
"130","Paris Las VegasThe Strip"," 7.71087","NA","274","Las_Vegas_Saturday_20170422"
"131","Trump International Hotel, Las VegasThe Strip"," 8.93368","419","243.75","Las_Vegas_Saturday_20170422"
"132","Ballys Las VegasThe Strip"," 7.51437","398","258.97","Las_Vegas_Saturday_20170422"
"133","Mgm Grand Hotel CasinoThe Strip"," 7.61388","335.NA","335.75","Las_Vegas_Saturday_20170422"
"134","Luxor Hotel And CasinoThe Strip"," 7.03205","391.41","265.57","Las_Vegas_Saturday_20170422"
"135","The MirageThe Strip"," 8.1906","424","234.40","Las_Vegas_Saturday_20170422"
"136","Rio Suite Hotel CasinoWest of The StripFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Good:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 7.11674","290","185","Las_Vegas_Saturday_20170422"
"137","Monte Carlo Resort And CasinoThe Strip"," 7.01854","429.73","291.57","Las_Vegas_Saturday_20170422"
"138","Wynn Las VegasThe Strip"," 9.0748","NA","1150","Las_Vegas_Saturday_20170422"
"139","South Point Hotel Casino SpaMcCarran International Airport (LAS)Free ParkingFree Cancellation Available People Viewing!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.01847","NA","199","Las_Vegas_Saturday_20170422"
"140","Planet Hollywood Resort And CasinoThe Strip"," 7.41312","236.NA","236.55","Las_Vegas_Saturday_20170422"
"141","Harrahs Las VegasThe Strip"," 7.01179","NA","229","Las_Vegas_Saturday_20170422"
"142","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2927","265","225.25","Las_Vegas_Saturday_20170422"
"143","Stratosphere TowerThe Strip"," 6.52822","299.99","224.99","Las_Vegas_Saturday_20170422"
"144","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61342","611","349.35","Las_Vegas_Saturday_20170422"
"145","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32703","344.85","197.10","Las_Vegas_Saturday_20170422"
"146","New York New York Hotel And CasinoThe Strip"," 7.71147","318.17","275.40","Las_Vegas_Saturday_20170422"
"147","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0632","305.33","229","Las_Vegas_Saturday_20170422"
"148","Westgate Las Vegas Resort & CasinoLas Vegas Convention CenterFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62211","219.NA","219.99","Las_Vegas_Saturday_20170422"
"149","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The StripFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.6287","NA","169","Las_Vegas_Saturday_20170422"
"150","Best Western Mccarran InnMcCarran International Airport (LAS)Free Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.782","169.NA","169.99","Las_Vegas_Saturday_20170422"
"151","Delano Las Vegas At Mandalay BayThe Strip"," 8.4275","368.25","318.75","Las_Vegas_Saturday_20170422"
"152","The Orleans Hotel And CasinoLas Vegas SouthFree Cancellation Available People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.0643","NA","189","Las_Vegas_Saturday_20170422"
"153","Plaza Hotel & CasinoDowntown Las Vegas"," 6.4252","NA","215","Las_Vegas_Saturday_20170422"
"154","Best Western Plus Casino RoyaleThe Strip"," 7.881","489.99","489.99","Las_Vegas_Saturday_20170422"
"155","Renaissance Las Vegas HotelLas Vegas Convention CenterFree InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 8.3852","359","229","Las_Vegas_Saturday_20170422"
"156","Suncoast Hotel And CasinoSummerlinFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.2276","245","140","Las_Vegas_Saturday_20170422"
"157","Westin Las Vegas Hotel, Casino & SpaEast of The StripFree Parking, Free Internet People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.8732","NA","202","Las_Vegas_Saturday_20170422"
"158","Nobu Hotel At Caesars PalaceThe Strip"," 8.024","339.NA","339.03","Las_Vegas_Saturday_20170422"
"159","Palace Station CourtyardWest of The StripFree Internet, Free ParkingFree Cancellation Available People Viewing!  reviews Savings CalculationClosewas from$Choose","39. Palace Station CourtyardWest of The StripFree Internet, Free ParkingFree Cancellation Available70 People Viewing! 5.9370","149.NA","149.99","Las_Vegas_Saturday_20170422"
"160","Days Inn Las Vegas At Wild Wild West Gambling HallLas Vegas SouthFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 6.4538","179","124","Las_Vegas_Saturday_20170422"
"161","Holiday Inn New York City"," 8.3110","379","207.93","New_York_City_Saturday_20170401"
"162","The Watson HotelMidtown West"," 7.818","NA","249","New_York_City_Saturday_20170401"
"163","ONE UN New YorkGrand Central Terminal"," 8.9123","374","179.10","New_York_City_Saturday_20170401"
"164","Hotel PennsylvaniaMadison Square Garden","4. Hotel PennsylvaniaMadison Square Garden - Convention AreaFree InternetFree Cancellation Available222 People Viewing!4Rooms Left! Book Now!On Sale Now -> Save 47% on this stay 4.6850","260","139","New_York_City_Saturday_20170401"
"165","InterContinental NEW YORK BARCLAY"," 9.2165","NA","323","New_York_City_Saturday_20170401"
"166","Hotel Edison New York CityTimes Square"," 6.9577","359","207.20","New_York_City_Saturday_20170401"
"167","Westin New York At Times SquareTimes Square"," 8.71133","633","354","New_York_City_Saturday_20170401"
"168","Park CentralCentral Park SouthFree InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!PromotionGood:  reviews Savings CalculationClosewas $from$Choose"," 7.8253","407.69","239","New_York_City_Saturday_20170401"
"169","Grand Hyatt New YorkGrand Central Terminal"," 8.51159","459","199","New_York_City_Saturday_20170401"
"170","Wyndham New Yorker HotelMadison Square Garden"," 6.81710","365","220.15","New_York_City_Saturday_20170401"
"171","Paramount Times SquareTimes Square"," 6.9553","412","219","New_York_City_Saturday_20170401"
"172","W New York Times SquareTimes Square"," 8.4211","459","284","New_York_City_Saturday_20170401"
"173","Wellington HotelCentral Park SouthFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!On Sale Now"," 6.9540","300","197.40","New_York_City_Saturday_20170401"
"174","New York Marriott MarquisTimes Square"," 9.0928","540","339","New_York_City_Saturday_20170401"
"175","Hilton Times SquareTimes Square"," 8.8531","NA","269","New_York_City_Saturday_20170401"
"176","Wingate By Wyndham Manhattan MidtownMadison Square Garden"," 8.1378","354","229","New_York_City_Saturday_20170401"
"177","Sheraton New York Times Square HotelTimes Square"," 8.02451","NA","269","New_York_City_Saturday_20170401"
"178","Arlo Hudson SquareSoHo"," 8.439","NA","239","New_York_City_Saturday_20170401"
"179","Hilton Garden Inn Times SquareTimes Square"," 8.6440","280.87","268.77","New_York_City_Saturday_20170401"
"180","W New YorkMidtown EastFree Cancellation, Pay Later Available People Viewing!On Sale Now"," 7.81179","311","199","New_York_City_Saturday_20170401"
"181","Hotel Central ParkCentral Park SouthFree InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 9.11557","688","348.60","New_York_City_Saturday_20170401"
"182","Row NYCTimes Square"," 6.5665","305","179","New_York_City_Saturday_20170401"
"183","Blakely New York HotelCentral Park SouthFree InternetPay Later Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.833","NA","300","New_York_City_Saturday_20170401"
"184","Sheraton Tribeca New York HotelSoHo"," 8.1507","355","219","New_York_City_Saturday_20170401"
"185","Millenium HiltonDowntown"," 8.3719","349","199","New_York_City_Saturday_20170401"
"186","Doubletree By Hilton Metropolitan New YorkMidtown EastFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 7.41207","365","189.05","New_York_City_Saturday_20170401"
"187","Novotel New York Times SquareTimes Square"," 8.7197","371","249","New_York_City_Saturday_20170401"
"188","RIU Plaza New York Times SquareTimes Square"," 7.951","409","239","New_York_City_Saturday_20170401"
"189","Soho Grand HotelSoHo"," 8.4181","NA","386","New_York_City_Saturday_20170401"
"190","The Standard, High Line New YorkWest Village"," 8.038","649","399","New_York_City_Saturday_20170401"
"191","Sofitel New YorkRockefeller Center"," 9.2309","799","279","New_York_City_Saturday_20170401"
"192","The Empire HotelUpper West SideFree Cancellation, Pay Later Available People Viewing!On Sale Now"," 7.2962","429","247","New_York_City_Saturday_20170401"
"193","Residence Inn By Marriott New York Manhattan/Times SquareTimes Square"," 9.1339","475","299","New_York_City_Saturday_20170401"
