"","hotel_name","score","presaleprice","price","test.V2","test.V3"
"20","Monte Carlo Resort And CasinoThe Strip"," 7.01857","287","185","Las_Vegas_Saturday_20170401","1"
"21","Planet Hollywood Resort And CasinoThe Strip"," 7.41315","299","199","Las_Vegas_Saturday_20170401","1"
"22","Stratosphere TowerThe Strip"," 6.52827","241","167","Las_Vegas_Saturday_20170401","1"
"23","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6758","NA","799","Las_Vegas_Saturday_20170401","1"
"24","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","NA","155","Las_Vegas_Saturday_20170401","1"
"25","The Signature At Mgm GrandThe Strip"," 8.6574","309","215","Las_Vegas_Saturday_20170401","1"
"26","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61346","611","229","Las_Vegas_Saturday_20170401","1"
"27","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free Parking People Viewing!On Sale Now"," 8.5704","249","149","Las_Vegas_Saturday_20170401","1"
"28","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree Parking People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","NA","189","Las_Vegas_Saturday_20170401","1"
"29","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32707","285","99","Las_Vegas_Saturday_20170401","1"
"30","Best Western Plus Casino RoyaleThe Strip"," 7.881","NA","209","Las_Vegas_Saturday_20170401","1"
"31","Delano Las Vegas At Mandalay BayThe Strip"," 8.4277","NA","269","Las_Vegas_Saturday_20170401","1"
"32","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0635","225","169","Las_Vegas_Saturday_20170401","1"
"33","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free Internet People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","149","Las_Vegas_Saturday_20170401","1"
"34","Eastside CanneryBoulder Strip MapFree Internet, Free Parking People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.1645","NA","119","Las_Vegas_Saturday_20170401","1"
"35","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.6287","219","119","Las_Vegas_Saturday_20170401","1"
"36","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetPay Later Available People Viewing! Room Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8906","NA","179","Las_Vegas_Saturday_20170401","1"
"37","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free Parking People Viewing!Room Left! Book Now!On Sale Now"," 6.8548","189","129","Las_Vegas_Saturday_20170401","1"
"38","The Orleans Hotel And CasinoLas Vegas South Map People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.0643","NA","321","Las_Vegas_Saturday_20170401","1"
"39","Hilton Grand Vacations on the Las Vegas StripThe Strip"," 8.8158","NA","109","Las_Vegas_Saturday_20170401","1"
"40","Actual room may vary"," 7+was $229$167ChooseWhat Are Express Deals?The Strip - Central WestSimilar 4.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.The Strip - Central West, Las Vegas, NVWe'll reveal the hotel name and address after you bookSimilar 4.5-Star HotelsThese hotels include great independent and brand name hotels.Close",""",""minRateSavingsPer","167What Are Express Deals?The Strip - Central WestSimilar 4.5-Star Hotels in this areaBIG DISCOUNTSWe negotiate rates up to 60% off for flexible travelers.WHAT'S THE CATCH?With prices this low, most hotels won't let us show their identity.BOOK AND SAVEGet the name and exact location of the hotel when you book.Prices this low require us to hide the hotel name and some details until purchase is complete.The Strip - Central West, Las Vegas, NVWe'll reveal the hotel name and address after you bookSimilar 4.5-Star HotelsThese hotels include great independent and brand name hotels.Close","Las_Vegas_Saturday_20170401","1"
"41","Monte Carlo Resort And CasinoThe Strip"," 7.01857","287","179","Las_Vegas_Saturday_20170408","2"
"42","The Venetian Resort Hotel CasinoThe Strip"," 8.91931","481","259","Las_Vegas_Saturday_20170408","2"
"43","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available170 People Viewing!3Rooms Left! Book Now!On Sale Now -> Save 50% on this stay Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last 30 days.was $514from$259Choose","514","259","Las_Vegas_Saturday_20170408","2"
"44","Bellagio Hotel And CasinoThe Strip"," 8.5478","444","249","Las_Vegas_Saturday_20170408","2"
"45","Treasure Island Hotel & CasinoThe Strip"," 7.82480","319","209","Las_Vegas_Saturday_20170408","2"
"46","Aria Resort And CasinoThe Strip"," 8.61018","429","299","Las_Vegas_Saturday_20170408","2"
"47","Mandalay Bay Resort And CasinoThe Strip"," 8.21029","505","195","Las_Vegas_Saturday_20170408","2"
"48","Flamingo Las VegasThe Strip"," 6.32111","389","203","Las_Vegas_Saturday_20170408","2"
"49","Paris Las VegasThe Strip"," 7.71093","328","224","Las_Vegas_Saturday_20170408","2"
"50","Trump International Hotel, Las VegasThe Strip"," 8.93509","419","209","Las_Vegas_Saturday_20170408","2"
"51","The Linq Hotel And CasinoThe Strip"," 7.1564","439","199","Las_Vegas_Saturday_20170408","2"
"52","Ballys Las VegasThe Strip"," 7.51439","398","184","Las_Vegas_Saturday_20170408","2"
"53","Mgm Grand Hotel CasinoThe Strip"," 7.61393","NA","289","Las_Vegas_Saturday_20170408","2"
"54","Luxor Hotel And CasinoThe Strip"," 7.03207","365","199","Las_Vegas_Saturday_20170408","2"
"55","Excalibur Hotel And CasinoThe Strip"," 7.12935","305","179","Las_Vegas_Saturday_20170408","2"
"56","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81914","NA","349","Las_Vegas_Saturday_20170408","2"
"57","The MirageThe Strip"," 8.1908","424","199","Las_Vegas_Saturday_20170408","2"
"58","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Room Left! Book Now!On Sale Now"," 7.11679","290","199","Las_Vegas_Saturday_20170408","2"
"59","Wynn Las VegasThe Strip"," 9.0750","409","259","Las_Vegas_Saturday_20170408","2"
"60","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 7.11083","299","179","Las_Vegas_Saturday_20170408","2"
"61","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.01849","NA","199","Las_Vegas_Saturday_20170408","2"
"62","Planet Hollywood Resort And CasinoThe Strip"," 7.41315","NA","229","Las_Vegas_Saturday_20170408","2"
"63","Harrahs Las VegasThe Strip"," 7.01179","320","179","Las_Vegas_Saturday_20170408","2"
"64","Stratosphere TowerThe Strip"," 6.52827","259","207","Las_Vegas_Saturday_20170408","2"
"65","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6758","NA","449","Las_Vegas_Saturday_20170408","2"
"66","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","NA","269","Las_Vegas_Saturday_20170408","2"
"67","The Signature At Mgm GrandThe Strip"," 8.6574","NA","265","Las_Vegas_Saturday_20170408","2"
"68","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61346","611","239","Las_Vegas_Saturday_20170408","2"
"69","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.5704","NA","189","Las_Vegas_Saturday_20170408","2"
"70","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","NA","399","Las_Vegas_Saturday_20170408","2"
"71","New York New York Hotel And CasinoThe Strip"," 7.71148","372","209","Las_Vegas_Saturday_20170408","2"
"72","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32707","285","139","Las_Vegas_Saturday_20170408","2"
"73","Best Western Plus Casino RoyaleThe Strip"," 7.881","NA","299","Las_Vegas_Saturday_20170408","2"
"74","Delano Las Vegas At Mandalay BayThe Strip"," 8.4277","379","209","Las_Vegas_Saturday_20170408","2"
"75","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.782","NA","169","Las_Vegas_Saturday_20170408","2"
"76","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!On Sale Now"," 6.6287","219","149","Las_Vegas_Saturday_20170408","2"
"77","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing! Room Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8906","NA","149","Las_Vegas_Saturday_20170408","2"
"78","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Rooms Left! Book Now!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.8548","NA","167","Las_Vegas_Saturday_20170408","2"
"79","The Orleans Hotel And CasinoLas Vegas South MapFree Cancellation Available People Viewing!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.0643","NA","162","Las_Vegas_Saturday_20170408","2"
"80","Hilton Grand Vacations on the Las Vegas StripThe Strip"," 8.8158","400","209","Las_Vegas_Saturday_20170408","2"
"81","Monte Carlo Resort And CasinoThe Strip"," 7.01857","287","89","Las_Vegas_Saturday_20170415","3"
"82","The Venetian Resort Hotel CasinoThe Strip"," 8.91931","481","199","Las_Vegas_Saturday_20170415","3"
"83","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available170 People Viewing!1Room Left! Book Now!On Sale Now -> Save 61% on this stay Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last 30 days.was $514from$199Choose","514","199","Las_Vegas_Saturday_20170415","3"
"84","Bellagio Hotel And CasinoThe Strip"," 8.5478","444","189","Las_Vegas_Saturday_20170415","3"
"85","Treasure Island Hotel & CasinoThe Strip"," 7.82480","NA","87","Las_Vegas_Saturday_20170415","3"
"86","Aria Resort And CasinoThe Strip"," 8.61018","429","199","Las_Vegas_Saturday_20170415","3"
"87","Mandalay Bay Resort And CasinoThe Strip"," 8.21029","NA","145","Las_Vegas_Saturday_20170415","3"
"88","Flamingo Las VegasThe Strip"," 6.32111","NA","94","Las_Vegas_Saturday_20170415","3"
"89","Paris Las VegasThe Strip"," 7.71093","328","157","Las_Vegas_Saturday_20170415","3"
"90","Caesars Palace Las VegasThe Strip"," 7.6837","579","174","Las_Vegas_Saturday_20170415","3"
"91","Trump International Hotel, Las VegasThe Strip"," 8.93509","419","146","Las_Vegas_Saturday_20170415","3"
"92","The Linq Hotel And CasinoThe Strip"," 7.1564","439","145","Las_Vegas_Saturday_20170415","3"
"93","Ballys Las VegasThe Strip"," 7.51439","NA","94","Las_Vegas_Saturday_20170415","3"
"94","Mgm Grand Hotel CasinoThe Strip"," 7.61393","329","135","Las_Vegas_Saturday_20170415","3"
"95","Luxor Hotel And CasinoThe Strip"," 7.03207","122","89","Las_Vegas_Saturday_20170415","3"
"96","Excalibur Hotel And CasinoThe Strip"," 7.12935","108","79","Las_Vegas_Saturday_20170415","3"
"97","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas"," 7.81914","NA","99","Las_Vegas_Saturday_20170415","3"
"98","The MirageThe Strip"," 8.1908","424","139","Las_Vegas_Saturday_20170415","3"
"99","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 7.11679","290","96","Las_Vegas_Saturday_20170415","3"
"100","Wynn Las VegasThe Strip"," 9.0750","409","259","Las_Vegas_Saturday_20170415","3"
"101","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 7.11083","299","109","Las_Vegas_Saturday_20170415","3"
"102","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.01849","199","129","Las_Vegas_Saturday_20170415","3"
"103","Planet Hollywood Resort And CasinoThe Strip"," 7.41315","299","119","Las_Vegas_Saturday_20170415","3"
"104","Harrahs Las VegasThe Strip"," 7.01179","NA","85","Las_Vegas_Saturday_20170415","3"
"105","Stratosphere TowerThe Strip"," 6.52827","241","83","Las_Vegas_Saturday_20170415","3"
"106","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip"," 8.6758","594","359","Las_Vegas_Saturday_20170415","3"
"107","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","209","80","Las_Vegas_Saturday_20170415","3"
"108","The Signature At Mgm GrandThe Strip"," 8.6574","309","159","Las_Vegas_Saturday_20170415","3"
"109","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61346","NA","159","Las_Vegas_Saturday_20170415","3"
"110","Tuscany Suites & CasinoEast of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!On Sale Now"," 8.5704","249","79","Las_Vegas_Saturday_20170415","3"
"111","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!On Sale Now"," 6.62218","193","90","Las_Vegas_Saturday_20170415","3"
"112","New York New York Hotel And CasinoThe Strip"," 7.71148","372","115","Las_Vegas_Saturday_20170415","3"
"113","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32707","117","74","Las_Vegas_Saturday_20170415","3"
"114","Best Western Plus Casino RoyaleThe Strip"," 7.881","NA","169","Las_Vegas_Saturday_20170415","3"
"115","Delano Las Vegas At Mandalay BayThe Strip"," 8.4277","379","149","Las_Vegas_Saturday_20170415","3"
"116","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0635","194","89","Las_Vegas_Saturday_20170415","3"
"117","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing!Room Left! Book Now!On Sale Now"," 7.782","229","95","Las_Vegas_Saturday_20170415","3"
"118","Eastside CanneryBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 8.1645","159","83","Las_Vegas_Saturday_20170415","3"
"119","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Room Left! Book Now!On Sale Now"," 6.6287","219","89","Las_Vegas_Saturday_20170415","3"
"120","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.8906","159","109","Las_Vegas_Saturday_20170415","3"
"121","Excalibur Hotel And CasinoThe Strip"," 7.12935","305","185","Las_Vegas_Saturday_20170422","4"
"122","The Venetian Resort Hotel CasinoThe Strip"," 8.91931","481","299","Las_Vegas_Saturday_20170422","4"
"123","The Palazzo Resort Hotel CasinoThe Strip","3. The Palazzo Resort Hotel CasinoThe Strip - Northeast MapFree InternetFree Cancellation Available170 People Viewing!1Room Left! Book Now!On Sale Now -> Save 30% on this stay Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last 30 days.was $514from$359Choose","514","359","Las_Vegas_Saturday_20170422","4"
"124","Bellagio Hotel And CasinoThe Strip"," 8.5478","NA","359","Las_Vegas_Saturday_20170422","4"
"125","Aria Resort And CasinoThe Strip"," 8.61018","NA","329","Las_Vegas_Saturday_20170422","4"
"126","Mandalay Bay Resort And CasinoThe Strip"," 8.21029","NA","365","Las_Vegas_Saturday_20170422","4"
"127","Flamingo Las VegasThe Strip"," 6.32111","389","249","Las_Vegas_Saturday_20170422","4"
"128","Paris Las VegasThe Strip"," 7.71093","NA","306","Las_Vegas_Saturday_20170422","4"
"129","Caesars Palace Las VegasThe Strip"," 7.6837","579","299","Las_Vegas_Saturday_20170422","4"
"130","Trump International Hotel, Las VegasThe Strip"," 8.93509","419","261","Las_Vegas_Saturday_20170422","4"
"131","Ballys Las VegasThe Strip"," 7.51439","398","264","Las_Vegas_Saturday_20170422","4"
"132","Mgm Grand Hotel CasinoThe Strip"," 7.61393","NA","395","Las_Vegas_Saturday_20170422","4"
"133","Luxor Hotel And CasinoThe Strip"," 7.03207","356","259","Las_Vegas_Saturday_20170422","4"
"134","The MirageThe Strip"," 8.1908","424","249","Las_Vegas_Saturday_20170422","4"
"135","Rio Suite Hotel CasinoWest of The Strip MapFree ParkingFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates: People Viewing!Rooms Left! Book Now!On Sale Now"," 7.11679","290","198","Las_Vegas_Saturday_20170422","4"
"136","Wynn Las VegasThe Strip"," 9.0750","NA","1150","Las_Vegas_Saturday_20170422","4"
"137","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree ParkingFree Cancellation Available People Viewing!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.01849","NA","199","Las_Vegas_Saturday_20170422","4"
"138","Monte Carlo Resort And CasinoThe Strip"," 7.01857","397","289","Las_Vegas_Saturday_20170422","4"
"139","Harrahs Las VegasThe Strip"," 7.01179","NA","239","Las_Vegas_Saturday_20170422","4"
"140","Stratosphere TowerThe Strip"," 6.52827","339","271","Las_Vegas_Saturday_20170422","4"
"141","Downtown Grand, an Ascend HotelDowntown Las Vegas"," 8.2929","305","259","Las_Vegas_Saturday_20170422","4"
"142","Vdara Hotel & Spa at CityCenter Las VegasThe Strip"," 8.61346","611","359","Las_Vegas_Saturday_20170422","4"
"143","Westgate Las Vegas Resort & CasinoLas Vegas Convention Center MapFree ParkingFree Cancellation Available People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.62218","NA","219","Las_Vegas_Saturday_20170422","4"
"144","New York New York Hotel And CasinoThe Strip"," 7.71148","NA","265","Las_Vegas_Saturday_20170422","4"
"145","Circus Circus Hotel, Casino & Theme ParkThe Strip"," 6.32707","347","219","Las_Vegas_Saturday_20170422","4"
"146","Best Western Plus Casino RoyaleThe Strip"," 7.881","NA","309","Las_Vegas_Saturday_20170422","4"
"147","Delano Las Vegas At Mandalay BayThe Strip"," 8.4277","NA","375","Las_Vegas_Saturday_20170422","4"
"148","Four Queens Hotel And CasinoDowntown Las Vegas"," 7.0635","305","229","Las_Vegas_Saturday_20170422","4"
"149","Best Western Mccarran InnMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation Available People Viewing! Room Left! Book Now!Good:  reviews Savings CalculationClosewas from$Choose"," 7.782","NA","169","Las_Vegas_Saturday_20170422","4"
"150","La Quinta Inn & Suites Las Vegas Airport North Convention CenterEast of The Strip MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing! Room Left! Book Now!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.6287","NA","169","Las_Vegas_Saturday_20170422","4"
"151","La Quinta Inn & Suites Las Vegas Airport SouthMcCarran International Airport (LAS) MapFree Parking, Free Breakfast, Free InternetFree Cancellation, Pay Later Available People Viewing! Rooms Left! Book Now!Excellent:  reviews Savings CalculationClosewas from$Choose"," 8.8906","NA","149","Las_Vegas_Saturday_20170422","4"
"152","The Orleans Hotel And CasinoLas Vegas South MapFree Cancellation Available People Viewing! Rooms Left! Book Now!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.0643","NA","189","Las_Vegas_Saturday_20170422","4"
"153","Suncoast Hotel And CasinoSummerlin MapFree Cancellation Available People Viewing!Rooms Left! Book Now!On Sale Now"," 8.2276","245","150","Las_Vegas_Saturday_20170422","4"
"154","Palace Station CourtyardWest of The Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!  reviews Savings CalculationClosewas from$Choose","34. Palace Station CourtyardWest of The Strip MapFree Internet, Free ParkingFree Cancellation Available16 People Viewing! 5.9371","NA","349","Las_Vegas_Saturday_20170422","4"
"155","Encore At Wynn Las VegasThe Strip"," 8.9295","NA","1250","Las_Vegas_Saturday_20170422","4"
"156","Plaza Hotel & CasinoDowntown Las Vegas"," 6.4253","NA","219","Las_Vegas_Saturday_20170422","4"
"157","Mardi Gras Hotel & CasinoLas Vegas Convention Center MapFree Internet, Free ParkingFree Cancellation Available People Viewing! Rooms Left! Book Now!  reviews Savings CalculationClosewas from$Choose","37. Mardi Gras Hotel & CasinoLas Vegas Convention Center MapFree Internet, Free ParkingFree Cancellation Available22 People Viewing!4 Rooms Left! Book Now! 5.6180","NA","149","Las_Vegas_Saturday_20170422","4"
"158","Westin Las Vegas Hotel, Casino & SpaEast of The Strip MapFree Parking, Free Internet People Viewing!Pleasant:  reviews Savings CalculationClosewas from$Choose"," 6.8732","NA","202","Las_Vegas_Saturday_20170422","4"
"159","Hooters Casino HotelThe Strip","39. Hooters Casino HotelThe Strip - Southeast MapFree Internet, Free ParkingFree Cancellation Available12 People Viewing! 5.8884","NA","155","Las_Vegas_Saturday_20170422","4"
"160","Boulder Station Hotel And CasinoBoulder Strip MapFree Internet, Free ParkingFree Cancellation Available People Viewing!Good:  reviews Savings CalculationClosewas from$Choose"," 7.3324","NA","179","Las_Vegas_Saturday_20170422","4"
"161","Sheraton New York Times Square HotelTimes Square"," 8.02458","378","191","New_York_City_Saturday_20170401","1"
"162","The Watson HotelMidtown West"," 7.823","NA","244","New_York_City_Saturday_20170401","1"
"163","ONE UN New YorkGrand Central Terminal"," 8.9124","374","179","New_York_City_Saturday_20170401","1"
"164","Hotel PennsylvaniaMadison Square Garden","4. Hotel PennsylvaniaMadison Square Garden - Convention Area MapFree InternetPay Later Available170 People Viewing!3Rooms Left! Book Now!On Sale Now -> Save 36% on this stay 4.6851","260","167","New_York_City_Saturday_20170401","1"
"165","Hotel Edison New York CityTimes Square"," 6.9577","359","183","New_York_City_Saturday_20170401","1"
"166","Park Hyatt New YorkCentral Park South MapFree Breakfast, Free Internet People Viewing!Room Left! Book Now!On Sale Now"," 9.1192","2558","775","New_York_City_Saturday_20170401","1"
"167","InterContinental NEW YORK BARCLAY"," 9.2168","NA","279","New_York_City_Saturday_20170401","1"
"168","Crowne Plaza Times Square ManhattanTimes Square"," 8.5721","423","229","New_York_City_Saturday_20170401","1"
"169","Park CentralCentral Park South MapFree InternetPay Later Available People Viewing!Limited Time Offer Includes % discount for booking now!Good:  reviews Savings CalculationClosewas $from$Choose"," 7.8253","313","178","New_York_City_Saturday_20170401","1"
"170","Westin New York At Times SquareTimes Square"," 8.71135","479","319","New_York_City_Saturday_20170401","1"
"171","Holiday Inn New York City"," 8.2112","379","219","New_York_City_Saturday_20170401","1"
"172","Grand Hyatt New YorkGrand Central Terminal"," 8.51159","459","179","New_York_City_Saturday_20170401","1"
"173","Paramount Times SquareTimes Square"," 6.8555","412","160","New_York_City_Saturday_20170401","1"
"174","W New York Times SquareTimes Square"," 8.4212","459","241","New_York_City_Saturday_20170401","1"
"175","Wyndham New Yorker HotelMadison Square Garden"," 6.81711","365","199","New_York_City_Saturday_20170401","1"
"176","Wingate By Wyndham Manhattan MidtownMadison Square Garden"," 8.1379","354","179","New_York_City_Saturday_20170401","1"
"177","Wellington HotelCentral Park South Map People Viewing!CLICK HERE to sign in and unlock a lower price! Pleasant:  reviews Savings CalculationCloseThis savings % compares your price to the highest booking price of this hotel in the last  dayswas $from$Choose"," 6.9543","300","179","New_York_City_Saturday_20170401","1"
"178","W New YorkMidtown East Map People Viewing!On Sale Now"," 7.81180","311","151","New_York_City_Saturday_20170401","1"
"179","New York Marriott MarquisTimes Square"," 9.0928","540","339","New_York_City_Saturday_20170401","1"
"180","Arlo Hudson SquareSoHo"," 8.439","NA","249","New_York_City_Saturday_20170401","1"
"181","Hilton Times SquareTimes Square"," 8.8531","NA","299","New_York_City_Saturday_20170401","1"
"182","Hilton Garden Inn Times SquareTimes Square"," 8.6441","367","179","New_York_City_Saturday_20170401","1"
"183","Row NYCTimes Square"," 6.5666","305","139","New_York_City_Saturday_20170401","1"
"184","Sheraton Tribeca New York HotelSoHo"," 8.1508","355","189","New_York_City_Saturday_20170401","1"
"185","Doubletree By Hilton Metropolitan New YorkMidtown East Map People Viewing!Room Left! Book Now!On Sale Now"," 7.41207","365","179","New_York_City_Saturday_20170401","1"
