"","hotel_name","score","presaleprice","price","test.V2"
"1025","Song Hotel Sydney (formerly Y Hotel Hyde Park)City Centre","25. Song Hotel Sydney (formerly Y Hotel Hyde Park)City Centre - Darling Harbor MapFree InternetFree Cancellation Available2 Rooms Left! 5.611","NA","120","Sydney_Saturday_20170415"
"1026",""," 9.01 review Savings CalculationClosewas 0from$128Choose","NA","128","Sydney_Saturday_20170415"
"1027","Meriton Serviced Apartments Kent StreetCity Centre"," 8.88581","NA","237","Sydney_Saturday_20170415"
"1028","Intercontinental SydneyDowntown"," 9.337","NA","299","Sydney_Saturday_20170415"
"1029","Holiday Inn Sydney AirportSydney Airport (SYD) MapFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates:Special Discount % offGood:  reviews Savings CalculationClosewas $from$Choose"," 7.842","172","121","Sydney_Saturday_20170415"
"1030","Metro Inn RydeRyde MapFree Internet, Free ParkingFree Cancellation Available Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.8542","NA","107","Sydney_Saturday_20170415"
"1031","Comfort Inn North Shore HotelLane Cove"," 7.9336","110","104","Sydney_Saturday_20170415"
"1032","Radisson Plaza Hotel SydneyDowntown"," 9.328","NA","226","Sydney_Saturday_20170415"
"1033","Vibe Hotel Rushcutters Bay SydneySydney"," 7.26","NA","161","Sydney_Saturday_20170415"
"1034","Meriton Serviced Apartments Mascot CentralSydney Airport (SYD) MapFree InternetFree Cancellation, Pay Later AvailableExceptional:  reviews Savings CalculationClosewas from$Choose"," 9.21997","NA","151","Sydney_Saturday_20170415"
"1035","Meriton Serviced Apartments World TowerCity Centre"," 9.33707","NA","750","Sydney_Saturday_20170415"
"1036","Regents Court SydneySydney"," 8.0456","NA","186","Sydney_Saturday_20170415"
"1037","Swissôtel SydneyCity Centre"," 9.14740","NA","283","Sydney_Saturday_20170415"
"1038","Seasons Darling HarbourCity Centre","38. Seasons Darling HarbourCity Centre - Darling Harbor MapFree Cancellation Available3 Rooms Left! 4.47","NA","197","Sydney_Saturday_20170415"
"1039","QT BondiSydney","39. QT BondiSydney - Coogee Beach - Eastern Suburbs (Bondi, Sydney) MapFree InternetFree Cancellation Available4 Rooms Left! Savings CalculationClosewas 0from$381Choose","NA","381","Sydney_Saturday_20170415"
"1040","Woolbrokers HotelCity Centre"," 7.7511","NA","86","Sydney_Saturday_20170415"
"1041","The Tank StreamDowntown"," 8.628","154","140","Sydney_Saturday_20170422"
"1042","The Grace HotelDowntown"," 9.234","NA","213","Sydney_Saturday_20170422"
"1043","Stamford Plaza Sydney AirportSydney Airport (SYD) (Sydney Mascot) MapFree Cancellation Available People Viewing!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.226","NA","155","Sydney_Saturday_20170422"
"1044","Four Seasons Hotel SydneyDowntown"," 9.08","NA","270","Sydney_Saturday_20170422"
"1045","Hyatt Regency SydneyCity Centre"," 7.58","NA","346","Sydney_Saturday_20170422"
"1046","Shangri"," 8.111","NA","291","Sydney_Saturday_20170422"
"1047","Sir Stamford Circular QuayDowntown"," 8.937","NA","330","Sydney_Saturday_20170422"
"1048","Quest Potts PointSydney"," 8.1200","NA","173","Sydney_Saturday_20170422"
"1049","Quest North RydeNorth Ryde (Ryde) MapFree InternetFree Cancellation, Pay Later Available Rooms Left!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.1399","NA","105","Sydney_Saturday_20170422"
"1050","Holiday Inn Potts Point"," 8.130","172","138","Sydney_Saturday_20170422"
"1051","Larmont Sydney by LancemoreSydney"," 8.07","NA","194","Sydney_Saturday_20170422"
"1052","Quest Serviced Apartments MascotSydney Airport (SYD) MapFree InternetFree Cancellation Available Rooms Left!Very Good:  reviews Savings CalculationClosewas from$Choose"," 8.3442","NA","131","Sydney_Saturday_20170422"
"1053","Park Hotel"," 8.2354","204","185","Sydney_Saturday_20170422"
"1054","Marriott Sydney HarbourDowntown"," 9.090","263","210","Sydney_Saturday_20170422"
"1055","Pensione Hotel Sydney"," 8.2974","205","186","Sydney_Saturday_20170422"
"1056","Hilton SydneyCity Centre"," 8.832","263","236","Sydney_Saturday_20170422"
"1057","Rydges Sydney Airport HotelSydney Airport (SYD) MapFree InternetFree Cancellation, Pay Later Available+ moreCloseSpecial OffersAvailable on certain rates: Rooms Left!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.022","NA","165","Sydney_Saturday_20170422"
"1058","Oaks Goldsbrough Apartments Darling HarbourCity Centre"," 7.74250","NA","229","Sydney_Saturday_20170422"
"1059","Quest at Sydney Olympic ParkSydney MapFree Cancellation Available Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.8812","NA","158","Sydney_Saturday_20170422"
"1060","Primus Hotel SydneyCity Centre"," 9.2892","NA","236","Sydney_Saturday_20170422"
"1061","The UltimoCity Centre"," 7.26","166","151","Sydney_Saturday_20170422"
"1062","Quality Hotel Cks Sydney AirportSydney Airport (SYD) (Wolli Creek) MapFree InternetFree Cancellation Available People Viewing!PromotionPleasant:  reviews Savings CalculationClosewas $from$Choose"," 6.726","136","121","Sydney_Saturday_20170422"
"1063","Establishment HotelDowntown"," 8.9246","NA","299","Sydney_Saturday_20170422"
"1064","Sofitel Sydney WentworthDowntown"," 7.226","NA","243","Sydney_Saturday_20170422"
"1065","Airport Hotel SydneySydney Airport (SYD) MapFree Internet, Free ParkingRooms Left!Promotion  reviews Savings CalculationClosewas $from$Choose","25. Airport Hotel SydneySydney Airport (SYD) MapFree Internet, Free Parking2Rooms Left!Promotion 4.77","167","85","Sydney_Saturday_20170422"
"1066","Perouse LodgeSydney"," 8.2526","NA","117","Sydney_Saturday_20170422"
"1067","Sheraton On The ParkCity Centre"," 9.110","NA","262","Sydney_Saturday_20170422"
"1068","Adina Apartment Hotel Coogee SydneySydney"," 9.01 review Savings CalculationClosewas 0from$141Choose","NA","141","Sydney_Saturday_20170422"
"1069","Song Hotel Sydney (formerly Y Hotel Hyde Park)City Centre","29. Song Hotel Sydney (formerly Y Hotel Hyde Park)City Centre - Darling Harbor MapFree InternetFree Cancellation Available1 Room Left! 5.611","NA","95","Sydney_Saturday_20170422"
"1070","Hotel ChallisSydney"," 7.68","NA","131","Sydney_Saturday_20170422"
"1071",""," 9.01 review Savings CalculationClosewas 0from$128Choose","NA","128","Sydney_Saturday_20170422"
"1072","Meriton Serviced Apartments Kent StreetCity Centre"," 8.88581","NA","221","Sydney_Saturday_20170422"
"1073","Intercontinental SydneyDowntown"," 9.337","399","359","Sydney_Saturday_20170422"
"1074","Holiday Inn Sydney AirportSydney Airport (SYD) MapFree Cancellation Available+ moreCloseSpecial OffersAvailable on certain rates:Special Discount % offGood:  reviews Savings CalculationClosewas $from$Choose"," 7.842","172","121","Sydney_Saturday_20170422"
"1075","Metro Inn RydeRyde MapFree Internet, Free ParkingFree Cancellation Available Room Left!Good:  reviews Savings CalculationClosewas from$Choose"," 7.8542","NA","93","Sydney_Saturday_20170422"
"1076","Comfort Inn North Shore HotelLane Cove"," 7.9336","111","99","Sydney_Saturday_20170422"
"1077","Radisson Plaza Hotel SydneyDowntown"," 9.328","NA","192","Sydney_Saturday_20170422"
"1078","Vibe Hotel Rushcutters Bay SydneySydney"," 7.26","NA","155","Sydney_Saturday_20170422"
"1079","Meriton Serviced Apartments Mascot CentralSydney Airport (SYD) MapFree InternetFree Cancellation, Pay Later Available Room Left!Exceptional:  reviews Savings CalculationClosewas from$Choose"," 9.21997","NA","148","Sydney_Saturday_20170422"
"1080","The Bayswater SydneySydney"," 7.9836","NA","142","Sydney_Saturday_20170422"
