"","Country","Hotels","Date"
"72","Malaysia","6073",2017-03-20
"73","Norway","4273",2017-03-20
"74","Tonga","60",2017-03-20
"75","Luxembourg","319",2017-03-20
"76","Cyprus","3628",2017-03-20
"77","Thailand","18505",2017-03-20
"78","Taiwan","5137",2017-03-20
"79","New Caledonia","43",2017-03-20
"80","Iraq","92",2017-03-20
"81","Egypt","1471",2017-03-20
"82","Tunisia","639",2017-03-20
"83","Liechtenstein","37",2017-03-20
"84","Armenia","1293",2017-03-20
"85","St. Maarten","186",2017-03-20
"86","Spain","64370",2017-03-20
"87","South Africa","11112",2017-03-20
"88","Slovenia","3284",2017-03-20
"89","Samoa","68",2017-03-20
"90","Chile","8691",2017-03-20
"91","Sri Lanka","8016",2017-03-20
"92","Switzerland","10984",2017-03-20
"93","Jordan","527",2017-03-20
"94","Ecuador","2287",2017-03-20
"95","United Arab Emirates (U.A. Emirates) hotels","1617",2017-03-20
"96","Poland","22491",2017-03-20
"97","Faroe Islands","33",2017-03-20
"98","Anguilla","56",2017-03-20
"99","Montenegro","5095",2017-03-20
"100","Kuwait","129",2017-03-20
"101","China","47328",2017-03-20
"102","Senegal","437",2017-03-20
"103","Kenya","1860",2017-03-20
"104","Hungary","11059",2017-03-20
"105","Saudi Arabia","2283",2017-03-20
"106","Nicaragua","758",2017-03-20
"107","Vanuatu","155",2017-03-20
"108","Azerbaijan","615",2017-03-20
"109","Andorra","478",2017-03-20
"110","Ukraine","6436",2017-03-20
"111","Cape Verde","420",2017-03-20
"112","Uruguay","1886",2017-03-20
"113","Netherlands","10762",2017-03-20
"114","Morocco","4844",2017-03-20
"115","El Salvador","228",2017-03-20
"116","Brunei (Brunei D.) hotels","31",2017-03-20
"117","Bolivia","570",2017-03-20
"118","Rwanda","222",2017-03-20
"119","Cook Islands","168",2017-03-20
"120","Albania","1739",2017-03-20
"121","Pakistan","278",2017-03-20
"122","Honduras","492",2017-03-20
"123","Benin","112",2017-03-20
"124","Micronesia","5",2017-03-20
"125","Bhutan","58",2017-03-20
"126","San Marino","32",2017-03-20
"127","Russia (Russian Fed.) hotels","37070",2017-03-20
"128","Madagascar","311",2017-03-20
"129","Indonesia","12498",2017-03-20
"130","Guinea","19",2017-03-20
"131","Estonia","2545",2017-03-20
"132","Vietnam","7591",2017-03-20
"133","Papua New Guinea (Pap New Guinea) hotels","44",2017-03-20
"134","Niue","7",2017-03-20
"135","Lebanon","386",2017-03-20
"136","Latvia","2151",2017-03-20
"137","Belarus","2558",2017-03-20
"138","Crimea","4653",2017-03-20
"139","Venezuela","36",2017-03-20
"140","Romania","8760",2017-03-20
"141","Paraguay","217",2017-03-20
"142","Mongolia","159",2017-03-20
"143","Malawi","80",2017-03-20
"144","French Polynesia (Fr Polynesia) hotels","266",2017-03-20
"145","Czech Republic (Czech Rep.) hotels","11234",2017-03-20
"146","Cameroon","189",2017-03-20
"147","Cambodia","2417",2017-03-20
"148","Reunion","349",2017-03-20
"149","Northern Mariana Islands (N Mariana Is) hotels","43",2017-03-20
"150","Mozambique","196",2017-03-20
"151","Lithuania","2926",2017-03-20
"152","Guinea-Bissau","4",2017-03-20
"153","Gabon","38",2017-03-20
"154","Bulgaria","8234",2017-03-20
"155","Bosnia and Herzegovina (Bosnia Herz) hotels","2467",2017-03-20
"156","Angola","94",2017-03-20
"157","Uzbekistan","224",2017-03-20
"158","Togo","114",2017-03-20
"159","Tajikistan","80",2017-03-20
"160","Suriname","105",2017-03-20
"161","Nepal","820",2017-03-20
"162","Myanmar","1119",2017-03-20
"163","Moldova","378",2017-03-20
"164","Mauritania","51",2017-03-20
"165","Libya","4",2017-03-20
"166","Laos","937",2017-03-20
"167","Kyrgyzstan","503",2017-03-20
"168","Gibraltar","16",2017-03-20
"169","French Guiana","31",2017-03-20
"170","Ivory Coast","272",2017-03-20
"171","Chad","10",2017-03-20
"172","Burundi","28",2017-03-20
"173","Kosovo","127",2017-03-20
"174","Zambia","356",2017-03-20
"175","Uganda","640",2017-03-20
"176","Swaziland","34",2017-03-20
"177","Slovakia","4009",2017-03-20
"178","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-03-20
"179","Kazakhstan","1492",2017-03-20
"180","Botswana","185",2017-03-20
"181","Serbia","3614",2017-03-20
"182","Namibia","437",2017-03-20
"183","Mayotte","9",2017-03-20
"184","Grenada","60",2017-03-20
"185","Djibouti","14",2017-03-20
"186","Bangladesh","199",2017-03-20
"187","Antigua & Barbuda (Antigua, Bbda) hotels","97",2017-03-20
"188","Algeria","60",2017-03-20
