"","Country","Hotels","Date"
"166","Uzbekistan","223",2017-03-23
"167","Uganda","636",2017-03-23
"168","Lebanon","386",2017-03-23
"169","Latvia","2152",2017-03-23
"170","Kazakhstan","1492",2017-03-23
"171","Gibraltar","16",2017-03-23
"172","Ivory Coast","272",2017-03-23
"173","Chad","10",2017-03-23
"174","Serbia","3617",2017-03-23
"175","Togo","113",2017-03-23
"176","Saint Kitts and Nevis (St. Kitts, Nev) hotels","35",2017-03-23
"177","Namibia","438",2017-03-23
"178","Myanmar","1118",2017-03-23
"179","Mayotte","9",2017-03-23
"180","Libya","4",2017-03-23
"181","Grenada","60",2017-03-23
"182","Equatorial Guinea (Eq. Guinea) hotels","8",2017-03-23
"183","Djibouti","14",2017-03-23
"184","Burundi","28",2017-03-23
"185","Algeria","59",2017-03-23
